nv;Datetime;pv_P;pv_Q;pv_Ep;pv_Eq
4649;2024-02-18 10:30:00;-30.3930076;0;-6.768146161;0
4650;2024-02-18 10:45:00;-48.45342623;0;-9.855804229;0
4651;2024-02-18 11:00:00;-41.5730885;0;-11.25331434;0
4652;2024-02-18 11:15:00;-41.94724857;0;-10.44004213;0
4653;2024-02-18 11:30:00;-39.09421874;0;-10.13018341;0
4654;2024-02-18 11:45:00;-40.65710535;0;-9.968915511;0
4655;2024-02-18 12:00:00;-70.92941488;0;-13.94831503;0
4656;2024-02-18 12:15:00;-63.89414644;0;-16.85294516;0
4657;2024-02-18 12:30:00;-142.9802415;0;-25.85929849;0
4658;2024-02-18 12:45:00;-62.84355324;0;-25.72797434;0
4659;2024-02-18 13:00:00;-38.50165723;0;-12.66815131;0
4660;2024-02-18 13:15:00;-32.00586959;0;-8.813440852;0
4661;2024-02-18 13:30:00;-71.09678457;0;-12.88783177;0
4662;2024-02-18 13:45:00;-72.73604592;0;-17.97910381;0
4663;2024-02-18 14:00:00;-40.65805529;0;-14.17426265;0
4664;2024-02-18 14:15:00;-48.97181869;0;-11.20373425;0
4665;2024-02-18 14:30:00;-23.98255843;0;-9.11929714;0
4666;2024-02-18 14:45:00;-33.50375177;0;-7.185788775;0
4667;2024-02-18 15:00:00;-26.64287342;0;-7.518328148;0
4668;2024-02-18 15:15:00;-29.3421978;0;-6.998133903;0
4669;2024-02-18 15:30:00;-16.03352256;0;-5.671965046;0
4670;2024-02-18 15:45:00;-9.51326187;0;-3.193348054;0
4671;2024-02-18 16:00:00;-7.667835241;0;-2.147637139;0
4672;2024-02-18 16:15:00;-5.113586994;0;-1.597677779;0
4673;2024-02-18 16:30:00;-2.474354559;0;-0.948492694;0
4674;2024-02-18 16:45:00;-0.259007441;0;-0.34167025;0
4675;2024-02-18 17:00:00;0.061339427;0;-0.019977363;0
4676;2024-02-18 17:15:00;0.060314939;0;0.015206796;0
4677;2024-02-18 17:30:00;0.06008733;0;0.015050284;0
4678;2024-02-18 17:45:00;0.060353885;0;0.015055152;0
4679;2024-02-18 18:00:00;0.060848259;0;0.015150268;0
4680;2024-02-18 18:15:00;0.060464756;0;0.015164127;0
4681;2024-02-18 18:30:00;0.059736299;0;0.015025132;0
4682;2024-02-18 18:45:00;0.059738982;0;0.01493441;0
4683;2024-02-18 19:00:00;0.061260623;0;0.015124951;0
4684;2024-02-18 19:15:00;0.06171951;0;0.015372517;0
4685;2024-02-18 19:30:00;0.061245394;0;0.015370613;0
4686;2024-02-18 19:45:00;0.061160256;0;0.015300706;0
4687;2024-02-18 20:00:00;0.060800757;0;0.015245127;0
4688;2024-02-18 20:15:00;0.061134407;0;0.015241896;0
4689;2024-02-18 20:30:00;0.061443556;0;0.015322245;0
4690;2024-02-18 20:45:00;0.061151592;0;0.015324394;0
4691;2024-02-18 21:00:00;0.061116512;0;0.015283513;0
4692;2024-02-18 21:15:00;0.061699904;0;0.015352052;0
4693;2024-02-18 21:30:00;0.061510527;0;0.015401304;0
4694;2024-02-18 21:45:00;0.061109732;0;0.015327532;0
4695;2024-02-18 22:00:00;0.059539246;0;0.015081122;0
4696;2024-02-18 22:15:00;0.060437084;0;0.014997041;0
4697;2024-02-18 22:30:00;0.061045567;0;0.015185331;0
4698;2024-02-18 22:45:00;0.060481889;0;0.015190932;0
4699;2024-02-18 23:00:00;0.059524815;0;0.015000838;0
4700;2024-02-18 23:15:00;0.059967283;0;0.014936512;0
4701;2024-02-18 23:30:00;0.060165499;0;0.015016598;0
4702;2024-02-18 23:45:00;0.060084044;0;0.015031193;0
4703;2024-02-19 00:00:00;0.060536278;0;0.01507754;0
4704;2024-02-19 00:15:00;0.059706555;0;0.015030354;0
4705;2024-02-19 00:30:00;0.059650004;0;0.01491957;0
4706;2024-02-19 00:45:00;0.059641038;0;0.01491138;0
4707;2024-02-19 01:00:00;0.059355242;0;0.014874535;0
4708;2024-02-19 01:15:00;0.059771525;0;0.014890846;0
4709;2024-02-19 01:30:00;0.059332251;0;0.014887972;0
4710;2024-02-19 01:45:00;0.059045542;0;0.014797224;0
4711;2024-02-19 02:00:00;0.059111228;0;0.014769596;0
4712;2024-02-19 02:15:00;0.058890214;0;0.01475018;0
4713;2024-02-19 02:30:00;0.058813797;0;0.014713001;0
4714;2024-02-19 02:45:00;0.058486947;0;0.014662593;0
4715;2024-02-19 03:00:00;0.058553821;0;0.014630096;0
4716;2024-02-19 03:15:00;0.058433062;0;0.01462336;0
4717;2024-02-19 03:30:00;0.058574936;0;0.014626;0
4718;2024-02-19 03:45:00;0.058185538;0;0.014595059;0
4719;2024-02-19 04:00:00;0.057934007;0;0.014514943;0
4720;2024-02-19 04:15:00;0.05897744;0;0.014613931;0
4721;2024-02-19 04:30:00;0.059622205;0;0.014824956;0
4722;2024-02-19 04:45:00;0.059861175;0;0.014935422;0
4723;2024-02-19 05:00:00;0.058871166;0;0.014841543;0
4724;2024-02-19 05:15:00;0.057538713;0;0.014551235;0
4725;2024-02-19 05:30:00;0.057235745;0;0.014346807;0
4726;2024-02-19 05:45:00;0.057763694;0;0.01437493;0
4727;2024-02-19 06:00:00;0.058237303;0;0.014500125;0
4728;2024-02-19 06:15:00;0.057689119;0;0.014490803;0
4729;2024-02-19 06:30:00;0.059430882;0;0.01464;0
4730;2024-02-19 06:45:00;0.062445627;0;0.015234564;0
4731;2024-02-19 07:00:00;-0.584918834;0;-0.006299807;0
4732;2024-02-19 07:15:00;-2.134660819;0;-0.339947457;0
4733;2024-02-19 07:30:00;-5.810218642;0;-0.993109933;0
4734;2024-02-19 07:45:00;-10.56537672;0;-2.04694942;0
4735;2024-02-19 08:00:00;-15.59796757;0;-3.270418036;0
4736;2024-02-19 08:15:00;-16.03487742;0;-3.954105624;0
4737;2024-02-19 08:30:00;-17.78700476;0;-4.227735273;0
4738;2024-02-19 08:45:00;-43.6934163;0;-7.685052632;0
4739;2024-02-19 09:00:00;-62.86289745;0;-13.31953922;0
4740;2024-02-19 09:15:00;-49.82019223;0;-14.08538621;0
4741;2024-02-19 09:30:00;-33.10697939;0;-10.36589645;0
4742;2024-02-19 09:45:00;-34.3800366;0;-8.435876999;0
4743;2024-02-19 10:00:00;-44.41322657;0;-9.849157896;0
4744;2024-02-19 10:15:00;-49.94274504;0;-11.79449645;0
4745;2024-02-19 10:30:00;-41.66471344;0;-11.45093231;0
4746;2024-02-19 10:45:00;-41.91278766;0;-10.44718764;0
4747;2024-02-19 11:00:00;-51.75435801;0;-11.70839321;0
4748;2024-02-19 11:15:00;-90.43299408;0;-17.77341901;0
4749;2024-02-19 11:30:00;-82.41076686;0;-21.60547012;0
4750;2024-02-19 11:45:00;-56.60396422;0;-17.37684138;0
4751;2024-02-19 12:00:00;-43.90239484;0;-12.56329488;0
4752;2024-02-19 12:15:00;-39.79457825;0;-10.46212164;0
4753;2024-02-19 12:30:00;-34.09487825;0;-9.236182063;0
4754;2024-02-19 12:45:00;-31.86700611;0;-8.245235545;0
4755;2024-02-19 13:00:00;-33.72526117;0;-8.19903341;0
4756;2024-02-19 13:15:00;-34.79428864;0;-8.564943726;0
4757;2024-02-19 13:30:00;-30.82392996;0;-8.202277324;0
4758;2024-02-19 13:45:00;-32.57711415;0;-7.925130513;0
4759;2024-02-19 14:00:00;-62.33120835;0;-11.86354031;0
4760;2024-02-19 14:15:00;-47.77144053;0;-13.76283111;0
4761;2024-02-19 14:30:00;-35.35519604;0;-10.39082957;0
4762;2024-02-19 14:45:00;-23.69478914;0;-7.381248147;0
4763;2024-02-19 15:00:00;-16.44677143;0;-5.017695071;0
4764;2024-02-19 15:15:00;-7.30768193;0;-2.96930667;0
4765;2024-02-19 15:30:00;-6.746178756;0;-1.756732586;0
4766;2024-02-19 15:45:00;-8.794761144;0;-1.942617487;0
4767;2024-02-19 16:00:00;-5.633424153;0;-1.803523162;0
4768;2024-02-19 16:15:00;-2.390721134;0;-1.003018161;0
4769;2024-02-19 16:30:00;-0.904568744;0;-0.411911235;0
4770;2024-02-19 16:45:00;0.000710934;0;-0.112893499;0
4771;2024-02-19 17:00:00;0.057787037;0;0.007312246;0
4772;2024-02-19 17:15:00;0.058477154;0;0.014533024;0
4773;2024-02-19 17:30:00;0.059667344;0;0.014768062;0
4774;2024-02-19 17:45:00;0.060179959;0;0.014980913;0
4775;2024-02-19 18:00:00;0.060190788;0;0.015046343;0
4776;2024-02-19 18:15:00;0.058934945;0;0.014890717;0
4777;2024-02-19 18:30:00;0.059377707;0;0.014789082;0
4778;2024-02-19 18:45:00;0.059165976;0;0.01481796;0
4779;2024-02-19 19:00:00;0.059623125;0;0.014848638;0
4780;2024-02-19 19:15:00;0.059807965;0;0.014928886;0
4781;2024-02-19 19:30:00;0.060666982;0;0.015059368;0
4782;2024-02-19 19:45:00;0.061345748;0;0.015251591;0
4783;2024-02-19 20:00:00;0.061001971;0;0.015293465;0
4784;2024-02-19 20:15:00;0.059994892;0;0.015124608;0
4785;2024-02-19 20:30:00;0.059471485;0;0.014933297;0
4786;2024-02-19 20:45:00;0.059874645;0;0.014918266;0
4787;2024-02-19 21:00:00;0.060456675;0;0.015041415;0
4788;2024-02-19 21:15:00;0.059416492;0;0.014984146;0
4789;2024-02-19 21:30:00;0.059634047;0;0.014881317;0
4790;2024-02-19 21:45:00;0.061646274;0;0.01516004;0
4791;2024-02-19 22:00:00;0.061166619;0;0.015351612;0
4792;2024-02-19 22:15:00;0.059953589;0;0.015140026;0
4793;2024-02-19 22:30:00;0.059086117;0;0.014879963;0
4794;2024-02-19 22:45:00;0.059402243;0;0.014811045;0
4795;2024-02-19 23:00:00;0.05993052;0;0.014916595;0
4796;2024-02-19 23:15:00;0.060746599;0;0.01508464;0
4797;2024-02-19 23:30:00;0.059891129;0;0.015079716;0
4798;2024-02-19 23:45:00;0.06006165;0;0.014994097;0
4799;2024-02-20 00:00:00;0.060747412;0;0.015101133;0
4800;2024-02-20 00:15:00;0.059847045;0;0.015074307;0
4801;2024-02-20 00:30:00;0.059857548;0;0.014963074;0
4802;2024-02-20 00:45:00;0.060350775;0;0.01502604;0
4803;2024-02-20 01:00:00;0.059801765;0;0.015019067;0
4804;2024-02-20 01:15:00;0.060216141;0;0.015002238;0
4805;2024-02-20 01:30:00;0.0599438;0;0.015019993;0
4806;2024-02-20 01:45:00;0.060203443;0;0.015018405;0
4807;2024-02-20 02:00:00;0.060036501;0;0.015029993;0
4808;2024-02-20 02:15:00;0.059964892;0;0.015000174;0
4809;2024-02-20 02:30:00;0.059519097;0;0.014935499;0
4810;2024-02-20 02:45:00;0.059185706;0;0.0148381;0
4811;2024-02-20 03:00:00;0.058195263;0;0.014672621;0
4812;2024-02-20 03:15:00;0.058529445;0;0.014590589;0
4813;2024-02-20 03:30:00;0.060519171;0;0.014881077;0
4814;2024-02-20 03:45:00;0.059051222;0;0.014946299;0
4815;2024-02-20 04:00:00;0.058625163;0;0.014709548;0
4816;2024-02-20 04:15:00;0.059494133;0;0.014764912;0
4817;2024-02-20 04:30:00;0.059110188;0;0.01482554;0
4818;2024-02-20 04:45:00;0.058859115;0;0.014746163;0
4819;2024-02-20 05:00:00;0.058670262;0;0.014691172;0
4820;2024-02-20 05:15:00;0.05848619;0;0.014644557;0
4821;2024-02-20 05:30:00;0.059143967;0;0.01470377;0
4822;2024-02-20 05:45:00;0.059141053;0;0.014785628;0
4823;2024-02-20 06:00:00;0.059674742;0;0.014851974;0
4824;2024-02-20 06:15:00;0.0563416;0;0.014502043;0
4825;2024-02-20 06:30:00;0.056157397;0;0.014062375;0
4826;2024-02-20 06:45:00;0.056311704;0;0.014058638;0
4827;2024-02-20 07:00:00;0.058386819;0;0.014337315;0
4828;2024-02-20 07:15:00;-0.042398117;0;0.001157824;0
4829;2024-02-20 07:30:00;-0.681683836;0;-0.090510244;0
4830;2024-02-20 07:45:00;-1.735947202;0;-0.30220388;0
4831;2024-02-20 08:00:00;-2.21909637;0;-0.494380446;0
4832;2024-02-20 08:15:00;-3.696420313;0;-0.739439585;0
4833;2024-02-20 08:30:00;-6.459149034;0;-1.269446168;0
4834;2024-02-20 08:45:00;-6.990376955;0;-1.681190749;0
4835;2024-02-20 09:00:00;-7.743868324;0;-1.84178066;0
4836;2024-02-20 09:15:00;-10.75319853;0;-2.312133356;0
4837;2024-02-20 09:30:00;-11.24047463;0;-2.749209145;0
4838;2024-02-20 09:45:00;-15.73683977;0;-3.3721643;0
4839;2024-02-20 10:00:00;-21.89911551;0;-4.70449441;0
4840;2024-02-20 10:15:00;-18.80393463;0;-5.087881268;0
4841;2024-02-20 10:30:00;-23.95514289;0;-5.34488469;0
4842;2024-02-20 10:45:00;-14.28479963;0;-4.779992815;0
4843;2024-02-20 11:00:00;-23.14924654;0;-4.679255771;0
4844;2024-02-20 11:15:00;-26.98612777;0;-6.266921788;0
4845;2024-02-20 11:30:00;-34.0371061;0;-7.627904233;0
4846;2024-02-20 11:45:00;-21.25049964;0;-6.910950717;0
4847;2024-02-20 12:00:00;-22.07683439;0;-5.415916754;0
4848;2024-02-20 12:15:00;-24.58658467;0;-5.832927382;0
4849;2024-02-20 12:30:00;-12.84948879;0;-4.679509183;0
4850;2024-02-20 12:45:00;-11.94269135;0;-3.099022518;0
4851;2024-02-20 13:00:00;-13.1968679;0;-3.142444907;0
4852;2024-02-20 13:15:00;-15.05033765;0;-3.530900694;0
4853;2024-02-20 13:30:00;-11.94617985;0;-3.374564687;0
4854;2024-02-20 13:45:00;-11.06101142;0;-2.875898908;0
4855;2024-02-20 14:00:00;-11.06801766;0;-2.766128635;0
4856;2024-02-20 14:15:00;-12.15396264;0;-2.902747537;0
4857;2024-02-20 14:30:00;-12.36059681;0;-3.064319931;0
4858;2024-02-20 14:45:00;-12.17059396;0;-3.066398846;0
4859;2024-02-20 15:00:00;-8.35352057;0;-2.565514316;0
4860;2024-02-20 15:15:00;-8.259187441;0;-2.076588501;0
4861;2024-02-20 15:30:00;-4.788651209;0;-1.630979831;0
4862;2024-02-20 15:45:00;-4.02359817;0;-1.101531172;0
4863;2024-02-20 16:00:00;-3.880156723;0;-0.987969362;0
4864;2024-02-20 16:15:00;-1.075723918;0;-0.61948508;0
4865;2024-02-20 16:30:00;-0.624496469;0;-0.212527548;0
4866;2024-02-20 16:45:00;0.011694527;0;-0.075192169;0
4867;2024-02-20 17:00:00;0.049373894;0;0.007633553;0
4868;2024-02-20 17:15:00;0.049599372;0;0.012371658;0
4869;2024-02-20 17:30:00;0.049145086;0;0.012343057;0
4870;2024-02-20 17:45:00;0.050718092;0;0.012482897;0
4871;2024-02-20 18:00:00;0.0504956;0;0.012651712;0
4872;2024-02-20 18:15:00;0.049446619;0;0.012492777;0
4873;2024-02-20 18:30:00;0.049617859;0;0.01238306;0
4874;2024-02-20 18:45:00;0.049705171;0;0.012415379;0
4875;2024-02-20 19:00:00;0.048673373;0;0.012297318;0
4876;2024-02-20 19:15:00;0.048619965;0;0.012161667;0
4877;2024-02-20 19:30:00;0.049067279;0;0.012210906;0
4878;2024-02-20 19:45:00;0.049596776;0;0.012333007;0
4879;2024-02-20 20:00:00;0.049594913;0;0.012398961;0
4880;2024-02-20 20:15:00;0.049962547;0;0.012444683;0
4881;2024-02-20 20:30:00;0.050634361;0;0.012574614;0
4882;2024-02-20 20:45:00;0.049624868;0;0.012532404;0
4883;2024-02-20 21:00:00;0.04938248;0;0.012375919;0
4884;2024-02-20 21:15:00;0.049285871;0;0.012333544;0
4885;2024-02-20 21:30:00;0.049793094;0;0.012384871;0
4886;2024-02-20 21:45:00;0.05045987;0;0.01253162;0
4887;2024-02-20 22:00:00;0.050197106;0;0.012582122;0
4888;2024-02-20 22:15:00;0.049631908;0;0.012478627;0
4889;2024-02-20 22:30:00;0.049595966;0;0.012403484;0
4890;2024-02-20 22:45:00;0.050204695;0;0.012475083;0
4891;2024-02-20 23:00:00;0.049934627;0;0.012517415;0
4892;2024-02-20 23:15:00;0.050074846;0;0.012501184;0
4893;2024-02-20 23:30:00;0.049731726;0;0.012475822;0
4894;2024-02-20 23:45:00;0.04993958;0;0.012458913;0
4895;2024-02-21 00:00:00;0.050345019;0;0.012535575;0
4896;2024-02-21 00:15:00;0.049960605;0;0.012538203;0
4897;2024-02-21 00:30:00;0.049311274;0;0.012408985;0
4898;2024-02-21 00:45:00;0.049492509;0;0.012350473;0
4899;2024-02-21 01:00:00;0.049720454;0;0.01240162;0
4900;2024-02-21 01:15:00;0.051133948;0;0.0126068;0
4901;2024-02-21 01:30:00;0.057786719;0;0.013615083;0
4902;2024-02-21 01:45:00;0.057569032;0;0.014419469;0
4903;2024-02-21 02:00:00;0.057837905;0;0.014425867;0
4904;2024-02-21 02:15:00;0.057680488;0;0.014439799;0
4905;2024-02-21 02:30:00;0.058117305;0;0.014474724;0
4906;2024-02-21 02:45:00;0.057303952;0;0.014427657;0
4907;2024-02-21 03:00:00;0.056610646;0;0.014239325;0
4908;2024-02-21 03:15:00;0.056662093;0;0.014159092;0
4909;2024-02-21 03:30:00;0.056716956;0;0.014172381;0
4910;2024-02-21 03:45:00;0.056371391;0;0.014136043;0
4911;2024-02-21 04:00:00;0.056197173;0;0.014071071;0
4912;2024-02-21 04:15:00;0.056797698;0;0.014124359;0
4913;2024-02-21 04:30:00;0.057248866;0;0.014255821;0
4914;2024-02-21 04:45:00;0.056854063;0;0.014262866;0
4915;2024-02-21 05:00:00;0.056793647;0;0.014205964;0
4916;2024-02-21 05:15:00;0.057092704;0;0.014235794;0
4917;2024-02-21 05:30:00;0.05633422;0;0.014178366;0
4918;2024-02-21 05:45:00;0.055630852;0;0.013995634;0
4919;2024-02-21 06:00:00;0.055299994;0;0.013866356;0
4920;2024-02-21 06:15:00;0.055376275;0;0.013834534;0
4921;2024-02-21 06:30:00;0.055484468;0;0.013857593;0
4922;2024-02-21 06:45:00;0.005721814;0;0.007650785;0
4923;2024-02-21 07:00:00;-0.512082693;0;-0.00069942;0
4924;2024-02-21 07:15:00;-3.876849887;0;-0.548616573;0
4925;2024-02-21 07:30:00;-3.751850648;0;-0.953587567;0
4926;2024-02-21 07:45:00;-5.273333855;0;-1.128148063;0
4927;2024-02-21 08:00:00;-10.45264994;0;-1.965747975;0
4928;2024-02-21 08:15:00;-11.72320406;0;-2.77198175;0
4929;2024-02-21 08:30:00;-5.645112429;0;-2.171039561;0
4930;2024-02-21 08:45:00;-13.28460525;0;-2.36621471;0
4931;2024-02-21 09:00:00;-12.2755836;0;-3.195023607;0
4932;2024-02-21 09:15:00;-12.40499697;0;-3.085072571;0
4933;2024-02-21 09:30:00;-14.75936072;0;-3.395544711;0
4934;2024-02-21 09:45:00;-33.76529988;0;-6.065582575;0
4935;2024-02-21 10:00:00;-38.70281359;0;-9.058514184;0
4936;2024-02-21 10:15:00;-29.27828958;0;-8.497637896;0
4937;2024-02-21 10:30:00;-13.78460656;0;-5.382862017;0
4938;2024-02-21 10:45:00;-15.27439067;0;-3.632374654;0
4939;2024-02-21 11:00:00;-16.09339311;0;-3.920972973;0
4940;2024-02-21 11:15:00;-19.1012953;0;-4.399336052;0
4941;2024-02-21 11:30:00;-20.82087952;0;-4.990271852;0
4942;2024-02-21 11:45:00;-17.38871981;0;-4.776199915;0
4943;2024-02-21 12:00:00;-19.04207276;0;-4.55384907;0
4944;2024-02-21 12:15:00;-24.38089231;0;-5.427870634;0
4945;2024-02-21 12:30:00;-34.2135396;0;-7.324303989;0
4946;2024-02-21 12:45:00;-21.5740392;0;-6.97344735;0
4947;2024-02-21 13:00:00;-18.29353409;0;-4.983446661;0
4948;2024-02-21 13:15:00;-15.63659929;0;-4.241266672;0
4949;2024-02-21 13:30:00;-14.44367233;0;-3.760033952;0
4950;2024-02-21 13:45:00;-20.21842455;0;-4.33276211;0
4951;2024-02-21 14:00:00;-20.58582417;0;-5.100531091;0
4952;2024-02-21 14:15:00;-16.58515139;0;-4.646371946;0
4953;2024-02-21 14:30:00;-10.2005568;0;-3.348213525;0
4954;2024-02-21 14:45:00;-13.28898827;0;-2.936193135;0
4955;2024-02-21 15:00:00;-16.68410807;0;-3.746637043;0
4956;2024-02-21 15:15:00;-8.997931719;0;-3.210254974;0
4957;2024-02-21 15:30:00;-3.525267824;0;-1.565399943;0
4958;2024-02-21 15:45:00;-2.431394422;0;-0.744582781;0
4959;2024-02-21 16:00:00;-2.238100001;0;-0.583686803;0
4960;2024-02-21 16:15:00;-0.766219531;0;-0.375539941;0
4961;2024-02-21 16:30:00;-0.026998237;0;-0.099152221;0
4962;2024-02-21 16:45:00;-0.003519033;0;-0.003814659;0
4963;2024-02-21 17:00:00;-0.041855163;0;-0.005671774;0
4964;2024-02-21 17:15:00;0.057261883;0;0.000813244;0
4965;2024-02-21 17:30:00;0.057369224;0;0.014328888;0
4966;2024-02-21 17:45:00;0.057102868;0;0.014309012;0
4967;2024-02-21 18:00:00;0.056445226;0;0.014193512;0
4968;2024-02-21 18:15:00;0.056346068;0;0.014098912;0
4969;2024-02-21 18:30:00;0.056596779;0;0.014117856;0
4970;2024-02-21 18:45:00;0.057035444;0;0.014204028;0
4971;2024-02-21 19:00:00;0.056961895;0;0.014249667;0
4972;2024-02-21 19:15:00;0.057662024;0;0.01432799;0
4973;2024-02-21 19:30:00;0.057824714;0;0.014435842;0
4974;2024-02-21 19:45:00;0.057004161;0;0.014353609;0
4975;2024-02-21 20:00:00;0.057522516;0;0.014315835;0
4976;2024-02-21 20:15:00;0.05819067;0;0.014464148;0
4977;2024-02-21 20:30:00;0.05838188;0;0.014571569;0
4978;2024-02-21 20:45:00;0.057139497;0;0.014440172;0
4979;2024-02-21 21:00:00;0.057083325;0;0.014277853;0
4980;2024-02-21 21:15:00;0.057166061;0;0.014281173;0
4981;2024-02-21 21:30:00;0.057301076;0;0.014308392;0
4982;2024-02-21 21:45:00;0.056939437;0;0.014280064;0
4983;2024-02-21 22:00:00;0.057302192;0;0.014280204;0
4984;2024-02-21 22:15:00;0.056384334;0;0.014210816;0
4985;2024-02-21 22:30:00;0.055932629;0;0.01403962;0
4986;2024-02-21 22:45:00;0.055802127;0;0.013966845;0
4987;2024-02-21 23:00:00;0.056027687;0;0.013978727;0
4988;2024-02-21 23:15:00;0.05702167;0;0.01413117;0
4989;2024-02-21 23:30:00;0.056568807;0;0.01419881;0
4990;2024-02-21 23:45:00;0.057245254;0;0.014226758;0
4991;2024-02-22 00:00:00;0.057355373;0;0.014325078;0
4992;2024-02-22 00:15:00;0.057426149;0;0.01434769;0
4993;2024-02-22 00:30:00;0.05719747;0;0.014327952;0
4994;2024-02-22 00:45:00;0.057249239;0;0.014305839;0
4995;2024-02-22 01:00:00;0.057312309;0;0.014320194;0
4996;2024-02-22 01:15:00;0.057250399;0;0.014320339;0
4997;2024-02-22 01:30:00;0.057539342;0;0.014348718;0
4998;2024-02-22 01:45:00;0.056847374;0;0.014298339;0
4999;2024-02-22 02:00:00;0.057177238;0;0.014253076;0
5000;2024-02-22 02:15:00;0.057897188;0;0.014384303;0
5001;2024-02-22 02:30:00;0.057278191;0;0.014396922;0
5002;2024-02-22 02:45:00;0.057681295;0;0.014369936;0
5003;2024-02-22 03:00:00;0.057357142;0;0.014379805;0
5004;2024-02-22 03:15:00;0.056910125;0;0.014283408;0
5005;2024-02-22 03:30:00;0.056706943;0;0.014202134;0
5006;2024-02-22 03:45:00;0.055957735;0;0.014083085;0
5007;2024-02-22 04:00:00;0.056953147;0;0.01411386;0
5008;2024-02-22 04:15:00;0.057062597;0;0.014251968;0
5009;2024-02-22 04:30:00;0.05785329;0;0.014364486;0
5010;2024-02-22 04:45:00;0.057286667;0;0.014392495;0
5011;2024-02-22 05:00:00;0.057102107;0;0.014298597;0
5012;2024-02-22 05:15:00;0.056144599;0;0.014155838;0
5013;2024-02-22 05:30:00;0.055779479;0;0.01399051;0
5014;2024-02-22 05:45:00;0.055231027;0;0.013876313;0
5015;2024-02-22 06:00:00;0.054936958;0;0.013770998;0
5016;2024-02-22 06:15:00;0.054283646;0;0.013652576;0
5017;2024-02-22 06:30:00;0.056131138;0;0.013801848;0
5018;2024-02-22 06:45:00;0.05774405;0;0.014234398;0
5019;2024-02-22 07:00:00;-0.321906194;0;-0.005022317;0
5020;2024-02-22 07:15:00;-2.311519719;0;-0.329178239;0
5021;2024-02-22 07:30:00;-4.230166146;0;-0.817710733;0
5022;2024-02-22 07:45:00;-4.010728273;0;-1.030111802;0
5023;2024-02-22 08:00:00;-5.777841439;0;-1.223571214;0
5024;2024-02-22 08:15:00;-9.047516903;0;-1.853169793;0
5025;2024-02-22 08:30:00;-11.592346;0;-2.579982863;0
5026;2024-02-22 08:45:00;-16.80372108;0;-3.549508385;0
5027;2024-02-22 09:00:00;-20.84072829;0;-4.705556171;0
5028;2024-02-22 09:15:00;-40.19847586;0;-7.629900518;0
5029;2024-02-22 09:30:00;-28.63963393;0;-8.604763723;0
5030;2024-02-22 09:45:00;-34.1956596;0;-7.85441169;0
5031;2024-02-22 10:00:00;-75.98219728;0;-13.77223211;0
5032;2024-02-22 10:15:00;-87.32308515;0;-20.4131603;0
5033;2024-02-22 10:30:00;-98.07431831;0;-23.17467543;0
5034;2024-02-22 10:45:00;-83.22570712;0;-22.66250318;0
5035;2024-02-22 11:00:00;-82.43061531;0;-20.7070403;0
5036;2024-02-22 11:15:00;-59.28626205;0;-17.71460967;0
5037;2024-02-22 11:30:00;-100.945895;0;-20.02901963;0
5038;2024-02-22 11:45:00;-91.50822768;0;-24.05676534;0
5039;2024-02-22 12:00:00;-129.4855703;0;-27.62422474;0
5040;2024-02-22 12:15:00;-85.17996303;0;-26.83319166;0
5041;2024-02-22 12:30:00;-55.41613405;0;-17.57451214;0
5042;2024-02-22 12:45:00;-114.2588063;0;-21.20936754;0
5043;2024-02-22 13:00:00;-101.8254112;0;-27.01052718;0
5044;2024-02-22 13:15:00;-76.3151438;0;-22.26756937;0
5045;2024-02-22 13:30:00;-71.99112359;0;-18.53828342;0
5046;2024-02-22 13:45:00;-91.53467427;0;-20.44072473;0
5047;2024-02-22 14:00:00;-29.5558548;0;-15.13631613;0
5048;2024-02-22 14:15:00;-33.32796821;0;-7.860477876;0
5049;2024-02-22 14:30:00;-21.42689666;0;-6.844358109;0
5050;2024-02-22 14:45:00;-16.83612234;0;-4.782877376;0
5051;2024-02-22 15:00:00;-16.26463741;0;-4.137594969;0
5052;2024-02-22 15:15:00;-10.13093881;0;-3.299447027;0
5053;2024-02-22 15:30:00;-9.184731091;0;-2.414458737;0
5054;2024-02-22 15:45:00;-4.905807428;0;-1.761317315;0
5055;2024-02-22 16:00:00;-2.74286897;0;-0.95608455;0
5056;2024-02-22 16:15:00;-1.215072257;0;-0.494742653;0
5057;2024-02-22 16:30:00;-0.344333871;0;-0.194925766;0
5058;2024-02-22 16:45:00;0.010386317;0;-0.040521183;0
5059;2024-02-22 17:00:00;0.044963591;0;0.006918738;0
5060;2024-02-22 17:15:00;0.045611247;0;0.011321855;0
5061;2024-02-22 17:30:00;0.046134088;0;0.011468167;0
5062;2024-02-22 17:45:00;0.046103504;0;0.011529699;0
5063;2024-02-22 18:00:00;0.044705695;0;0.01135115;0
5064;2024-02-22 18:15:00;0.045177047;0;0.011235343;0
5065;2024-02-22 18:30:00;0.044964366;0;0.011267677;0
5066;2024-02-22 18:45:00;0.044983669;0;0.011243504;0
5067;2024-02-22 19:00:00;0.044981322;0;0.011245624;0
5068;2024-02-22 19:15:00;0.045705694;0;0.011335877;0
5069;2024-02-22 19:30:00;0.046386549;0;0.01151153;0
5070;2024-02-22 19:45:00;0.045130609;0;0.011439645;0
5071;2024-02-22 20:00:00;0.046824083;0;0.011494337;0
5072;2024-02-22 20:15:00;0.045467262;0;0.011536418;0
5073;2024-02-22 20:30:00;0.046865098;0;0.011541545;0
