nv;Datetime;bystar1_P;bystar1_Q;bystar1_Ep;bystar1_Eq
0;2024-01-01 00:15:00;0;0.013053595;0;0
1;2024-01-01 00:30:00;0;0.012908802;5.88496E-07;0.0032453
2;2024-01-01 00:45:00;0;0.013036127;2.57195E-06;0.003243116
3;2024-01-01 01:00:00;0;0.013185898;6.2773E-06;0.003277753
4;2024-01-01 01:15:00;0;0.013161338;1.20315E-05;0.003293405
5;2024-01-01 01:30:00;0;0.013311827;0;0.003309146
6;2024-01-01 01:45:00;0;0.012983752;0;0.003286947
7;2024-01-01 02:00:00;0;0.0133397;0;0.003290432
8;2024-01-01 02:15:00;0;0.012892808;0;0.003279064
9;2024-01-01 02:30:00;0;-0.084903438;0;-0.001186675
10;2024-01-01 02:45:00;0;0.01310789;0;-0.007774215
11;2024-01-01 03:00:00;0;0.013687743;0;0.003349454
12;2024-01-01 03:15:00;0;0.012979279;0;0.003333378
13;2024-01-01 03:30:00;0;0.013129538;0;0.003263602
14;2024-01-01 03:45:00;0;0.013062577;0;0.003274014
15;2024-01-01 04:00:00;0;0.013141036;0;0.003275452
16;2024-01-01 04:15:00;0;0.012757196;0;0.003237279
17;2024-01-01 04:30:00;0;0.012836428;0;0.003199203
18;2024-01-01 04:45:00;0;0.013001869;0;0.003229787
19;2024-01-01 05:00:00;0;0.013406579;0;0.003301056
20;2024-01-01 05:15:00;0;0.012897157;0;0.003287967
21;2024-01-01 05:30:00;0;0.013081109;0;0.003247283
22;2024-01-01 05:45:00;0;0.013041944;0;0.003265382
23;2024-01-01 06:00:00;0;0.01328805;0;0.003291249
24;2024-01-01 06:15:00;0;0.01245749;0;0.003218192
25;2024-01-01 06:30:00;0;0.012883168;0;0.003167582
26;2024-01-01 06:45:00;0;0.012953158;0;0.003229541
27;2024-01-01 07:00:00;0;0.012741676;0;0.003211854
28;2024-01-01 07:15:00;0;0.012983278;0;0.003215619
29;2024-01-01 07:30:00;0;0.013139521;0;0.00326535
30;2024-01-01 07:45:00;0;0.013250573;0;0.003298762
31;2024-01-01 08:00:00;0;0.013130629;0;0.00329765
32;2024-01-01 08:15:00;0;0.012914048;0;0.003255585
33;2024-01-01 08:30:00;0;0.013281408;0;0.003274432
34;2024-01-01 08:45:00;0;0.013225322;0;0.003313341
35;2024-01-01 09:00:00;0;0.013222433;0;0.003305969
36;2024-01-01 09:15:00;0;0.012899146;0;0.003265197
37;2024-01-01 09:30:00;0;0.013139971;0;0.00325489
38;2024-01-01 09:45:00;0;0.013322246;0;0.003307777
39;2024-01-01 10:00:00;0;0.013218686;0;0.003317617
40;2024-01-01 10:15:00;0;0.012375296;0;0.003199248
41;2024-01-01 10:30:00;0;0.013021001;0;0.003174537
42;2024-01-01 10:45:00;0;0.012961472;0;0.003247809
43;2024-01-01 11:00:00;0;0.013234411;0;0.003274485
44;2024-01-01 11:15:00;0;0.013315541;0;0.003318744
45;2024-01-01 11:30:00;0;0.012815728;0;0.003266409
46;2024-01-01 11:45:00;0;0.012947586;0;0.003220414
47;2024-01-01 12:00:00;0;0.013539307;0;0.003310862
48;2024-01-01 12:15:00;0;0.012674454;0;0.00327672
49;2024-01-01 12:30:00;0;0.013234852;0;0.003238663
50;2024-01-01 12:45:00;0;0.01314768;0;0.003297817
51;2024-01-01 13:00:00;0;0.013056518;0;0.003275525
52;2024-01-01 13:15:00;0;0.012724817;0;0.003222667
53;2024-01-01 13:30:00;0;0.013323638;0;0.003256057
54;2024-01-01 13:45:00;0;0.013132587;0;0.003307028
55;2024-01-01 14:00:00;0;0.013097035;0;0.003278703
56;2024-01-01 14:15:00;0;0.012957342;0;0.003256797
57;2024-01-01 14:30:00;0;0.013325179;0;0.003285315
58;2024-01-01 14:45:00;0;0.013250252;0;0.003321929
59;2024-01-01 15:00:00;0;0.012579575;0;0.003228728
60;2024-01-01 15:15:00;0;0.013145321;0;0.003215612
61;2024-01-01 15:30:00;0;0.01285001;0;0.003249416
62;2024-01-01 15:45:00;0;0.012958247;0;0.003226032
63;2024-01-01 16:00:00;0;0.0128173;0;0.003221943
64;2024-01-01 16:15:00;0;0.012977505;0;0.003224351
65;2024-01-01 16:30:00;0;0.012810344;0;0.003223481
66;2024-01-01 16:45:00;0;0.013049162;0;0.003232438
67;2024-01-01 17:00:00;0;0.013064329;0;0.003264186
68;2024-01-01 17:15:00;0;0.013232357;0;0.003287086
69;2024-01-01 17:30:00;0;0.012964468;0;0.003274603
70;2024-01-01 17:45:00;0;0.013074441;0;0.003254864
71;2024-01-01 18:00:00;0;0.012456802;0;0.003191405
72;2024-01-01 18:15:00;0;0.012769028;0;0.003153229
73;2024-01-01 18:30:00;0;0.012651727;0;0.003177594
74;2024-01-01 18:45:00;0;-0.083075716;0;-0.00116344
75;2024-01-01 19:00:00;0;0.013080768;0;-0.007559137
76;2024-01-01 19:15:00;0;0.012832651;0;0.003239177
77;2024-01-01 19:30:00;0;0.01289524;0;0.003215986
78;2024-01-01 19:45:00;0;0.012884887;0;0.003222516
79;2024-01-01 20:00:00;0;0.013139891;0;0.003253097
80;2024-01-01 20:15:00;0;0.012734121;0;0.003234251
81;2024-01-01 20:30:00;0;0.013250638;0;0.003248095
82;2024-01-01 20:45:00;0;0.012655142;0;0.003238222
83;2024-01-01 21:00:00;0;0.013000479;0;0.003206953
84;2024-01-01 21:15:00;0;0.012774094;0;0.003221822
85;2024-01-01 21:30:00;0;0.01290331;0;0.003209675
86;2024-01-01 21:45:00;0;0.012958624;0;0.003232742
87;2024-01-01 22:00:00;0;0.013007868;0;0.003245811
88;2024-01-01 22:15:00;0;0.013064915;0;0.003259098
89;2024-01-01 22:30:00;0;0.013228573;0;0.003286686
90;2024-01-01 22:45:00;0;0.013086914;0;0.003289436
91;2024-01-01 23:00:00;0;0.013135906;0;0.003277852
92;2024-01-01 23:15:00;0;0.01325416;0;0.003298758
93;2024-01-01 23:30:00;0;0.01310498;0;0.003294893
94;2024-01-01 23:45:00;0;0.013137232;0;0.003280277
95;2024-01-02 00:00:00;0;0.013512323;0;0.003331194
96;2024-01-02 00:15:00;0;0.013305074;0;0.003352175
97;2024-01-02 00:30:00;0;0.013225095;0;0.003316271
98;2024-01-02 00:45:00;0;0.013130455;0;0.003294444
99;2024-01-02 01:00:00;0;0.013393254;0;0.003315464
100;2024-01-02 01:15:00;0;0.013281544;0;0.00333435
101;2024-01-02 01:30:00;0;0.013010718;0;0.003286533
102;2024-01-02 01:45:00;0;0.013332693;0;0.003292926
103;2024-01-02 02:00:00;0;0.013079412;0;0.003301513
104;2024-01-02 02:15:00;0;0.012987943;0;0.003258419
105;2024-01-02 02:30:00;0;0.01324797;0;0.003279489
106;2024-01-02 02:45:00;0;0.013216137;0;0.003308013
107;2024-01-02 03:00:00;0;0.012799689;0;0.003251978
108;2024-01-02 03:15:00;0;0.012909416;0;0.003213638
109;2024-01-02 03:30:00;0;0.0129068;0;0.003227027
110;2024-01-02 03:45:00;0;0.013106132;0;0.003251616
111;2024-01-02 04:00:00;0;0.012931668;0;0.003254725
112;2024-01-02 04:15:00;0;0.012968376;0;0.003237505
113;2024-01-02 04:30:00;0;0.013155381;0;0.00326547
114;2024-01-02 04:45:00;0;0.012837623;0;0.003249126
115;2024-01-02 05:00:00;0;0.012921199;0;0.003219853
116;2024-01-02 05:15:00;0;0.013120496;0;0.003255212
117;2024-01-02 05:30:00;0;0.012867694;0;0.003248524
118;2024-01-02 05:45:00;0;0.012651897;0;0.003189949
119;2024-01-02 06:00:00;0.027112594;-0.158429448;0;-0.001347577
120;2024-01-02 06:15:00;0.787684564;-2.427724905;0.101849645;-0.323269294
121;2024-01-02 06:30:00;0.79761353;-2.386619498;0.198162262;-0.60179305
122;2024-01-02 06:45:00;5.896092043;-2.039466595;0.836713197;-0.553260762
123;2024-01-02 07:00:00;6.836686175;-1.326152458;1.591597277;-0.420702382
124;2024-01-02 07:15:00;6.88407707;-1.298385732;1.715095406;-0.328067274
125;2024-01-02 07:30:00;4.938320949;-1.664334914;1.477799752;-0.370340081
126;2024-01-02 07:45:00;7.302036873;-1.534063516;1.530044728;-0.399799804
127;2024-01-02 08:00:00;0.798912525;-2.309722492;1.012618675;-0.480473251
128;2024-01-02 08:15:00;6.298659123;-0.4558575;0.887196456;-0.345697499
129;2024-01-02 08:30:00;12.31598843;-0.070092525;2.326830945;-0.065743753
130;2024-01-02 08:45:00;3.911781092;-1.9036057;2.028471191;-0.246712278
131;2024-01-02 09:00:00;0.803719649;-2.361956704;0.589437593;-0.5331953
132;2024-01-02 09:15:00;3.927512809;-1.975566505;0.591404057;-0.542190401
133;2024-01-02 09:30:00;1.67640972;-2.138148079;0.700490316;-0.514214323
134;2024-01-02 09:45:00;6.290900775;-1.47456729;0.995913812;-0.451589421
135;2024-01-02 10:00:00;5.234704768;-1.08264121;1.440700693;-0.319651062
136;2024-01-02 10:15:00;7.478580881;-0.972068967;1.589160706;-0.256838772
137;2024-01-02 10:30:00;6.556912708;-1.625104431;1.754436699;-0.324646675
138;2024-01-02 10:45:00;3.974598467;-1.208462439;1.316438897;-0.354195859
139;2024-01-02 11:00:00;7.551009995;-1.142599752;1.440701058;-0.293882774
140;2024-01-02 11:15:00;11.26523275;-0.616437901;2.352030343;-0.219879707
141;2024-01-02 11:30:00;11.21586022;-0.619572226;2.810136621;-0.154501266
142;2024-01-02 11:45:00;11.15179866;-0.514013577;2.795957359;-0.141698225
143;2024-01-02 12:00:00;12.07916005;-0.526154605;2.903869838;-0.130021023
144;2024-01-02 12:15:00;11.21162463;-1.275738559;2.911348084;-0.225236645
145;2024-01-02 12:30:00;2.946586008;-2.703148827;1.769776329;-0.497360923
146;2024-01-02 12:45:00;3.648621143;-1.478343946;0.824400894;-0.522686597
147;2024-01-02 13:00:00;1.979004136;-1.498523801;0.70345316;-0.372108468
148;2024-01-02 13:15:00;6.19853524;-1.597404083;1.022192422;-0.386990985
149;2024-01-02 13:30:00;10.56468644;-2.546285435;2.09540271;-0.51796119
150;2024-01-02 13:45:00;11.4047699;-1.756846194;2.746182042;-0.537891454
151;2024-01-02 14:00:00;11.25444259;-1.838818386;2.832401561;-0.449458073
152;2024-01-02 14:15:00;11.29877206;-1.349079875;2.819151831;-0.398487283
153;2024-01-02 14:30:00;11.29038377;-2.600083255;2.823644479;-0.493645391
154;2024-01-02 14:45:00;9.934839204;-3.338194638;2.653152872;-0.742284737
155;2024-01-02 15:00:00;11.27601622;-5.488698035;2.651356928;-1.103361584
156;2024-01-02 15:15:00;8.300760508;-3.39504757;2.447097091;-1.110468201
157;2024-01-02 15:30:00;0.843715034;-2.452060381;1.143059443;-0.730888494
158;2024-01-02 15:45:00;8.016431651;-0.253105822;1.107518336;-0.338145775
159;2024-01-02 16:00:00;13.34436036;-0.157653547;2.670099002;-0.051344921
160;2024-01-02 16:15:00;13.26444865;-0.187481856;3.326101127;-0.043141925
161;2024-01-02 16:30:00;14.42873099;-0.72792297;3.461647455;-0.114425603
162;2024-01-02 16:45:00;7.408643206;-0.817171933;2.729671775;-0.193136863
163;2024-01-02 17:00:00;10.05879988;-0.6056716;2.183430386;-0.177855442
164;2024-01-02 17:15:00;9.600475548;-0.452719753;2.457409429;-0.132298919
165;2024-01-02 17:30:00;13.76316929;-0.364322028;2.920455605;-0.102130223
166;2024-01-02 17:45:00;8.911537899;-0.422387;2.834338399;-0.098338629
167;2024-01-02 18:00:00;11.79303503;-0.439186852;2.588071616;-0.107696732
168;2024-01-02 18:15:00;12.20021493;-2.168437561;2.999156245;-0.325953052
169;2024-01-02 18:30:00;7.14889097;-3.267219394;2.418638238;-0.679457119
170;2024-01-02 18:45:00;14.13270673;-1.178558814;2.660199713;-0.555722276
171;2024-01-02 19:00:00;6.253093305;-1.08792368;2.548225005;-0.283310312
172;2024-01-02 19:15:00;6.890430937;-2.506118248;1.64294053;-0.449255241
173;2024-01-02 19:30:00;7.850282908;-2.395982514;1.842589231;-0.612762595
174;2024-01-02 19:45:00;4.153953679;-3.216579854;1.500529573;-0.701570296
175;2024-01-02 20:00:00;5.709415383;-5.094912737;1.232921133;-1.038936574
176;2024-01-02 20:15:00;8.953918275;-6.445371138;1.832916707;-1.442535484
177;2024-01-02 20:30:00;10.24292037;-7.006044849;2.39960483;-1.681426998
178;2024-01-02 20:45:00;7.399601022;-5.579498519;2.205315173;-1.573192921
179;2024-01-02 21:00:00;9.420113665;-6.536755531;2.102464336;-1.514531756
180;2024-01-02 21:15:00;8.916814236;-6.33800634;2.292115988;-1.609345234
181;2024-01-02 21:30:00;10.06265132;-6.883961024;2.372433194;-1.652745921
182;2024-01-02 21:45:00;5.747113175;-4.968261095;1.976220562;-1.481527765
183;2024-01-02 22:00:00;9.303277112;-6.754931241;1.881298786;-1.465399042
184;2024-01-02 22:15:00;5.854386483;-5.026451575;1.894707949;-1.472672852
185;2024-01-02 22:30:00;5.932119374;-5.074697621;1.473313232;-1.26264365
186;2024-01-02 22:45:00;7.012876763;-5.677229656;1.618124517;-1.34399091
187;2024-01-02 23:00:00;7.892033431;-6.160066515;1.863113774;-1.479662021
188;2024-01-02 23:15:00;1.050539872;-2.526032981;1.117821663;-1.085762437
189;2024-01-02 23:30:00;0.840893506;-2.511126944;0.236429172;-0.629644991
190;2024-01-02 23:45:00;0.838226494;-2.507194364;0.20989;-0.627290163
191;2024-01-03 00:00:00;1.353938975;-2.122936021;0.274020684;-0.578766298
192;2024-01-03 00:15:00;5.860334601;-0.715670582;0.901784197;-0.354825825
193;2024-01-03 00:30:00;5.863710317;-0.748927049;1.465505615;-0.183074704
194;2024-01-03 00:45:00;8.232873577;-0.065831023;1.762072987;-0.101844759
195;2024-01-03 01:00:00;16.75426889;0.143295346;3.123392808;0.00304813
196;2024-01-03 01:15:00;16.23264367;0.174745238;4.12336407;0.039755073
197;2024-01-03 01:30:00;15.62051033;0.117844264;3.981644251;0.036573688
198;2024-01-03 01:45:00;10.83659994;-0.097317953;3.307138784;0.001405282
199;2024-01-03 02:00:00;0.952224079;-2.542810486;1.473603003;-0.330016055
200;2024-01-03 02:15:00;0.954214507;-2.542853481;0.238304823;-0.635707996
201;2024-01-03 02:30:00;0.953580489;-2.536391258;0.238474374;-0.634905592
202;2024-01-03 02:45:00;0.954029788;-2.531005918;0.238451285;-0.633424647
203;2024-01-03 03:00:00;0.954920789;-2.545892648;0.238618822;-0.634612321
204;2024-01-03 03:15:00;0.959782568;-2.561300232;0.23933792;-0.63839911
205;2024-01-03 03:30:00;1.002104596;-2.532510716;0.245235896;-0.636726369
206;2024-01-03 03:45:00;4.764300042;-3.840358467;0.72080058;-0.796608648
207;2024-01-03 04:00:00;0.879096781;-2.490899582;0.705424603;-0.791407256
208;2024-01-03 04:15:00;6.440277152;-1.118731229;0.914921742;-0.451203851
209;2024-01-03 04:30:00;8.71071377;-1.146779309;1.893873865;-0.283188817
210;2024-01-03 04:45:00;4.477490336;-0.80592005;1.648525513;-0.24408742
211;2024-01-03 05:00:00;6.39584173;-0.633530641;1.359166508;-0.179931336
212;2024-01-03 05:15:00;3.226752469;-1.556306215;1.202824275;-0.273729607
213;2024-01-03 05:30:00;3.796017938;-1.413832027;0.877846301;-0.37126728
214;2024-01-03 05:45:00;3.634032278;-1.40143603;0.928756277;-0.351908507
215;2024-01-03 06:00:00;2.326478638;-2.783093633;0.745063865;-0.523066208
216;2024-01-03 06:15:00;2.46826603;-2.720166574;0.599343083;-0.687907526
217;2024-01-03 06:30:00;2.234819186;-2.840772688;0.587885652;-0.695117408
218;2024-01-03 06:45:00;1.945269858;-2.751375314;0.522511131;-0.6990185
219;2024-01-03 07:00:00;2.026321748;-2.943026693;0.496448951;-0.711800251
220;2024-01-03 07:15:00;1.880771364;-1.987808667;0.488386639;-0.61635442
221;2024-01-03 07:30:00;3.284725522;-1.154764534;0.645687111;-0.39282165
222;2024-01-03 07:45:00;7.20817998;-0.640419983;1.311613188;-0.224398065
223;2024-01-03 08:00:00;0.850108412;-2.251052302;1.007286049;-0.361434036
224;2024-01-03 08:15:00;0.802106607;-2.292544357;0.206526877;-0.567949582
225;2024-01-03 08:30:00;4.764141813;-0.668304353;0.695781053;-0.370106089
226;2024-01-03 08:45:00;1.94420244;-2.220764629;0.838543032;-0.361133623
227;2024-01-03 09:00:00;4.667438948;-0.901571658;0.826455174;-0.390292036
228;2024-01-03 09:15:00;7.286942373;-0.67811262;1.494297665;-0.197460535
229;2024-01-03 09:30:00;10.21554562;-2.62144866;2.187810999;-0.41244516
230;2024-01-03 09:45:00;10.29633113;-1.595360094;2.563984594;-0.527101094
231;2024-01-03 10:00:00;11.47858352;-4.627779405;2.721864331;-0.777892437
232;2024-01-03 10:15:00;9.340332632;-4.809693002;2.602364519;-1.179684051
233;2024-01-03 10:30:00;0.834011435;-2.313125626;1.271793008;-0.890352329
234;2024-01-03 10:45:00;0.8267413;-2.318264691;0.207594092;-0.57892379
235;2024-01-03 11:00:00;0.827688944;-2.324919515;0.206803781;-0.580398026
236;2024-01-03 11:15:00;5.121827178;-3.207725708;0.743689515;-0.691580653
237;2024-01-03 11:30:00;0.655096224;-2.218718851;0.722115425;-0.67830557
238;2024-01-03 11:45:00;4.239602589;-2.701797746;0.611837352;-0.615064575
239;2024-01-03 12:00:00;9.449848597;-0.679964348;1.711181398;-0.422720262
240;2024-01-03 12:15:00;9.217296959;-0.731053894;2.333393194;-0.17637728
241;2024-01-03 12:30:00;9.356432935;-1.358730291;2.321716237;-0.261223023
242;2024-01-03 12:45:00;9.187718999;-2.867544498;2.318018992;-0.528284349
243;2024-01-03 13:00:00;6.553032487;-1.779668682;1.967593936;-0.580901648
244;2024-01-03 13:15:00;9.590169161;-0.00978391;2.017900206;-0.223681574
245;2024-01-03 13:30:00;14.51481117;0;3.013122542;-0.001222989
246;2024-01-03 13:45:00;12.19168242;0;3.338311699;0
247;2024-01-03 14:00:00;9.069846166;0;2.657691073;0
248;2024-01-03 14:15:00;15.37677939;0;3.055828194;0
249;2024-01-03 14:30:00;15.35459565;0;3.84142188;0
250;2024-01-03 14:45:00;13.06684234;0;3.552679748;0
251;2024-01-03 15:00:00;5.969361432;0;2.379525471;0
252;2024-01-03 15:15:00;6.123888853;0;1.511656286;0
253;2024-01-03 15:30:00;5.17069202;0;1.411822609;0
254;2024-01-03 15:45:00;8.705587932;0;1.734534994;0
255;2024-01-03 16:00:00;12.33171375;0;2.629662711;0
256;2024-01-03 16:15:00;10.72801117;0;2.882465616;0
257;2024-01-03 16:30:00;2.290315407;0;1.627290823;0
258;2024-01-03 16:45:00;14.37711385;0;2.083428657;0
259;2024-01-03 17:00:00;15.25535772;0;3.704058946;0
260;2024-01-03 17:15:00;9.092601813;0;3.043494941;0
261;2024-01-03 17:30:00;20.36214053;0;3.681842793;0
262;2024-01-03 17:45:00;8.130435954;0;3.56157206;0
263;2024-01-03 18:00:00;10.03161341;0;2.27025617;0
264;2024-01-03 18:15:00;4.881238449;0;1.864106482;0
265;2024-01-03 18:30:00;5.835799188;0;1.339629705;0
266;2024-01-03 18:45:00;15.18043311;0;2.627029038;0
267;2024-01-03 19:00:00;11.74719552;0;3.36595358;0
268;2024-01-03 19:15:00;15.06375245;0;3.351368497;0
269;2024-01-03 19:30:00;14.28715058;0;3.66886288;0
270;2024-01-03 19:45:00;7.818319754;0;2.763183792;0
271;2024-01-03 20:00:00;12.76418645;0;2.572813275;0
272;2024-01-03 20:15:00;6.896319935;0;2.457563298;0
273;2024-01-03 20:30:00;4.883083178;0;1.472425389;0
274;2024-01-03 20:45:00;10.25958685;0;1.892833753;0
275;2024-01-03 21:00:00;9.354160811;0;2.451718457;0
276;2024-01-03 21:15:00;17.34179095;0;3.33699397;0
277;2024-01-03 21:30:00;17.81506695;0;4.394607237;0
278;2024-01-03 21:45:00;14.67914558;0;4.061776566;0
279;2024-01-03 22:00:00;19.82636225;0;4.313188479;0
280;2024-01-03 22:15:00;19.8253281;0;4.956461293;0
281;2024-01-03 22:30:00;19.09337041;0;4.864837314;0
282;2024-01-03 22:45:00;13.83740254;0;4.116346619;0
283;2024-01-03 23:00:00;15.63740632;0;3.684351108;0
284;2024-01-03 23:15:00;17.89277633;0;4.191272831;0
285;2024-01-03 23:30:00;18.21318651;0;4.513245355;0
286;2024-01-03 23:45:00;19.35472916;0;4.695989459;0
287;2024-01-04 00:00:00;11.53133987;0;3.860758629;0
288;2024-01-04 00:15:00;5.293861336;0;2.103150151;0
289;2024-01-04 00:30:00;12.57549993;0;2.233670158;0
290;2024-01-04 00:45:00;13.62101611;0;3.274564506;0
291;2024-01-04 01:00:00;6.1715339;0;2.474068752;0
292;2024-01-04 01:15:00;6.184553181;0;1.544510885;0
293;2024-01-04 01:30:00;5.494085956;0;1.459829892;0
294;2024-01-04 01:45:00;18.96419449;0;3.057285055;0
295;2024-01-04 02:00:00;1.387795234;0;2.543998715;0
296;2024-01-04 02:15:00;1.445382505;0;0.354147217;0
297;2024-01-04 02:30:00;1.434701451;0;0.360010494;0
298;2024-01-04 02:45:00;10.26662052;0;1.462665247;0
299;2024-01-04 03:00:00;14.19158038;0;3.057275113;0
300;2024-01-04 03:15:00;11.58874878;0;3.222541146;0
301;2024-01-04 03:30:00;11.04200003;0;2.828843601;0
302;2024-01-04 03:45:00;11.45371425;0;2.811964284;0
303;2024-01-04 04:00:00;14.47906146;0;3.241596964;0
304;2024-01-04 04:15:00;20.05028237;0;4.31616798;0
305;2024-01-04 04:30:00;10.71718725;0;3.845933703;0
306;2024-01-04 04:45:00;7.437685416;0;2.269359083;0
307;2024-01-04 05:00:00;17.09397852;0;3.066457993;0
308;2024-01-04 05:15:00;6.395840354;0;2.93622736;0
309;2024-01-04 05:30:00;6.972567126;0;1.671050935;0
310;2024-01-04 05:45:00;10.44433454;0;2.177112708;0
311;2024-01-04 06:00:00;6.528049069;0;2.121547951;0
312;2024-01-04 06:15:00;5.365875639;0;1.486740589;0
313;2024-01-04 06:30:00;1.366561869;0;0.841554689;0
314;2024-01-04 06:45:00;1.171467277;0;0.317253643;0
315;2024-01-04 07:00:00;3.477688023;0;0.581144412;0
316;2024-01-04 07:15:00;7.402515943;0;1.360025496;0
317;2024-01-04 07:30:00;9.056409479;0;2.057365678;0
318;2024-01-04 07:45:00;1.389625938;0;1.305754427;0
319;2024-01-04 08:00:00;2.53894188;0;0.491070977;0
320;2024-01-04 08:15:00;2.877896496;0;0.677104797;0
321;2024-01-04 08:30:00;9.321764119;0;1.524957577;0
322;2024-01-04 08:45:00;1.396246545;0;1.339751333;0
323;2024-01-04 09:00:00;11.97604081;0;1.671535919;0
324;2024-01-04 09:15:00;15.69385857;0;3.458737422;0
325;2024-01-04 09:30:00;12.67944867;0;3.546663405;0
326;2024-01-04 09:45:00;9.260896225;0;2.742543113;0
327;2024-01-04 10:00:00;12.86463937;0;2.765691949;0
328;2024-01-04 10:15:00;16.89042218;0;3.719382694;0
329;2024-01-04 10:30:00;7.168907908;0;3.007416261;0
330;2024-01-04 10:45:00;15.79856652;0;2.870934303;0
331;2024-01-04 11:00:00;16.77306508;0;4.07145395;0
332;2024-01-04 11:15:00;17.30400517;0;4.259633782;0
333;2024-01-04 11:30:00;16.84287663;0;4.268360225;0
334;2024-01-04 11:45:00;11.27691861;0;3.514974406;0
335;2024-01-04 12:00:00;9.921244307;0;2.649770365;0
336;2024-01-04 12:15:00;8.217965664;0;2.267401246;0
337;2024-01-04 12:30:00;14.74293062;0;2.870112036;0
338;2024-01-04 12:45:00;13.12922337;0;3.484019249;0
339;2024-01-04 13:00:00;12.51974506;0;3.206121053;0
340;2024-01-04 13:15:00;8.547619702;0;2.633420595;0
341;2024-01-04 13:30:00;14.23811998;0;2.84821746;0
342;2024-01-04 13:45:00;11.1287022;0;3.170852772;0
343;2024-01-04 14:00:00;16.01204958;0;3.392593972;0
344;2024-01-04 14:15:00;10.5726313;0;3.32308511;0
345;2024-01-04 14:30:00;8.282869529;0;2.356937604;0
346;2024-01-04 14:45:00;5.611479675;0;1.736793651;0
347;2024-01-04 15:00:00;4.026925617;0;1.204800661;0
348;2024-01-04 15:15:00;4.193726957;0;1.027581572;0
349;2024-01-04 15:30:00;9.401306813;0;1.699379221;0
350;2024-01-04 15:45:00;18.14847881;0;3.443723202;0
351;2024-01-04 16:00:00;17.5341428;0;4.4603277;0
352;2024-01-04 16:15:00;5.451772691;0;2.873239436;0
353;2024-01-04 16:30:00;1.311452083;0;0.845403097;0
354;2024-01-04 16:45:00;1.292135365;0;0.325448431;0
355;2024-01-04 17:00:00;5.454182013;0;0.843289672;0
356;2024-01-04 17:15:00;5.132686962;0;1.323358622;0
357;2024-01-04 17:30:00;2.158267721;0;0.911369335;0
358;2024-01-04 17:45:00;7.285673153;0;1.180492609;0
359;2024-01-04 18:00:00;1.709198533;0;1.124358961;0
360;2024-01-04 18:15:00;13.31625671;0;1.878181906;0
361;2024-01-04 18:30:00;14.6911995;0;3.500932026;0
362;2024-01-04 18:45:00;14.79533084;0;3.685816293;0
363;2024-01-04 19:00:00;15.95149191;0;3.843352844;0
364;2024-01-04 19:15:00;12.39770856;0;3.543650059;0
365;2024-01-04 19:30:00;12.98259602;0;3.172538073;0
366;2024-01-04 19:45:00;16.77605297;0;3.719831124;0
367;2024-01-04 20:00:00;16.59493397;0;4.171373368;0
368;2024-01-04 20:15:00;16.63784396;0;4.154097241;0
369;2024-01-04 20:30:00;10.56043485;0;3.399784851;0
370;2024-01-04 20:45:00;5.453892852;0;2.001790963;0
371;2024-01-04 21:00:00;10.80604007;0;2.032491616;0
372;2024-01-04 21:15:00;23.12072997;0;4.240846255;0
373;2024-01-04 21:30:00;23.05276048;0;5.771686307;0
374;2024-01-04 21:45:00;23.64014641;0;5.836613362;0
375;2024-01-04 22:00:00;23.72329385;0;5.920430032;0
376;2024-01-04 22:15:00;14.04741511;0;4.72133862;0
377;2024-01-04 22:30:00;22.70299103;0;4.593800767;0
378;2024-01-04 22:45:00;22.58619894;0;5.661148746;0
379;2024-01-04 23:00:00;23.20328367;0;5.723685327;0
380;2024-01-04 23:15:00;22.80773919;0;5.751377857;0
381;2024-01-04 23:30:00;20.70570374;0;5.439180365;0
382;2024-01-04 23:45:00;22.51917184;0;5.403109448;0
383;2024-01-05 00:00:00;22.52943285;0;5.631075587;0
384;2024-01-05 00:15:00;23.07919896;0;5.701078977;0
385;2024-01-05 00:30:00;22.77153503;0;5.731341749;0
386;2024-01-05 00:45:00;20.49885779;0;5.408799102;0
387;2024-01-05 01:00:00;18.70516308;0;4.900502608;0
388;2024-01-05 01:15:00;23.60341648;0;5.288572444;0
389;2024-01-05 01:30:00;22.14582642;0;5.718655363;0
390;2024-01-05 01:45:00;23.99287691;0;5.767337917;0
391;2024-01-05 02:00:00;24.16458563;0;6.019682818;0
392;2024-01-05 02:15:00;4.395736994;0;3.570040328;0
393;2024-01-05 02:30:00;4.454316617;0;1.106256701;0
394;2024-01-05 02:45:00;24.29131015;0;3.593203346;0
395;2024-01-05 03:00:00;4.74525078;0;3.629570116;0
396;2024-01-05 03:15:00;16.83722404;0;2.697809353;0
397;2024-01-05 03:30:00;13.69007101;0;3.815911882;0
398;2024-01-05 03:45:00;17.61260799;0;3.912834875;0
399;2024-01-05 04:00:00;16.86108012;0;4.309211015;0
400;2024-01-05 04:15:00;15.16301174;0;4.003011483;0
401;2024-01-05 04:30:00;15.20110301;0;3.795514344;0
402;2024-01-05 04:45:00;8.26783715;0;2.93361752;0
403;2024-01-05 05:00:00;11.33739516;0;2.450654039;0
404;2024-01-05 05:15:00;15.23396577;0;3.321420117;0
405;2024-01-05 05:30:00;12.86366619;0;3.512203995;0
406;2024-01-05 05:45:00;13.1100412;0;3.246713424;0
407;2024-01-05 06:00:00;20.5037847;0;4.201728237;0
408;2024-01-05 06:15:00;20.20988322;0;5.089208489;0
