nv;Datetime;sg2_P;sg2_Q;sg2_Ep;sg2_Eq
254;2024-01-03 15:45:00;61.50156536;1.725181652;17.07425113;0.322410034
255;2024-01-03 16:00:00;59.77264739;1.066678541;15.15927659;0.348982524
256;2024-01-03 16:15:00;57.44579529;2.206140468;14.65230533;0.409102376
257;2024-01-03 16:30:00;48.97579997;1.257603769;13.30269941;0.43296803
258;2024-01-03 16:45:00;52.31909434;1.977523761;12.66186179;0.404390941
259;2024-01-03 17:00:00;51.27024001;2.355158362;12.94866679;0.541585265
260;2024-01-03 17:15:00;53.07577896;2.17185512;13.04325237;0.565876685
261;2024-01-03 17:30:00;48.83731656;1.828065275;12.73913694;0.499990049
262;2024-01-03 17:45:00;50.33650206;1.78742993;12.39672733;0.451936901
263;2024-01-03 18:00:00;52.65591007;1.811278692;12.87405152;0.449838578
264;2024-01-03 18:15:00;50.09526471;1.752141103;12.84389685;0.445427474
265;2024-01-03 18:30:00;46.85849015;2.859855106;12.11921936;0.576499526
266;2024-01-03 18:45:00;48.85188093;1.765684105;11.96379638;0.578192401
267;2024-01-03 19:00:00;56.17329503;1.617038742;13.12814699;0.422840356
268;2024-01-03 19:15:00;56.79702344;1.563605324;14.12128981;0.397580508
269;2024-01-03 19:30:00;58.51205872;2.180150768;14.41363527;0.467969512
270;2024-01-03 19:45:00;45.01562695;1.860290278;12.94096071;0.505055131
271;2024-01-03 20:00:00;39.91723722;1.79003255;10.61660802;0.456290354
272;2024-01-03 20:15:00;39.61663208;2.11370514;9.941733662;0.487967211
273;2024-01-03 20:30:00;42.11892727;1.826791326;10.21694492;0.492562058
274;2024-01-03 20:45:00;44.55509002;2.210350287;10.83425216;0.504642702
275;2024-01-03 21:00:00;41.94084485;2.377321811;10.81199186;0.573459012
276;2024-01-03 21:15:00;40.05483042;2.414316743;10.24945941;0.598954819
277;2024-01-03 21:30:00;44.90044629;2.242474321;10.61940959;0.582098883
278;2024-01-03 21:45:00;43.04837782;2.185824777;10.99360301;0.553537387
279;2024-01-03 22:00:00;43.52818574;2.291997468;10.82207044;0.559727781
280;2024-01-03 22:15:00;42.20858477;2.234818279;10.71709631;0.565851968
281;2024-01-03 22:30:00;58.56896872;2.515390133;12.59719419;0.593776052
282;2024-01-03 22:45:00;57.48815751;2.14846252;14.50714078;0.582981582
283;2024-01-03 23:00:00;55.88326567;2.820157077;14.1714279;0.62107745
284;2024-01-03 23:15:00;43.48653884;2.499053983;12.42122556;0.664901383
285;2024-01-03 23:30:00;42.55035074;2.735042857;10.7546112;0.654262105
286;2024-01-03 23:45:00;39.71602902;1.916018016;10.28329747;0.581382609
287;2024-01-04 00:00:00;46.68191562;2.464730955;10.79974308;0.547593621
288;2024-01-04 00:15:00;44.1887047;2.112989637;11.35882754;0.572215074
289;2024-01-04 00:30:00;43.74324243;2.611471928;10.99149339;0.590557696
290;2024-01-04 00:45:00;44.64347332;2.062972091;11.04833947;0.584305502
291;2024-01-04 01:00:00;47.46957577;2.015390285;11.51413114;0.509795297
292;2024-01-04 01:15:00;40.67714014;2.335664066;11.01833949;0.543881794
293;2024-01-04 01:30:00;44.96106533;2.627509659;10.70477568;0.620396716
294;2024-01-04 01:45:00;46.08549841;2.206508652;11.38082047;0.604252289
295;2024-01-04 02:00:00;61.28412383;2.079389113;13.42120278;0.535737221
296;2024-01-04 02:15:00;57.99545853;2.115116661;14.90994779;0.524313222
297;2024-01-04 02:30:00;57.77551517;1.764413664;14.47137171;0.484941291
298;2024-01-04 02:45:00;43.99205622;1.609035904;12.72094642;0.421681196
299;2024-01-04 03:00:00;42.25300271;2.260737195;10.78063237;0.483721637
300;2024-01-04 03:15:00;45.21815983;2.389523559;10.93389532;0.581282594
301;2024-01-04 03:30:00;45.95411962;1.489945352;11.39653493;0.484933614
302;2024-01-04 03:45:00;41.67476639;2.31752019;10.95361075;0.475933193
303;2024-01-04 04:00:00;45.33938972;2.470862397;10.87676951;0.598547823
304;2024-01-04 04:15:00;47.32490039;2.518588291;11.58303626;0.623681336
305;2024-01-04 04:30:00;42.74027011;2.332776988;11.25814631;0.60642066
306;2024-01-04 04:45:00;44.96905538;2.1286753;10.96366569;0.557681536
307;2024-01-04 05:00:00;45.33286944;1.865793219;11.2877406;0.499308565
308;2024-01-04 05:15:00;51.33136957;1.56610054;12.08302988;0.42898672
309;2024-01-04 05:30:00;58.88801143;1.997305024;13.77742263;0.445425696
310;2024-01-04 05:45:00;61.22022625;2.433542201;15.01352971;0.553855903
311;2024-01-04 06:00:00;43.41004391;2.167914472;13.07878377;0.575182084
312;2024-01-04 06:15:00;48.0277053;1.566122889;11.42971865;0.46675467
313;2024-01-04 06:30:00;49.38801064;2.095832263;12.17696449;0.457744394
314;2024-01-04 06:45:00;50.46109882;1.538527385;12.48113868;0.454294956
315;2024-01-04 07:00:00;48.25519867;1.849028961;12.33953719;0.423444543
316;2024-01-04 07:15:00;60.14784316;1.461805105;13.55038023;0.413854258
317;2024-01-04 07:30:00;66.14904302;1.548059191;15.78711077;0.376233037
318;2024-01-04 07:45:00;69.10506832;1.948181663;16.90676392;0.437030107
319;2024-01-04 08:00:00;71.28487365;1.94221783;17.54874275;0.486299937
320;2024-01-04 08:15:00;69.20874296;2.143593629;17.56170208;0.510726432
321;2024-01-04 08:30:00;70.93162304;2.134533224;17.51754575;0.534765857
322;2024-01-04 08:45:00;84.21456758;1.714023028;19.39327383;0.481069532
323;2024-01-04 09:00:00;88.26245424;1.65012192;21.55962773;0.420518119
324;2024-01-04 09:15:00;87.53879997;2.868163903;21.97515678;0.564785728
325;2024-01-04 09:30:00;74.37823817;3.377856189;20.23962977;0.780752512
326;2024-01-04 09:45:00;72.25147277;3.161524197;18.32871387;0.817422548
327;2024-01-04 10:00:00;72.27424046;2.237417908;18.06571415;0.674867763
328;2024-01-04 10:15:00;73.17193905;3.122049818;18.18077244;0.669933466
329;2024-01-04 10:30:00;72.77405754;1.828414957;18.24324957;0.618808097
330;2024-01-04 10:45:00;68.50193534;1.547506946;17.65949911;0.421990238
