nv;Datetime;SOC;SOC_Ep
0;2024-01-01 00:15:00;7.5;13.32
1;2024-01-01 00:30:00;7.5;13.32
2;2024-01-01 00:45:00;7.5;13.32
3;2024-01-01 01:00:00;7.5;13.32
4;2024-01-01 01:15:00;7.5;13.32
5;2024-01-01 01:30:00;7.5;13.32
6;2024-01-01 01:45:00;7.5;13.32
7;2024-01-01 02:00:00;7.5;13.32
8;2024-01-01 02:15:00;7.5;13.32
9;2024-01-01 02:30:00;7.5;13.32
10;2024-01-01 02:45:00;7.5;13.32
11;2024-01-01 03:00:00;7.5;13.32
12;2024-01-01 03:15:00;7.5;13.32
13;2024-01-01 03:30:00;7.5;13.32
14;2024-01-01 03:45:00;7.5;13.32
15;2024-01-01 04:00:00;7.5;13.32
16;2024-01-01 04:15:00;7.5;13.32
17;2024-01-01 04:30:00;7.5;13.32
18;2024-01-01 04:45:00;7.5;13.32
19;2024-01-01 05:00:00;7.5;13.32
20;2024-01-01 05:15:00;7.5;13.32
21;2024-01-01 05:30:00;7.5;13.32
22;2024-01-01 05:45:00;7.5;13.32
23;2024-01-01 06:00:00;7.5;13.32
24;2024-01-01 06:15:00;7.5;13.32
25;2024-01-01 06:30:00;7.5;13.32
26;2024-01-01 06:45:00;7.5;13.32
27;2024-01-01 07:00:00;7.5;13.32
28;2024-01-01 07:15:00;7.5;13.32
29;2024-01-01 07:30:00;7.5;13.32
30;2024-01-01 07:45:00;7.5;13.32
31;2024-01-01 08:00:00;7.5;13.32
32;2024-01-01 08:15:00;7.5;13.32
33;2024-01-01 08:30:00;7.5;13.32
34;2024-01-01 08:45:00;7.5;13.32
35;2024-01-01 09:00:00;7.5;13.32
36;2024-01-01 09:15:00;7.5;13.32
37;2024-01-01 09:30:00;7.5;13.32
38;2024-01-01 09:45:00;7.5;13.32
39;2024-01-01 10:00:00;7.5;13.32
40;2024-01-01 10:15:00;7.5;13.32
41;2024-01-01 10:30:00;7.5;13.32
42;2024-01-01 10:45:00;7.5;13.32
43;2024-01-01 11:00:00;7.5;13.32
44;2024-01-01 11:15:00;7.5;13.32
45;2024-01-01 11:30:00;7.5;13.32
46;2024-01-01 11:45:00;7.5;13.32
47;2024-01-01 12:00:00;7.5;13.32
48;2024-01-01 12:15:00;7.5;13.32
49;2024-01-01 12:30:00;7.5;13.32
50;2024-01-01 12:45:00;7.5;13.32
51;2024-01-01 13:00:00;7.5;13.32
52;2024-01-01 13:15:00;7.5;13.32
53;2024-01-01 13:30:00;7.5;13.32
54;2024-01-01 13:45:00;7.5;13.32
55;2024-01-01 14:00:00;7.5;13.32
56;2024-01-01 14:15:00;7.5;13.32
57;2024-01-01 14:30:00;7.5;13.32
58;2024-01-01 14:45:00;7.5;13.32
59;2024-01-01 15:00:00;7.5;13.32
60;2024-01-01 15:15:00;7.5;13.32
61;2024-01-01 15:30:00;7.5;13.32
62;2024-01-01 15:45:00;7.5;13.32
63;2024-01-01 16:00:00;7.5;13.32
64;2024-01-01 16:15:00;7.5;13.32
65;2024-01-01 16:30:00;7.5;13.32
66;2024-01-01 16:45:00;7.5;13.32
67;2024-01-01 17:00:00;7.5;13.32
68;2024-01-01 17:15:00;7.5;13.32
69;2024-01-01 17:30:00;7.5;13.32
70;2024-01-01 17:45:00;7.5;13.32
71;2024-01-01 18:00:00;7.5;13.32
72;2024-01-01 18:15:00;7.5;13.32
73;2024-01-01 18:30:00;7.5;13.32
74;2024-01-01 18:45:00;7.5;13.32
75;2024-01-01 19:00:00;7.5;13.32
76;2024-01-01 19:15:00;7.5;13.32
77;2024-01-01 19:30:00;7.5;13.32
78;2024-01-01 19:45:00;7.5;13.32
79;2024-01-01 20:00:00;7.5;13.32
80;2024-01-01 20:15:00;7.5;13.32
81;2024-01-01 20:30:00;7.5;13.32
82;2024-01-01 20:45:00;7.5;13.32
83;2024-01-01 21:00:00;7.5;13.32
84;2024-01-01 21:15:00;7.5;13.32
85;2024-01-01 21:30:00;7.5;13.32
86;2024-01-01 21:45:00;7.5;13.32
87;2024-01-01 22:00:00;7.5;13.32
88;2024-01-01 22:15:00;7.5;13.32
89;2024-01-01 22:30:00;7.5;13.32
90;2024-01-01 22:45:00;7.5;13.32
91;2024-01-01 23:00:00;7.5;13.32
92;2024-01-01 23:15:00;7.5;13.32
93;2024-01-01 23:30:00;7.5;13.32
94;2024-01-01 23:45:00;7.5;13.32
95;2024-01-02 00:00:00;7.5;13.32
96;2024-01-02 00:15:00;7.5;13.32
97;2024-01-02 00:30:00;7.5;13.32
98;2024-01-02 00:45:00;7.5;13.32
99;2024-01-02 01:00:00;7.5;13.32
100;2024-01-02 01:15:00;7.5;13.32
101;2024-01-02 01:30:00;7.5;13.32
102;2024-01-02 01:45:00;7.5;13.32
103;2024-01-02 02:00:00;7.5;13.32
104;2024-01-02 02:15:00;7.5;13.32
105;2024-01-02 02:30:00;7.5;13.32
106;2024-01-02 02:45:00;7.5;13.32
107;2024-01-02 03:00:00;7.5;13.32
108;2024-01-02 03:15:00;7.5;13.32
109;2024-01-02 03:30:00;7.5;13.32
110;2024-01-02 03:45:00;7.5;13.32
111;2024-01-02 04:00:00;7.5;13.32
112;2024-01-02 04:15:00;7.5;13.32
113;2024-01-02 04:30:00;7.5;13.32
114;2024-01-02 04:45:00;7.5;13.32
115;2024-01-02 05:00:00;7.5;13.32
116;2024-01-02 05:15:00;7.5;13.32
117;2024-01-02 05:30:00;7.5;13.32
118;2024-01-02 05:45:00;7.5;13.32
119;2024-01-02 06:00:00;7.5;13.32
120;2024-01-02 06:15:00;7.5;13.32
121;2024-01-02 06:30:00;7.5;13.32
122;2024-01-02 06:45:00;7.5;13.32
123;2024-01-02 07:00:00;7.5;13.32
124;2024-01-02 07:15:00;7.5;13.32
125;2024-01-02 07:30:00;7.5;13.32
126;2024-01-02 07:45:00;7.5;13.32
127;2024-01-02 08:00:00;7.5;13.32
128;2024-01-02 08:15:00;7.5;13.32
129;2024-01-02 08:30:00;7.5;13.32
130;2024-01-02 08:45:00;7.5;13.32
131;2024-01-02 09:00:00;7.5;13.32
132;2024-01-02 09:15:00;7.5;13.32
133;2024-01-02 09:30:00;7.5;13.32
134;2024-01-02 09:45:00;7.5;13.32
135;2024-01-02 10:00:00;7.5;13.32
136;2024-01-02 10:15:00;7.5;13.32
137;2024-01-02 10:30:00;7.5;13.32
138;2024-01-02 10:45:00;7.5;13.32
139;2024-01-02 11:00:00;7.5;13.32
140;2024-01-02 11:15:00;7.5;13.32
141;2024-01-02 11:30:00;7.5;13.32
142;2024-01-02 11:45:00;7.5;13.32
143;2024-01-02 12:00:00;7.5;13.32
144;2024-01-02 12:15:00;7.5;13.32
145;2024-01-02 12:30:00;7.5;13.32
146;2024-01-02 12:45:00;7.5;13.32
147;2024-01-02 13:00:00;7.5;13.32
148;2024-01-02 13:15:00;7.5;13.32
149;2024-01-02 13:30:00;7.5;13.32
150;2024-01-02 13:45:00;7.5;13.32
151;2024-01-02 14:00:00;7.5;13.32
152;2024-01-02 14:15:00;7.5;13.32
153;2024-01-02 14:30:00;7.5;13.32
154;2024-01-02 14:45:00;7.5;13.32
155;2024-01-02 15:00:00;7.5;13.32
156;2024-01-02 15:15:00;7.5;13.32
157;2024-01-02 15:30:00;7.5;13.32
158;2024-01-02 15:45:00;7.5;13.32
159;2024-01-02 16:00:00;7.5;13.32
160;2024-01-02 16:15:00;7.5;13.32
161;2024-01-02 16:30:00;7.5;13.32
162;2024-01-02 16:45:00;7.5;13.32
163;2024-01-02 17:00:00;7.5;13.32
164;2024-01-02 17:15:00;7.5;13.32
165;2024-01-02 17:30:00;7.5;13.32
166;2024-01-02 17:45:00;7.5;13.32
167;2024-01-02 18:00:00;7.5;13.32
168;2024-01-02 18:15:00;7.5;13.32
169;2024-01-02 18:30:00;7.5;13.32
170;2024-01-02 18:45:00;7.5;13.32
171;2024-01-02 19:00:00;7.5;13.32
172;2024-01-02 19:15:00;7.5;13.32
173;2024-01-02 19:30:00;7.5;13.32
174;2024-01-02 19:45:00;7.5;13.32
175;2024-01-02 20:00:00;7.5;13.32
176;2024-01-02 20:15:00;7.5;13.32
177;2024-01-02 20:30:00;7.5;13.32
178;2024-01-02 20:45:00;7.5;13.32
179;2024-01-02 21:00:00;7.5;13.32
180;2024-01-02 21:15:00;7.5;13.32
181;2024-01-02 21:30:00;7.5;13.32
182;2024-01-02 21:45:00;7.5;13.32
183;2024-01-02 22:00:00;7.5;13.32
184;2024-01-02 22:15:00;7.5;13.32
185;2024-01-02 22:30:00;7.5;13.32
186;2024-01-02 22:45:00;7.5;13.32
187;2024-01-02 23:00:00;7.5;13.32
188;2024-01-02 23:15:00;7.5;13.32
189;2024-01-02 23:30:00;7.5;13.32
190;2024-01-02 23:45:00;7.5;13.32
191;2024-01-03 00:00:00;7.5;13.32
192;2024-01-03 00:15:00;7.5;13.32
193;2024-01-03 00:30:00;7.5;13.32
194;2024-01-03 00:45:00;7.5;13.32
195;2024-01-03 01:00:00;7.5;13.32
196;2024-01-03 01:15:00;7.5;13.32
197;2024-01-03 01:30:00;7.5;13.32
198;2024-01-03 01:45:00;7.5;13.32
199;2024-01-03 02:00:00;7.5;13.32
200;2024-01-03 02:15:00;7.5;13.32
201;2024-01-03 02:30:00;7.5;13.32
202;2024-01-03 02:45:00;7.5;13.32
203;2024-01-03 03:00:00;7.5;13.32
204;2024-01-03 03:15:00;7.5;13.32
205;2024-01-03 03:30:00;7.5;13.32
206;2024-01-03 03:45:00;7.5;13.32
207;2024-01-03 04:00:00;7.5;13.32
208;2024-01-03 04:15:00;7.5;13.32
209;2024-01-03 04:30:00;7.5;13.32
210;2024-01-03 04:45:00;7.5;13.32
211;2024-01-03 05:00:00;7.5;13.32
212;2024-01-03 05:15:00;7.5;13.32
213;2024-01-03 05:30:00;7.5;13.32
214;2024-01-03 05:45:00;7.5;13.32
215;2024-01-03 06:00:00;7.5;13.32
216;2024-01-03 06:15:00;7.5;13.32
217;2024-01-03 06:30:00;7.5;13.32
218;2024-01-03 06:45:00;7.5;13.32
219;2024-01-03 07:00:00;7.5;13.32
220;2024-01-03 07:15:00;7.5;13.32
221;2024-01-03 07:30:00;7.5;13.32
222;2024-01-03 07:45:00;7.5;13.32
223;2024-01-03 08:00:00;7.5;13.32
224;2024-01-03 08:15:00;7.5;13.32
225;2024-01-03 08:30:00;7.5;13.32
226;2024-01-03 08:45:00;7.5;13.32
227;2024-01-03 09:00:00;7.5;13.32
228;2024-01-03 09:15:00;7.5;13.32
229;2024-01-03 09:30:00;7.5;13.32
230;2024-01-03 09:45:00;7.5;13.32
231;2024-01-03 10:00:00;7.5;13.32
232;2024-01-03 10:15:00;7.5;13.32
233;2024-01-03 10:30:00;7.5;13.32
234;2024-01-03 10:45:00;7.5;13.32
235;2024-01-03 11:00:00;7.5;13.32
236;2024-01-03 11:15:00;7.5;13.32
237;2024-01-03 11:30:00;7.5;13.32
238;2024-01-03 11:45:00;7.5;13.32
239;2024-01-03 12:00:00;7.5;13.32
240;2024-01-03 12:15:00;7.5;13.32
241;2024-01-03 12:30:00;7.5;13.32
242;2024-01-03 12:45:00;7.5;13.32
243;2024-01-03 13:00:00;7.5;13.32
244;2024-01-03 13:15:00;7.5;13.32
245;2024-01-03 13:30:00;7.5;13.32
246;2024-01-03 13:45:00;7.5;13.32
247;2024-01-03 14:00:00;7.5;13.32
248;2024-01-03 14:15:00;0;0
249;2024-01-03 14:30:00;0;0
250;2024-01-03 14:45:00;0;0
251;2024-01-03 15:00:00;0;0
252;2024-01-03 15:15:00;0;0
253;2024-01-03 15:30:00;0;0
254;2024-01-03 15:45:00;0;0
255;2024-01-03 16:00:00;0;0
256;2024-01-03 16:15:00;0;0
257;2024-01-03 16:30:00;0;0
258;2024-01-03 16:45:00;0;0
259;2024-01-03 17:00:00;0;0
260;2024-01-03 17:15:00;0;0
261;2024-01-03 17:30:00;0;0
262;2024-01-03 17:45:00;0;0
263;2024-01-03 18:00:00;0;0
264;2024-01-03 18:15:00;0;0
265;2024-01-03 18:30:00;0;0
266;2024-01-03 18:45:00;0;0
267;2024-01-03 19:00:00;0;0
268;2024-01-03 19:15:00;0;0
269;2024-01-03 19:30:00;0;0
270;2024-01-03 19:45:00;0;0
271;2024-01-03 20:00:00;0;0
272;2024-01-03 20:15:00;0;0
273;2024-01-03 20:30:00;0;0
274;2024-01-03 20:45:00;0;0
275;2024-01-03 21:00:00;0;0
276;2024-01-03 21:15:00;0;0
277;2024-01-03 21:30:00;0;0
278;2024-01-03 21:45:00;0;0
279;2024-01-03 22:00:00;0;0
280;2024-01-03 22:15:00;0;0
281;2024-01-03 22:30:00;0;0
282;2024-01-03 22:45:00;0;0
283;2024-01-03 23:00:00;0;0
284;2024-01-03 23:15:00;0;0
285;2024-01-03 23:30:00;0;0
286;2024-01-03 23:45:00;0;0
287;2024-01-04 00:00:00;0;0
288;2024-01-04 00:15:00;0;0
289;2024-01-04 00:30:00;0;0
290;2024-01-04 00:45:00;0;0
291;2024-01-04 01:00:00;0;0
292;2024-01-04 01:15:00;0;0
293;2024-01-04 01:30:00;0;0
294;2024-01-04 01:45:00;0;0
295;2024-01-04 02:00:00;0;0
296;2024-01-04 02:15:00;0;0
297;2024-01-04 02:30:00;0;0
298;2024-01-04 02:45:00;0;0
299;2024-01-04 03:00:00;0;0
300;2024-01-04 03:15:00;0;0
301;2024-01-04 03:30:00;0;0
302;2024-01-04 03:45:00;0;0
303;2024-01-04 04:00:00;0;0
304;2024-01-04 04:15:00;0;0
305;2024-01-04 04:30:00;0;0
306;2024-01-04 04:45:00;0;0
307;2024-01-04 05:00:00;0;0
308;2024-01-04 05:15:00;0;0
309;2024-01-04 05:30:00;0;0
310;2024-01-04 05:45:00;0;0
311;2024-01-04 06:00:00;0;0
312;2024-01-04 06:15:00;0;0
313;2024-01-04 06:30:00;0;0
314;2024-01-04 06:45:00;0;0
315;2024-01-04 07:00:00;0;0
316;2024-01-04 07:15:00;0;0
317;2024-01-04 07:30:00;0;0
318;2024-01-04 07:45:00;0;0
319;2024-01-04 08:00:00;0;0
320;2024-01-04 08:15:00;0;0
321;2024-01-04 08:30:00;0;0
322;2024-01-04 08:45:00;0;0
323;2024-01-04 09:00:00;0;0
324;2024-01-04 09:15:00;0;0
325;2024-01-04 09:30:00;0;0
326;2024-01-04 09:45:00;0;0
327;2024-01-04 10:00:00;0;0
328;2024-01-04 10:15:00;0;0
329;2024-01-04 10:30:00;0;0
330;2024-01-04 10:45:00;0;0
331;2024-01-04 11:00:00;0;0
332;2024-01-04 11:15:00;0;0
333;2024-01-04 11:30:00;0;0
334;2024-01-04 11:45:00;0;0
335;2024-01-04 12:00:00;0;0
336;2024-01-04 12:15:00;0;0
337;2024-01-04 12:30:00;0;0
338;2024-01-04 12:45:00;0;0
339;2024-01-04 13:00:00;0;0
340;2024-01-04 13:15:00;0;0
341;2024-01-04 13:30:00;0;0
342;2024-01-04 13:45:00;0;0
343;2024-01-04 14:00:00;0;0
344;2024-01-04 14:15:00;0;0
345;2024-01-04 14:30:00;0;0
346;2024-01-04 14:45:00;0;0
347;2024-01-04 15:00:00;0;0
348;2024-01-04 15:15:00;0;0
349;2024-01-04 15:30:00;0;0
350;2024-01-04 15:45:00;0;0
351;2024-01-04 16:00:00;0;0
352;2024-01-04 16:15:00;0;0
353;2024-01-04 16:30:00;0;0
354;2024-01-04 16:45:00;0;0
355;2024-01-04 17:00:00;0;0
356;2024-01-04 17:15:00;0;0
357;2024-01-04 17:30:00;0;0
358;2024-01-04 17:45:00;0;0
359;2024-01-04 18:00:00;0;0
360;2024-01-04 18:15:00;0;0
361;2024-01-04 18:30:00;0;0
362;2024-01-04 18:45:00;0;0
363;2024-01-04 19:00:00;0;0
364;2024-01-04 19:15:00;0;0
365;2024-01-04 19:30:00;0;0
366;2024-01-04 19:45:00;0;0
367;2024-01-04 20:00:00;0;0
368;2024-01-04 20:15:00;0;0
369;2024-01-04 20:30:00;0;0
370;2024-01-04 20:45:00;0;0
371;2024-01-04 21:00:00;0;0
372;2024-01-04 21:15:00;0;0
373;2024-01-04 21:30:00;0;0
374;2024-01-04 21:45:00;0;0
375;2024-01-04 22:00:00;0;0
376;2024-01-04 22:15:00;0;0
377;2024-01-04 22:30:00;0;0
378;2024-01-04 22:45:00;0;0
379;2024-01-04 23:00:00;0;0
380;2024-01-04 23:15:00;0;0
381;2024-01-04 23:30:00;0;0
382;2024-01-04 23:45:00;0;0
383;2024-01-05 00:00:00;0;0
384;2024-01-05 00:15:00;0;0
385;2024-01-05 00:30:00;0;0
386;2024-01-05 00:45:00;0;0
387;2024-01-05 01:00:00;0;0
388;2024-01-05 01:15:00;0;0
389;2024-01-05 01:30:00;0;0
390;2024-01-05 01:45:00;0;0
391;2024-01-05 02:00:00;0;0
392;2024-01-05 02:15:00;0;0
393;2024-01-05 02:30:00;0;0
394;2024-01-05 02:45:00;0;0
395;2024-01-05 03:00:00;0;0
396;2024-01-05 03:15:00;0;0
397;2024-01-05 03:30:00;0;0
398;2024-01-05 03:45:00;0;0
399;2024-01-05 04:00:00;0;0
400;2024-01-05 04:15:00;0;0
401;2024-01-05 04:30:00;0;0
402;2024-01-05 04:45:00;0;0
403;2024-01-05 05:00:00;0;0
404;2024-01-05 05:15:00;0;0
405;2024-01-05 05:30:00;0;0
406;2024-01-05 05:45:00;0;0
407;2024-01-05 06:00:00;0;0
408;2024-01-05 06:15:00;0;0
409;2024-01-05 06:30:00;0;0
410;2024-01-05 06:45:00;0;0
411;2024-01-05 07:00:00;0;0
412;2024-01-05 07:15:00;0;0
413;2024-01-05 07:30:00;0;0
414;2024-01-05 07:45:00;0;0
415;2024-01-05 08:00:00;0;0
416;2024-01-05 08:15:00;0;0
417;2024-01-05 08:30:00;0;0
418;2024-01-05 08:45:00;0;0
419;2024-01-05 09:00:00;0;0
420;2024-01-05 09:15:00;0;0
421;2024-01-05 09:30:00;0;0
422;2024-01-05 09:45:00;0;0
423;2024-01-05 10:00:00;0;0
424;2024-01-05 10:15:00;0;0
425;2024-01-05 10:30:00;0;0
426;2024-01-05 10:45:00;0;0
427;2024-01-05 11:00:00;0;0
428;2024-01-05 11:15:00;0;0
429;2024-01-05 11:30:00;0;0
430;2024-01-05 11:45:00;0;0
431;2024-01-05 12:00:00;0;0
432;2024-01-05 12:15:00;0;0
433;2024-01-05 12:30:00;0;0
434;2024-01-05 12:45:00;0;0
435;2024-01-05 13:00:00;0;0
436;2024-01-05 13:15:00;0;0
437;2024-01-05 13:30:00;0;0
438;2024-01-05 13:45:00;0;0
439;2024-01-05 14:00:00;0;0
440;2024-01-05 14:15:00;0;0
441;2024-01-05 14:30:00;0;0
442;2024-01-05 14:45:00;0;0
443;2024-01-05 15:00:00;0;0
444;2024-01-05 15:15:00;0;0
445;2024-01-05 15:30:00;0;0
446;2024-01-05 15:45:00;0;0
447;2024-01-05 16:00:00;0;0
448;2024-01-05 16:15:00;0;0
449;2024-01-05 16:30:00;0;0
450;2024-01-05 16:45:00;0;0
451;2024-01-05 17:00:00;0;0
452;2024-01-05 17:15:00;0;0
453;2024-01-05 17:30:00;0;0
454;2024-01-05 17:45:00;0;0
455;2024-01-05 18:00:00;0;0
456;2024-01-05 18:15:00;0;0
457;2024-01-05 18:30:00;0;0
458;2024-01-05 18:45:00;0;0
459;2024-01-05 19:00:00;0;0
460;2024-01-05 19:15:00;0;0
461;2024-01-05 19:30:00;0;0
462;2024-01-05 19:45:00;0;0
463;2024-01-05 20:00:00;0;0
464;2024-01-05 20:15:00;0;0
465;2024-01-05 20:30:00;0;0
466;2024-01-05 20:45:00;0;0
467;2024-01-05 21:00:00;0;0
468;2024-01-05 21:15:00;0;0
469;2024-01-05 21:30:00;0;0
470;2024-01-05 21:45:00;0;0
471;2024-01-05 22:00:00;0;0
472;2024-01-05 22:15:00;0;0
473;2024-01-05 22:30:00;0;0
474;2024-01-05 22:45:00;0;0
475;2024-01-05 23:00:00;0;0
476;2024-01-05 23:15:00;0;0
477;2024-01-05 23:30:00;0;0
478;2024-01-05 23:45:00;0;0
479;2024-01-06 00:00:00;0;0
480;2024-01-06 00:15:00;0;0
481;2024-01-06 00:30:00;0;0
482;2024-01-06 00:45:00;0;0
483;2024-01-06 01:00:00;0;0
484;2024-01-06 01:15:00;0;0
485;2024-01-06 01:30:00;0;0
486;2024-01-06 01:45:00;0;0
487;2024-01-06 02:00:00;0;0
488;2024-01-06 02:15:00;0;0
489;2024-01-06 02:30:00;0;0
490;2024-01-06 02:45:00;0;0
491;2024-01-06 03:00:00;0;0
492;2024-01-06 03:15:00;0;0
493;2024-01-06 03:30:00;0;0
494;2024-01-06 03:45:00;0;0
495;2024-01-06 04:00:00;0;0
496;2024-01-06 04:15:00;0;0
497;2024-01-06 04:30:00;0;0
498;2024-01-06 04:45:00;0;0
499;2024-01-06 05:00:00;0;0
500;2024-01-06 05:15:00;0;0
501;2024-01-06 05:30:00;0;0
502;2024-01-06 05:45:00;0;0
503;2024-01-06 06:00:00;0;0
504;2024-01-06 06:15:00;0;0
505;2024-01-06 06:30:00;0;0
506;2024-01-06 06:45:00;0;0
507;2024-01-06 07:00:00;0;0
508;2024-01-06 07:15:00;0;0
509;2024-01-06 07:30:00;0;0
510;2024-01-06 07:45:00;0;0
511;2024-01-06 08:00:00;0;0
512;2024-01-06 08:15:00;0;0
513;2024-01-06 08:30:00;0;0
514;2024-01-06 08:45:00;0;0
515;2024-01-06 09:00:00;0;0
516;2024-01-06 09:15:00;0;0
517;2024-01-06 09:30:00;0;0
518;2024-01-06 09:45:00;0;0
519;2024-01-06 10:00:00;0;0
520;2024-01-06 10:15:00;0;0
521;2024-01-06 10:30:00;0;0
522;2024-01-06 10:45:00;0;0
523;2024-01-06 11:00:00;0;0
524;2024-01-06 11:15:00;0;0
525;2024-01-06 11:30:00;0;0
526;2024-01-06 11:45:00;0;0
527;2024-01-06 12:00:00;0;0
528;2024-01-06 12:15:00;0;0
529;2024-01-06 12:30:00;0;0
530;2024-01-06 12:45:00;0;0
531;2024-01-06 13:00:00;0;0
532;2024-01-06 13:15:00;0;0
533;2024-01-06 13:30:00;0;0
534;2024-01-06 13:45:00;0;0
535;2024-01-06 14:00:00;0;0
536;2024-01-06 14:15:00;0;0
537;2024-01-06 14:30:00;0;0
538;2024-01-06 14:45:00;0;0
539;2024-01-06 15:00:00;0;0
540;2024-01-06 15:15:00;0;0
541;2024-01-06 15:30:00;0;0
542;2024-01-06 15:45:00;0;0
543;2024-01-06 16:00:00;0;0
544;2024-01-06 16:15:00;0;0
545;2024-01-06 16:30:00;0;0
546;2024-01-06 16:45:00;0;0
547;2024-01-06 17:00:00;0;0
548;2024-01-06 17:15:00;0;0
549;2024-01-06 17:30:00;0;0
550;2024-01-06 17:45:00;0;0
551;2024-01-06 18:00:00;0;0
552;2024-01-06 18:15:00;0;0
553;2024-01-06 18:30:00;0;0
554;2024-01-06 18:45:00;0;0
555;2024-01-06 19:00:00;0;0
556;2024-01-06 19:15:00;0;0
557;2024-01-06 19:30:00;7.5;13.32
558;2024-01-06 19:45:00;7.5;13.32
559;2024-01-06 20:00:00;7.5;13.32
560;2024-01-06 20:15:00;7.5;13.32
561;2024-01-06 20:30:00;7.5;13.32
562;2024-01-06 20:45:00;7.5;13.32
563;2024-01-06 21:00:00;7.5;13.32
564;2024-01-06 21:15:00;7.5;13.32
565;2024-01-06 21:30:00;7.5;13.32
566;2024-01-06 21:45:00;7.5;13.32
567;2024-01-06 22:00:00;7.5;13.32
568;2024-01-06 22:15:00;7.5;13.32
569;2024-01-06 22:30:00;7.5;13.32
570;2024-01-06 22:45:00;7.5;13.32
571;2024-01-06 23:00:00;7.5;13.32
572;2024-01-06 23:15:00;7.5;13.32
573;2024-01-06 23:30:00;7.5;13.32
574;2024-01-06 23:45:00;7.5;13.32
575;2024-01-07 00:00:00;7.5;13.32
576;2024-01-07 00:15:00;7.5;13.32
577;2024-01-07 00:30:00;7.5;13.32
578;2024-01-07 00:45:00;7.5;13.32
579;2024-01-07 01:00:00;7.5;13.32
580;2024-01-07 01:15:00;7.5;13.32
581;2024-01-07 01:30:00;7.5;13.32
582;2024-01-07 01:45:00;7.5;13.32
583;2024-01-07 02:00:00;7.5;13.32
584;2024-01-07 02:15:00;7.5;13.32
585;2024-01-07 02:30:00;7.5;13.32
586;2024-01-07 02:45:00;7.5;13.32
587;2024-01-07 03:00:00;7.5;13.32
588;2024-01-07 03:15:00;7.5;13.32
589;2024-01-07 03:30:00;7.5;13.32
590;2024-01-07 03:45:00;7.5;13.32
591;2024-01-07 04:00:00;7.5;13.32
592;2024-01-07 04:15:00;7.5;13.32
593;2024-01-07 04:30:00;7.5;13.32
594;2024-01-07 04:45:00;7.5;13.32
595;2024-01-07 05:00:00;7.5;13.32
596;2024-01-07 05:15:00;7.489520835;13.301389
597;2024-01-07 05:30:00;7.458699762;13.24665078
598;2024-01-07 05:45:00;7.408461412;13.15742747
599;2024-01-07 06:00:00;7.339730418;13.03536122
600;2024-01-07 06:15:00;0;0
601;2024-01-07 06:30:00;0;0
602;2024-01-07 06:45:00;0;0
603;2024-01-07 07:00:00;0;0
604;2024-01-07 07:15:00;0;0
605;2024-01-07 07:30:00;0;0
606;2024-01-07 07:45:00;0;0
607;2024-01-07 08:00:00;0;0
608;2024-01-07 08:15:00;0;0
609;2024-01-07 08:30:00;0;0
610;2024-01-07 08:45:00;0;0
611;2024-01-07 09:00:00;0;0
612;2024-01-07 09:15:00;0;0
613;2024-01-07 09:30:00;0;0
614;2024-01-07 09:45:00;0;0
615;2024-01-07 10:00:00;0;0
616;2024-01-07 10:15:00;0;0
617;2024-01-07 10:30:00;0;0
618;2024-01-07 10:45:00;0;0
619;2024-01-07 11:00:00;0;0
620;2024-01-07 11:15:00;0;0
621;2024-01-07 11:30:00;0;0
622;2024-01-07 11:45:00;0;0
623;2024-01-07 12:00:00;0;0
624;2024-01-07 12:15:00;0;0
625;2024-01-07 12:30:00;0;0
626;2024-01-07 12:45:00;0;0
627;2024-01-07 13:00:00;0;0
628;2024-01-07 13:15:00;0;0
629;2024-01-07 13:30:00;0;0
630;2024-01-07 13:45:00;0;0
631;2024-01-07 14:00:00;0;0
632;2024-01-07 14:15:00;0;0
633;2024-01-07 14:30:00;0;0
634;2024-01-07 14:45:00;0;0
635;2024-01-07 15:00:00;0;0
636;2024-01-07 15:15:00;0;0
637;2024-01-07 15:30:00;0;0
638;2024-01-07 15:45:00;0;0
639;2024-01-07 16:00:00;0;0
640;2024-01-07 16:15:00;0;0
641;2024-01-07 16:30:00;0;0
642;2024-01-07 16:45:00;0;0
643;2024-01-07 17:00:00;0;0
644;2024-01-07 17:15:00;0;0
645;2024-01-07 17:30:00;0;0
646;2024-01-07 17:45:00;0;0
647;2024-01-07 18:00:00;0;0
648;2024-01-07 18:15:00;0;0
649;2024-01-07 18:30:00;0;0
650;2024-01-07 18:45:00;0;0
651;2024-01-07 19:00:00;0;0
652;2024-01-07 19:15:00;0;0
653;2024-01-07 19:30:00;0;0
654;2024-01-07 19:45:00;0;0
655;2024-01-07 20:00:00;0;0
656;2024-01-07 20:15:00;0;0
657;2024-01-07 20:30:00;0;0
658;2024-01-07 20:45:00;0;0
659;2024-01-07 21:00:00;0;0
660;2024-01-07 21:15:00;0;0
661;2024-01-07 21:30:00;0;0
662;2024-01-07 21:45:00;0;0
663;2024-01-07 22:00:00;0;0
664;2024-01-07 22:15:00;7.5;13.32
665;2024-01-07 22:30:00;7.5;13.32
666;2024-01-07 22:45:00;7.5;13.32
667;2024-01-07 23:00:00;7.5;13.32
668;2024-01-07 23:15:00;7.5;13.32
669;2024-01-07 23:30:00;7.5;13.32
670;2024-01-07 23:45:00;7.5;13.32
671;2024-01-08 00:00:00;7.5;13.32
