nv;Datetime;SOC;SOC_Ep
5006;2024-02-22 03:45:00;27.60000038;49.01760068
5007;2024-02-22 04:00:00;27.60000038;49.01760068
5008;2024-02-22 04:15:00;27.60000038;49.01760068
5009;2024-02-22 04:30:00;27.39999962;48.66239932
5010;2024-02-22 04:45:00;26.89999962;47.77439932
5011;2024-02-22 05:00:00;26.5;47.064
5012;2024-02-22 05:15:00;26.5;47.064
5013;2024-02-22 05:30:00;26.73333391;47.47840102
5014;2024-02-22 05:45:00;26.89999962;47.77439932
5015;2024-02-22 06:00:00;27.10000038;48.12960068
5016;2024-02-22 06:15:00;27.10000038;48.12960068
5017;2024-02-22 06:30:00;26.89999962;47.77439932
5018;2024-02-22 06:45:00;26.76666705;47.53760068
5019;2024-02-22 07:00:00;26.5;47.064
5020;2024-02-22 07:15:00;26.10000038;46.35360068
5021;2024-02-22 07:30:00;26.29999924;46.70879865
5022;2024-02-22 07:45:00;26.89999962;47.77439932
5023;2024-02-22 08:00:00;27.29999924;48.48479865
5024;2024-02-22 08:15:00;27.29999924;48.48479865
5025;2024-02-22 08:30:00;26.89999962;47.77439932
5026;2024-02-22 08:45:00;26.5;47.064
5027;2024-02-22 09:00:00;26.10000038;46.35360068
5028;2024-02-22 09:15:00;26.10000038;46.35360068
5029;2024-02-22 09:30:00;26.5;47.064
5030;2024-02-22 09:45:00;26.89999962;47.77439932
5031;2024-02-22 10:00:00;27.29999924;48.48479865
5032;2024-02-22 10:15:00;27.63333384;49.0768009
5033;2024-02-22 10:30:00;27.70000076;49.19520135
5034;2024-02-22 10:45:00;27.70000076;49.19520135
5035;2024-02-22 11:00:00;27.70000076;49.19520135
5036;2024-02-22 11:15:00;27.70000076;49.19520135
5037;2024-02-22 11:30:00;27.70000076;49.19520135
5038;2024-02-22 11:45:00;27;47.952
5039;2024-02-22 12:00:00;26.60000038;47.24160068
5040;2024-02-22 12:15:00;26.20000076;46.53120135
5041;2024-02-22 12:30:00;26.60000038;47.24160068
5042;2024-02-22 12:45:00;27;47.952
5043;2024-02-22 13:00:00;27.39999962;48.66239932
5044;2024-02-22 13:15:00;27.39999962;48.66239932
5045;2024-02-22 13:30:00;27;47.952
5046;2024-02-22 13:45:00;26.60000038;47.24160068
5047;2024-02-22 14:00:00;26.10000038;46.35360068
5048;2024-02-22 14:15:00;25.70000076;45.64320135
5049;2024-02-22 14:30:00;26.10000038;46.35360068
5050;2024-02-22 14:45:00;26.60000038;47.24160068
5051;2024-02-22 15:00:00;27;47.952
5052;2024-02-22 15:15:00;27;47.952
5053;2024-02-22 15:30:00;26.60000038;47.24160068
5054;2024-02-22 15:45:00;26.10000038;46.35360068
5055;2024-02-22 16:00:00;25.89999962;45.99839932
5056;2024-02-22 16:15:00;25.70000076;45.64320135
5057;2024-02-22 16:30:00;26.5;47.064
5058;2024-02-22 16:45:00;26.89999962;47.77439932
5059;2024-02-22 17:00:00;27.5;48.84
5060;2024-02-22 17:15:00;27.5;48.84
5061;2024-02-22 17:30:00;27.29999924;48.48479865
5062;2024-02-22 17:45:00;26.79999924;47.59679865
5063;2024-02-22 18:00:00;26.60000038;47.24160068
5064;2024-02-22 18:15:00;26.60000038;47.24160068
5065;2024-02-22 18:30:00;26.60000038;47.24160068
5066;2024-02-22 18:45:00;26.79999924;47.59679865
5067;2024-02-22 19:00:00;27.29999924;48.48479865
5068;2024-02-22 19:15:00;27.29999924;48.48479865
5069;2024-02-22 19:30:00;26.79999924;47.59679865
5070;2024-02-22 19:45:00;26.39999962;46.88639932
5071;2024-02-22 20:00:00;26.03333346;46.23520023
5072;2024-02-22 20:15:00;26;46.176
5073;2024-02-22 20:30:00;26.39999962;46.88639932
5074;2024-02-22 20:45:00;26.79999924;47.59679865
5075;2024-02-22 21:00:00;27.29999924;48.48479865
5076;2024-02-22 21:15:00;27.29999924;48.48479865
5077;2024-02-22 21:30:00;26.79999924;47.59679865
5078;2024-02-22 21:45:00;26.39999962;46.88639932
5079;2024-02-22 22:00:00;26.39999962;46.88639932
5080;2024-02-22 22:15:00;26;46.176
5081;2024-02-22 22:30:00;26.46666654;47.00479977
5082;2024-02-22 22:45:00;26.79999924;47.59679865
5083;2024-02-22 23:00:00;27.20000076;48.30720135
5084;2024-02-22 23:15:00;27.20000076;48.30720135
5085;2024-02-22 23:30:00;26.79999924;47.59679865
5086;2024-02-22 23:45:00;26.39999962;46.88639932
5087;2024-02-23 00:00:00;26.13333384;46.4128009
5088;2024-02-23 00:15:00;26;46.176
5089;2024-02-23 00:30:00;26.69999981;47.41919966
5090;2024-02-23 00:45:00;27.20000076;48.30720135
5091;2024-02-23 01:00:00;27.70000076;49.19520135
5092;2024-02-23 01:15:00;27.20000076;48.30720135
5093;2024-02-23 01:30:00;27.20000076;48.30720135
5094;2024-02-23 01:45:00;26.79999924;47.59679865
5095;2024-02-23 02:00:00;26.39999962;46.88639932
5096;2024-02-23 02:15:00;26.39999962;46.88639932
5097;2024-02-23 02:30:00;26.60000038;47.24160068
5098;2024-02-23 02:45:00;26.79999924;47.59679865
5099;2024-02-23 03:00:00;27.20000076;48.30720135
5100;2024-02-23 03:15:00;27.20000076;48.30720135
5101;2024-02-23 03:30:00;26.86666616;47.7151991
5102;2024-02-23 03:45:00;26.79999924;47.59679865
5103;2024-02-23 04:00:00;26.39999962;46.88639932
5104;2024-02-23 04:15:00;26.20000076;46.53120135
5105;2024-02-23 04:30:00;26.60000038;47.24160068
5106;2024-02-23 04:45:00;27.20000076;48.30720135
5107;2024-02-23 05:00:00;27.70000076;49.19520135
5108;2024-02-23 05:15:00;27.70000076;49.19520135
5109;2024-02-23 05:30:00;27.20000076;48.30720135
5110;2024-02-23 05:45:00;26.79999924;47.59679865
5111;2024-02-23 06:00:00;26.39999962;46.88639932
5112;2024-02-23 06:15:00;26.39999962;46.88639932
5113;2024-02-23 06:30:00;26.79999924;47.59679865
5114;2024-02-23 06:45:00;27.20000076;48.30720135
5115;2024-02-23 07:00:00;27.55000019;48.92880034
5116;2024-02-23 07:15:00;27.30000019;48.48480034
5117;2024-02-23 07:30:00;27.20000076;48.30720135
5118;2024-02-23 07:45:00;26.79999924;47.59679865
5119;2024-02-23 08:00:00;26.39999962;46.88639932
5120;2024-02-23 08:15:00;26;46.176
5121;2024-02-23 08:30:00;25.60000038;45.46560068
5122;2024-02-23 08:45:00;25.20000076;44.75520135
5123;2024-02-23 09:00:00;25;44.4
5124;2024-02-23 09:15:00;24.79999924;44.04479865
5125;2024-02-23 09:30:00;24.39999962;43.33439932
5126;2024-02-23 09:45:00;24;42.624
5127;2024-02-23 10:00:00;23.60000038;41.91360068
5128;2024-02-23 10:15:00;23.20000076;41.20320135
5129;2024-02-23 10:30:00;22.79999924;40.49279865
5130;2024-02-23 10:45:00;22.60000038;40.13760068
5131;2024-02-23 11:00:00;22.36666648;39.72319966
5132;2024-02-23 11:15:00;22;39.072
5133;2024-02-23 11:30:00;21.60000038;38.36160068
5134;2024-02-23 11:45:00;21.20000076;37.65120135
5135;2024-02-23 12:00:00;20.79999924;36.94079865
5136;2024-02-23 12:15:00;20.60000038;36.58560068
5137;2024-02-23 12:30:00;20.20000076;35.87520135
5138;2024-02-23 12:45:00;19.79999924;35.16479865
5139;2024-02-23 13:00:00;20;35.52
5140;2024-02-23 13:15:00;21.86666616;38.8351991
5141;2024-02-23 13:30:00;23.29999924;41.38079865
5142;2024-02-23 13:45:00;24.70000076;43.86720135
5143;2024-02-23 14:00:00;25.5;45.288
5144;2024-02-23 14:15:00;25.10000038;44.57760068
5145;2024-02-23 14:30:00;24.76666705;43.98560068
5146;2024-02-23 14:45:00;24.5;43.512
5147;2024-02-23 15:00:00;24.29999924;43.15679865
5148;2024-02-23 15:15:00;24.46666654;43.45279977
5149;2024-02-23 15:30:00;25.5;45.288
5150;2024-02-23 15:45:00;26.56666692;47.18240045
5151;2024-02-23 16:00:00;27.10000038;48.12960068
5152;2024-02-23 16:15:00;27.10000038;48.12960068
5153;2024-02-23 16:30:00;26.70000076;47.41920135
5154;2024-02-23 16:45:00;26.29999924;46.70879865
5155;2024-02-23 17:00:00;26.10000038;46.35360068
5156;2024-02-23 17:15:00;25.89999962;45.99839932
5157;2024-02-23 17:30:00;26.6666673;47.36000113
5158;2024-02-23 17:45:00;27.10000038;48.12960068
5159;2024-02-23 18:00:00;27.29999924;48.48479865
5160;2024-02-23 18:15:00;27.29999924;48.48479865
5161;2024-02-23 18:30:00;27.60000038;49.01760068
5162;2024-02-23 18:45:00;27.60000038;49.01760068
5163;2024-02-23 19:00:00;27.60000038;49.01760068
5164;2024-02-23 19:15:00;27.60000038;49.01760068
5165;2024-02-23 19:30:00;27.60000038;49.01760068
5166;2024-02-23 19:45:00;27.39999962;48.66239932
5167;2024-02-23 20:00:00;27;47.952
5168;2024-02-23 20:15:00;26.60000038;47.24160068
5169;2024-02-23 20:30:00;26.39999962;46.88639932
5170;2024-02-23 20:45:00;25.89999962;45.99839932
5171;2024-02-23 21:00:00;25.56666692;45.40640045
5172;2024-02-23 21:15:00;25.43333308;45.16959955
5173;2024-02-23 21:30:00;25.10000038;44.57760068
5174;2024-02-23 21:45:00;24.70000076;43.86720135
5175;2024-02-23 22:00:00;24.29999924;43.15679865
5176;2024-02-23 22:15:00;23.89999962;42.44639932
5177;2024-02-23 22:30:00;23.5;41.736
5178;2024-02-23 22:45:00;23.29999924;41.38079865
5179;2024-02-23 23:00:00;22.96666654;40.78879977
5180;2024-02-23 23:15:00;22.70000076;40.31520135
5181;2024-02-23 23:30:00;22.29999924;39.60479865
5182;2024-02-23 23:45:00;21.89999962;38.89439932
5183;2024-02-24 00:00:00;21.5;38.184
5184;2024-02-24 00:15:00;21.10000038;37.47360068
5185;2024-02-24 00:30:00;20.89999962;37.11839932
5186;2024-02-24 00:45:00;20.5;36.408
5187;2024-02-24 01:00:00;20.29999924;36.05279865
5188;2024-02-24 01:15:00;19.89999962;35.34239932
5189;2024-02-24 01:30:00;19.5;34.632
5190;2024-02-24 01:45:00;19.10000038;33.92160068
5191;2024-02-24 02:00:00;18.89999962;33.56639932
5192;2024-02-24 02:15:00;18.5;32.856
5193;2024-02-24 02:30:00;18.10000038;32.14560068
5194;2024-02-24 02:45:00;17.89999962;31.79039932
5195;2024-02-24 03:00:00;17.39999962;30.90239932
5196;2024-02-24 03:15:00;17;30.192
5197;2024-02-24 03:30:00;16.60000038;29.48160068
5198;2024-02-24 03:45:00;16.39999962;29.12639932
5199;2024-02-24 04:00:00;16;28.416
5200;2024-02-24 04:15:00;15.60000038;27.70560068
5201;2024-02-24 04:30:00;15.40000057;27.35040102
5202;2024-02-24 04:45:00;15;26.64
5203;2024-02-24 05:00:00;14.60000038;25.92960068
5204;2024-02-24 05:15:00;14.26666673;25.33760011
5205;2024-02-24 05:30:00;14;24.864
5206;2024-02-24 05:45:00;13.60000038;24.15360068
5207;2024-02-24 06:00:00;13.19999981;23.44319966
5208;2024-02-24 06:15:00;13;23.088
5209;2024-02-24 06:30:00;12.60000038;22.37760068
5210;2024-02-24 06:45:00;12.19999981;21.66719966
5211;2024-02-24 07:00:00;11.80000019;20.95680034
5212;2024-02-24 07:15:00;11.60000038;20.60160068
5213;2024-02-24 07:30:00;11.19999981;19.89119966
5214;2024-02-24 07:45:00;10.80000019;19.18080034
5215;2024-02-24 08:00:00;10.76666689;19.1216004
5216;2024-02-24 08:15:00;10.19999981;18.11519966
5217;2024-02-24 08:30:00;9.800000191;17.40480034
5218;2024-02-24 08:45:00;9.600000381;17.04960068
5219;2024-02-24 09:00:00;9.300000191;16.51680034
5220;2024-02-24 09:15:00;4.900000095;8.702400169
5221;2024-02-24 09:30:00;4.900000095;8.702400169
5222;2024-02-24 09:45:00;4.900000095;8.702400169
5223;2024-02-24 10:00:00;4.900000095;8.702400169
5224;2024-02-24 10:15:00;4.900000095;8.702400169
5225;2024-02-24 10:30:00;3.299999952;5.860799915
5226;2024-02-24 10:45:00;5.199999809;9.235199661
5227;2024-02-24 11:00:00;5.199999809;9.235199661
5228;2024-02-24 11:15:00;5.199999809;9.235199661
5229;2024-02-24 11:30:00;5.199999809;9.235199661
5230;2024-02-24 11:45:00;5.199999809;9.235199661
5231;2024-02-24 12:00:00;5.199999809;9.235199661
5232;2024-02-24 12:15:00;5.199999809;9.235199661
5233;2024-02-24 12:30:00;5.199999809;9.235199661
5234;2024-02-24 12:45:00;5.199999809;9.235199661
5235;2024-02-24 13:00:00;5.199999809;9.235199661
5236;2024-02-24 13:15:00;5.199999809;9.235199661
5237;2024-02-24 13:30:00;5.199999809;9.235199661
5238;2024-02-24 13:45:00;5.199999809;9.235199661
5239;2024-02-24 14:00:00;5.199999809;9.235199661
5240;2024-02-24 14:15:00;5.199999809;9.235199661
5241;2024-02-24 14:30:00;5.199999809;9.235199661
5242;2024-02-24 14:45:00;5.199999809;9.235199661
5243;2024-02-24 15:00:00;5.199999809;9.235199661
5244;2024-02-24 15:15:00;5.199999809;9.235199661
5245;2024-02-24 15:30:00;5.199999809;9.235199661
5246;2024-02-24 15:45:00;5.199999809;9.235199661
5247;2024-02-24 16:00:00;5.199999809;9.235199661
5248;2024-02-24 16:15:00;5.199999809;9.235199661
5249;2024-02-24 16:30:00;5.199999809;9.235199661
5250;2024-02-24 16:45:00;5.199999809;9.235199661
5251;2024-02-24 17:00:00;5.199999809;9.235199661
5252;2024-02-24 17:15:00;5.199999809;9.235199661
5253;2024-02-24 17:30:00;5.199999809;9.235199661
5254;2024-02-24 17:45:00;5.199999809;9.235199661
5255;2024-02-24 18:00:00;5.199999809;9.235199661
5256;2024-02-24 18:15:00;5.199999809;9.235199661
5257;2024-02-24 18:30:00;5.199999809;9.235199661
5258;2024-02-24 18:45:00;5.199999809;9.235199661
5259;2024-02-24 19:00:00;5.199999809;9.235199661
5260;2024-02-24 19:15:00;5.199999809;9.235199661
5261;2024-02-24 19:30:00;5.199999809;9.235199661
5262;2024-02-24 19:45:00;5.199999809;9.235199661
5263;2024-02-24 20:00:00;5.199999809;9.235199661
5264;2024-02-24 20:15:00;5.199999809;9.235199661
5265;2024-02-24 20:30:00;5.199999809;9.235199661
5266;2024-02-24 20:45:00;5.199999809;9.235199661
5267;2024-02-24 21:00:00;5.199999809;9.235199661
5268;2024-02-24 21:15:00;5.199999809;9.235199661
5269;2024-02-24 21:30:00;5.199999809;9.235199661
5270;2024-02-24 21:45:00;5.199999809;9.235199661
5271;2024-02-24 22:00:00;5.199999809;9.235199661
5272;2024-02-24 22:15:00;5.199999809;9.235199661
5273;2024-02-24 22:30:00;5.199999809;9.235199661
5274;2024-02-24 22:45:00;5.199999809;9.235199661
5275;2024-02-24 23:00:00;5.199999809;9.235199661
5276;2024-02-24 23:15:00;5.199999809;9.235199661
5277;2024-02-24 23:30:00;5.199999809;9.235199661
5278;2024-02-24 23:45:00;5.199999809;9.235199661
5279;2024-02-25 00:00:00;5.199999809;9.235199661
5280;2024-02-25 00:15:00;5.199999809;9.235199661
5281;2024-02-25 00:30:00;5.199999809;9.235199661
5282;2024-02-25 00:45:00;5.199999809;9.235199661
5283;2024-02-25 01:00:00;5.199999809;9.235199661
5284;2024-02-25 01:15:00;5.199999809;9.235199661
5285;2024-02-25 01:30:00;5.199999809;9.235199661
5286;2024-02-25 01:45:00;5.199999809;9.235199661
5287;2024-02-25 02:00:00;5.199999809;9.235199661
5288;2024-02-25 02:15:00;5.199999809;9.235199661
5289;2024-02-25 02:30:00;5.199999809;9.235199661
5290;2024-02-25 02:45:00;5.199999809;9.235199661
5291;2024-02-25 03:00:00;5.199999809;9.235199661
5292;2024-02-25 03:15:00;5.199999809;9.235199661
5293;2024-02-25 03:30:00;5.199999809;9.235199661
5294;2024-02-25 03:45:00;5.199999809;9.235199661
5295;2024-02-25 04:00:00;5.199999809;9.235199661
5296;2024-02-25 04:15:00;5.199999809;9.235199661
5297;2024-02-25 04:30:00;5.199999809;9.235199661
5298;2024-02-25 04:45:00;5.199999809;9.235199661
5299;2024-02-25 05:00:00;5.199999809;9.235199661
5300;2024-02-25 05:15:00;5.199999809;9.235199661
5301;2024-02-25 05:30:00;5.199999809;9.235199661
5302;2024-02-25 05:45:00;5.199999809;9.235199661
5303;2024-02-25 06:00:00;5.199999809;9.235199661
5304;2024-02-25 06:15:00;5.199999809;9.235199661
5305;2024-02-25 06:30:00;5.199999809;9.235199661
5306;2024-02-25 06:45:00;5.199999809;9.235199661
5307;2024-02-25 07:00:00;5.199999809;9.235199661
5308;2024-02-25 07:15:00;5.199999809;9.235199661
5309;2024-02-25 07:30:00;5.199999809;9.235199661
5310;2024-02-25 07:45:00;5.199999809;9.235199661
5311;2024-02-25 08:00:00;5.199999809;9.235199661
5312;2024-02-25 08:15:00;5.199999809;9.235199661
5313;2024-02-25 08:30:00;5.199999809;9.235199661
5314;2024-02-25 08:45:00;5.199999809;9.235199661
5315;2024-02-25 09:00:00;5.599999905;9.945599831
5316;2024-02-25 09:15:00;5.599999905;9.945599831
5317;2024-02-25 09:30:00;6.599999905;11.72159983
5318;2024-02-25 09:45:00;6.599999905;11.72159983
5319;2024-02-25 10:00:00;7.599999905;13.49759983
5320;2024-02-25 10:15:00;9.166666985;16.28000056
5321;2024-02-25 10:30:00;10.9666667;19.47680006
5322;2024-02-25 10:45:00;13.03333378;23.14720079
5323;2024-02-25 11:00:00;15.50000032;27.52800056
5324;2024-02-25 11:15:00;16.60000038;29.48160068
5325;2024-02-25 11:30:00;19.29999924;34.27679865
5326;2024-02-25 11:45:00;22.10000038;39.24960068
5327;2024-02-25 12:00:00;24;42.624
5328;2024-02-25 12:15:00;26.5;47.064
5329;2024-02-25 12:30:00;28.03333346;49.78720023
5330;2024-02-25 12:45:00;30.70000076;54.52320135
5331;2024-02-25 13:00:00;31.89999962;56.65439932
5332;2024-02-25 13:15:00;33.13333193;58.84479752
5333;2024-02-25 13:30:00;34.20000076;60.73920135
5334;2024-02-25 13:45:00;32.90000153;58.43040271
5335;2024-02-25 14:00:00;31.60000038;56.12160068
5336;2024-02-25 14:15:00;32;56.832
5337;2024-02-25 14:30:00;31;55.056
5338;2024-02-25 14:45:00;29.5;52.392
5339;2024-02-25 15:00:00;27.39999962;48.66239932
5340;2024-02-25 15:15:00;24.63333257;43.74879865
5341;2024-02-25 15:30:00;22.70000076;40.31520135
5342;2024-02-25 15:45:00;19.60000038;34.80960068
5343;2024-02-25 16:00:00;19.60000038;34.80960068
5344;2024-02-25 16:15:00;19.60000038;34.80960068
5345;2024-02-25 16:30:00;19.60000038;34.80960068
5346;2024-02-25 16:45:00;19.60000038;34.80960068
5347;2024-02-25 17:00:00;19.60000038;34.80960068
5348;2024-02-25 17:15:00;19.60000038;34.80960068
5349;2024-02-25 17:30:00;19.60000038;34.80960068
5350;2024-02-25 17:45:00;19.60000038;34.80960068
5351;2024-02-25 18:00:00;19.60000038;34.80960068
5352;2024-02-25 18:15:00;19.60000038;34.80960068
5353;2024-02-25 18:30:00;19.60000038;34.80960068
5354;2024-02-25 18:45:00;19.60000038;34.80960068
5355;2024-02-25 19:00:00;19.60000038;34.80960068
5356;2024-02-25 19:15:00;19.60000038;34.80960068
5357;2024-02-25 19:30:00;19.60000038;34.80960068
5358;2024-02-25 19:45:00;19.60000038;34.80960068
5359;2024-02-25 20:00:00;19.60000038;34.80960068
5360;2024-02-25 20:15:00;19.60000038;34.80960068
5361;2024-02-25 20:30:00;19.60000038;34.80960068
5362;2024-02-25 20:45:00;19.60000038;34.80960068
5363;2024-02-25 21:00:00;19.60000038;34.80960068
5364;2024-02-25 21:15:00;19.60000038;34.80960068
5365;2024-02-25 21:30:00;19.60000038;34.80960068
5366;2024-02-25 21:45:00;19.60000038;34.80960068
5367;2024-02-25 22:00:00;19.60000038;34.80960068
5368;2024-02-25 22:15:00;19.60000038;34.80960068
5369;2024-02-25 22:30:00;19.60000038;34.80960068
5370;2024-02-25 22:45:00;19.60000038;34.80960068
5371;2024-02-25 23:00:00;19.60000038;34.80960068
5372;2024-02-25 23:15:00;19.60000038;34.80960068
5373;2024-02-25 23:30:00;19.60000038;34.80960068
5374;2024-02-25 23:45:00;19.60000038;34.80960068
5375;2024-02-26 00:00:00;19.60000038;34.80960068
5376;2024-02-26 00:15:00;19.60000038;34.80960068
5377;2024-02-26 00:30:00;19.60000038;34.80960068
5378;2024-02-26 00:45:00;19.60000038;34.80960068
5379;2024-02-26 01:00:00;19.60000038;34.80960068
5380;2024-02-26 01:15:00;19.60000038;34.80960068
5381;2024-02-26 01:30:00;19.60000038;34.80960068
5382;2024-02-26 01:45:00;19.60000038;34.80960068
5383;2024-02-26 02:00:00;19.60000038;34.80960068
5384;2024-02-26 02:15:00;19.60000038;34.80960068
5385;2024-02-26 02:30:00;19.60000038;34.80960068
5386;2024-02-26 02:45:00;19.60000038;34.80960068
5387;2024-02-26 03:00:00;19.60000038;34.80960068
5388;2024-02-26 03:15:00;19.60000038;34.80960068
5389;2024-02-26 03:30:00;19.60000038;34.80960068
5390;2024-02-26 03:45:00;19.60000038;34.80960068
5391;2024-02-26 04:00:00;19.60000038;34.80960068
5392;2024-02-26 04:15:00;19.60000038;34.80960068
5393;2024-02-26 04:30:00;19.60000038;34.80960068
5394;2024-02-26 04:45:00;19.60000038;34.80960068
5395;2024-02-26 05:00:00;19.60000038;34.80960068
5396;2024-02-26 05:15:00;19.60000038;34.80960068
5397;2024-02-26 05:30:00;19.60000038;34.80960068
5398;2024-02-26 05:45:00;19.60000038;34.80960068
5399;2024-02-26 06:00:00;19.60000038;34.80960068
5400;2024-02-26 06:15:00;19.60000038;34.80960068
5401;2024-02-26 06:30:00;19.60000038;34.80960068
5402;2024-02-26 06:45:00;19.60000038;34.80960068
5403;2024-02-26 07:00:00;19.60000038;34.80960068
5404;2024-02-26 07:15:00;19.60000038;34.80960068
5405;2024-02-26 07:30:00;19.60000038;34.80960068
5406;2024-02-26 07:45:00;19.60000038;34.80960068
5407;2024-02-26 08:00:00;19.60000038;34.80960068
5408;2024-02-26 08:15:00;19.60000038;34.80960068
5409;2024-02-26 08:30:00;19.60000038;34.80960068
5410;2024-02-26 08:45:00;19.60000038;34.80960068
5411;2024-02-26 09:00:00;19;33.744
5412;2024-02-26 09:15:00;18.60000038;33.03360068
5413;2024-02-26 09:30:00;18.10000038;32.14560068
5414;2024-02-26 09:45:00;17.70000076;31.43520135
5415;2024-02-26 10:00:00;17.70000076;31.43520135
5416;2024-02-26 10:15:00;17.29999924;30.72479865
5417;2024-02-26 10:30:00;16.79999924;29.83679865
5418;2024-02-26 10:45:00;16.39999962;29.12639932
5419;2024-02-26 11:00:00;16;28.416
5420;2024-02-26 11:15:00;17.10000038;30.36960068
5421;2024-02-26 11:30:00;19.89999962;35.34239932
5422;2024-02-26 11:45:00;22.10000038;39.24960068
5423;2024-02-26 12:00:00;23.39999962;41.55839932
5424;2024-02-26 12:15:00;23.10000038;41.02560068
5425;2024-02-26 12:30:00;22.89999962;40.67039932
5426;2024-02-26 12:45:00;22.5;39.96
5427;2024-02-26 13:00:00;22.10000038;39.24960068
5428;2024-02-26 13:15:00;22.58000031;40.10208054
5429;2024-02-26 13:30:00;24.10000038;42.80160068
5430;2024-02-26 13:45:00;25.70000076;45.64320135
5431;2024-02-26 14:00:00;26.5;47.064
5432;2024-02-26 14:15:00;26.29999924;46.70879865
5433;2024-02-26 14:30:00;25.96666654;46.11679977
5434;2024-02-26 14:45:00;25.60000038;45.46560068
5435;2024-02-26 15:00:00;25.20000076;44.75520135
5436;2024-02-26 15:15:00;25;44.4
5437;2024-02-26 15:30:00;25.60000038;45.46560068
5438;2024-02-26 15:45:00;26.20000076;46.53120135
5439;2024-02-26 16:00:00;26.96666654;47.89279977
5440;2024-02-26 16:15:00;27.10000038;48.12960068
5441;2024-02-26 16:30:00;27.29999924;48.48479865
5442;2024-02-26 16:45:00;27.5;48.84
5443;2024-02-26 17:00:00;27.70000076;49.19520135
5444;2024-02-26 17:15:00;27.70000076;49.19520135
5445;2024-02-26 17:30:00;27.70000076;49.19520135
5446;2024-02-26 17:45:00;27.70000076;49.19520135
5447;2024-02-26 18:00:00;27.70000076;49.19520135
5448;2024-02-26 18:15:00;27.70000076;49.19520135
5449;2024-02-26 18:30:00;27.70000076;49.19520135
5450;2024-02-26 18:45:00;27.70000076;49.19520135
5451;2024-02-26 19:00:00;27.70000076;49.19520135
5452;2024-02-26 19:15:00;27.70000076;49.19520135
5453;2024-02-26 19:30:00;27.70000076;49.19520135
5454;2024-02-26 19:45:00;27.70000076;49.19520135
5455;2024-02-26 20:00:00;27.70000076;49.19520135
5456;2024-02-26 20:15:00;27.5;48.84
5457;2024-02-26 20:30:00;27.5;48.84
5458;2024-02-26 20:45:00;27.5;48.84
5459;2024-02-26 21:00:00;27.5;48.84
5460;2024-02-26 21:15:00;27.5;48.84
5461;2024-02-26 21:30:00;27.5;48.84
5462;2024-02-26 21:45:00;27.5;48.84
5463;2024-02-26 22:00:00;27.5;48.84
5464;2024-02-26 22:15:00;27.5;48.84
5465;2024-02-26 22:30:00;27.5;48.84
5466;2024-02-26 22:45:00;27.5;48.84
5467;2024-02-26 23:00:00;27.5;48.84
5468;2024-02-26 23:15:00;27.5;48.84
5469;2024-02-26 23:30:00;27.5;48.84
5470;2024-02-26 23:45:00;27.5;48.84
5471;2024-02-27 00:00:00;27.5;48.84
5472;2024-02-27 00:15:00;27.5;48.84
5473;2024-02-27 00:30:00;27.5;48.84
5474;2024-02-27 00:45:00;27.5;48.84
5475;2024-02-27 01:00:00;27.5;48.84
5476;2024-02-27 01:15:00;27.5;48.84
5477;2024-02-27 01:30:00;27.5;48.84
5478;2024-02-27 01:45:00;27.70000076;49.19520135
5479;2024-02-27 02:00:00;27.70000076;49.19520135
5480;2024-02-27 02:15:00;27.70000076;49.19520135
5481;2024-02-27 02:30:00;27.70000076;49.19520135
5482;2024-02-27 02:45:00;27.70000076;49.19520135
5483;2024-02-27 03:00:00;27.70000076;49.19520135
5484;2024-02-27 03:15:00;27.70000076;49.19520135
5485;2024-02-27 03:30:00;27.70000076;49.19520135
5486;2024-02-27 03:45:00;27.70000076;49.19520135
5487;2024-02-27 04:00:00;27.70000076;49.19520135
5488;2024-02-27 04:15:00;27.70000076;49.19520135
5489;2024-02-27 04:30:00;27.70000076;49.19520135
5490;2024-02-27 04:45:00;27.70000076;49.19520135
5491;2024-02-27 05:00:00;27.70000076;49.19520135
5492;2024-02-27 05:15:00;27.70000076;49.19520135
5493;2024-02-27 05:30:00;27.70000076;49.19520135
5494;2024-02-27 05:45:00;27.70000076;49.19520135
5495;2024-02-27 06:00:00;27.70000076;49.19520135
5496;2024-02-27 06:15:00;27.5;48.84
5497;2024-02-27 06:30:00;27.5;48.84
5498;2024-02-27 06:45:00;27.5;48.84
5499;2024-02-27 07:00:00;27.5;48.84
5500;2024-02-27 07:15:00;27.5;48.84
5501;2024-02-27 07:30:00;27.5;48.84
5502;2024-02-27 07:45:00;27.5;48.84
5503;2024-02-27 08:00:00;27.5;48.84
5504;2024-02-27 08:15:00;27.5;48.84
5505;2024-02-27 08:30:00;27.5;48.84
5506;2024-02-27 08:45:00;27.5;48.84
5507;2024-02-27 09:00:00;27.5;48.84
5508;2024-02-27 09:15:00;27.5;48.84
5509;2024-02-27 09:30:00;27.5;48.84
5510;2024-02-27 09:45:00;27.5;48.84
5511;2024-02-27 10:00:00;27.5;48.84
5512;2024-02-27 10:15:00;27.5;48.84
5513;2024-02-27 10:30:00;27.5;48.84
5514;2024-02-27 10:45:00;27.5;48.84
5515;2024-02-27 11:00:00;27.5;48.84
5516;2024-02-27 11:15:00;27.5;48.84
5517;2024-02-27 11:30:00;27.5;48.84
5518;2024-02-27 11:45:00;27.5;48.84
5519;2024-02-27 12:00:00;27.5;48.84
