nv;Datetime;MS_P;MS_Q;MS_Ep;MS_Eq
5358;2024-02-25 19:45:00;27.17965026;0.863788535;8.392173981;0.337961092
5359;2024-02-25 20:00:00;24.4520355;0.289957182;6.45396072;0.119024356
5360;2024-02-25 20:15:00;18.78497922;-1.838702774;5.40462684;-0.146042341
5361;2024-02-25 20:30:00;16.82410812;-2.857212164;4.451135917;-0.586989367
5362;2024-02-25 20:45:00;27.96850157;-3.120832596;5.599076211;-0.747255595
5363;2024-02-25 21:00:00;17.72280027;-3.00424296;5.71141273;-0.765634444
5364;2024-02-25 21:15:00;16.94736738;-2.767322652;4.333770955;-0.726996761
5365;2024-02-25 21:30:00;17.23851109;-2.99285154;4.273234809;-0.708153526
5366;2024-02-25 21:45:00;18.07136193;-2.296067649;4.413734128;-0.661114899
5367;2024-02-25 22:00:00;30.19962921;1.730892638;6.033873893;-0.577012625
5368;2024-02-25 22:15:00;52.63152687;-0.597983063;10.35389451;0.141613697
5369;2024-02-25 22:30:00;96.62301727;-1.89049968;18.65681802;-0.311060343
5370;2024-02-25 22:45:00;60.75218582;-0.942075432;19.67190039;-0.354071889
5371;2024-02-25 23:00:00;57.45316801;-0.509102878;14.77566923;-0.181397289
5372;2024-02-25 23:15:00;70.89304581;-0.759285641;16.04327673;-0.158548565
5373;2024-02-25 23:30:00;59.62570246;-0.545629095;16.31484353;-0.163114342
5374;2024-02-25 23:45:00;54.89979152;-0.09175802;14.31568675;-0.079673389
5375;2024-02-26 00:00:00;52.91307024;0.216514688;13.47660772;0.015594583
5376;2024-02-26 00:15:00;52.74445499;0.596104653;13.20719065;0.101577418
5377;2024-02-26 00:30:00;63.41823926;-0.109775561;14.52033678;0.060791136
5378;2024-02-26 00:45:00;54.49153493;-0.218487771;14.73872177;-0.041032916
5379;2024-02-26 01:00:00;55.02501171;0.196190486;13.68956833;-0.002787161
5380;2024-02-26 01:15:00;56.5844683;0.025886662;13.951185;0.027759644
5381;2024-02-26 01:30:00;56.04412173;-0.132523083;14.07857375;-0.013329553
5382;2024-02-26 01:45:00;54.2525723;0.263242841;13.78708675;0.030446294
5383;2024-02-26 02:00:00;56.84987995;0.533726607;13.88780653;0.099242619
5384;2024-02-26 02:15:00;54.96987195;0.468652325;13.97746899;0.125297367
5385;2024-02-26 02:30:00;57.30439793;0.03466292;14.03428374;0.062914406
5386;2024-02-26 02:45:00;57.25624406;-0.199080465;14.32008025;-0.020552193
5387;2024-02-26 03:00:00;76.11686014;-0.344067663;16.67163803;-0.067893516
5388;2024-02-26 03:15:00;66.62049577;0.148567702;17.84216949;-0.024549568
5389;2024-02-26 03:30:00;66.62273445;-0.140324529;16.65540378;-0.003851612
5390;2024-02-26 03:45:00;70.10207214;-0.026111374;17.09060082;-0.020804488
5391;2024-02-26 04:00:00;81.22801473;0.116534485;18.91626086;0.011302889
5392;2024-02-26 04:15:00;71.21506767;0.657844599;19.0553853;0.096797386
5393;2024-02-26 04:30:00;59.90097589;0.323304995;16.38950545;0.122643699
5394;2024-02-26 04:45:00;61.57892093;0.178350144;15.1849871;0.096356979
5395;2024-02-26 05:00:00;60.92994424;0.859719686;15.31360815;0.155746946
5396;2024-02-26 05:15:00;72.11282978;1.856472659;16.63034675;0.339524043
5397;2024-02-26 05:30:00;62.83528906;0.744532424;16.86851485;0.295848863
5398;2024-02-26 05:45:00;67.08671406;1.089093333;16.24025039;0.186455088
5399;2024-02-26 06:00:00;87.71145149;9.927867058;19.34977069;1.875139519
5400;2024-02-26 06:15:00;165.0140155;25.56091772;31.59068338;5.221823938
5401;2024-02-26 06:30:00;211.396544;33.2792547;47.05131994;7.355021553
5402;2024-02-26 06:45:00;189.4284909;29.43547464;50.01386652;7.54418479
5403;2024-02-26 07:00:00;187.8959699;32.2567809;47.16555759;7.482592449
5404;2024-02-26 07:15:00;216.8901915;35.61681529;50.59827017;8.484199523
5405;2024-02-26 07:30:00;285.5293436;45.76760439;62.80244188;10.17305246
5406;2024-02-26 07:45:00;297.6440288;51.05704343;72.89667154;12.12181966
5407;2024-02-26 08:00:00;276.4140803;49.93983871;71.75726363;12.67204833
5408;2024-02-26 08:15:00;285.0168829;47.99486808;70.17887039;12.41490156
5409;2024-02-26 08:30:00;288.3436086;50.50374143;71.67006143;12.29186652
5410;2024-02-26 08:45:00;286.6440801;52.43478536;71.87346108;12.86731585
5411;2024-02-26 09:00:00;288.3714718;47.63487297;71.87694398;12.50870729
5412;2024-02-26 09:15:00;267.7228747;52.42888924;69.5117933;12.50797028
5413;2024-02-26 09:30:00;250.0267961;48.34137748;64.71870884;12.59628334
5414;2024-02-26 09:45:00;246.9122915;48.87494957;62.11738594;12.15204088
5415;2024-02-26 10:00:00;277.3053948;53.55187113;65.52721078;12.80335259
5416;2024-02-26 10:15:00;267.4233874;58.94793122;68.09109777;13.86252115
5417;2024-02-26 10:30:00;213.0714028;52.52488359;60.06184877;13.64468478
5418;2024-02-26 10:45:00;264.4045468;53.75650849;59.68449369;13.28517401
5419;2024-02-26 11:00:00;246.4921353;57.2972189;63.86208526;13.62241962
5420;2024-02-26 11:15:00;328.0691261;51.71982888;71.82015768;13.92846266
5421;2024-02-26 11:30:00;321.3975804;52.8506682;81.18333831;13.07131213
5422;2024-02-26 11:45:00;323.8287192;58.96869941;80.65328745;14.56221722
5423;2024-02-26 12:00:00;322.0520352;61.046648;80.7350943;15.39673573
5424;2024-02-26 12:15:00;345.622962;62.88888709;83.45937464;15.49194189
5425;2024-02-26 12:30:00;308.1038291;57.89753905;81.71584889;15.09830327
5426;2024-02-26 12:45:00;279.1904646;54.70518281;73.41178671;14.07534023
5427;2024-02-26 13:00:00;331.4446;51.41475227;76.32938307;13.26499188
5428;2024-02-26 13:15:00;328.0752839;43.57390993;82.43998548;12.21965632
5429;2024-02-26 13:30:00;267.063109;37.08222778;74.39229911;10.27352399
5430;2024-02-26 13:45:00;279.621886;40.52720179;68.33562438;9.701178696
5431;2024-02-26 14:00:00;281.0533175;46.73520855;70.08440044;10.91119295
5432;2024-02-26 14:15:00;231.2274473;38.70174222;64.0350956;10.67945985
5433;2024-02-26 14:30:00;234.5477912;42.78643857;58.22190481;10.1860226
5434;2024-02-26 14:45:00;221.0977955;47.55897271;56.95569833;11.28554865
5435;2024-02-26 15:00:00;246.341617;45.69337225;58.42992657;11.65654312
5436;2024-02-26 15:15:00;222.6387151;40.85575102;58.62254152;10.81864041
5437;2024-02-26 15:30:00;195.3990629;39.77896428;52.25472225;10.07933941
5438;2024-02-26 15:45:00;196.5001073;41.80487408;48.98739627;10.19797979
5439;2024-02-26 16:00:00;194.1536143;43.50298411;48.8317152;10.66348227
5440;2024-02-26 16:15:00;160.168819;38.46382693;44.29030416;10.24585138
5441;2024-02-26 16:30:00;148.84665;32.71560031;38.62693362;8.897428404
5442;2024-02-26 16:45:00;130.6405879;28.53148596;34.93590474;7.694839756
5443;2024-02-26 17:00:00;131.6010056;28.83596837;32.78019918;7.170931791
5444;2024-02-26 17:15:00;108.287774;25.24824796;29.98609744;6.760527042
5445;2024-02-26 17:30:00;100.9055484;22.99472304;26.1491653;6.030371375
5446;2024-02-26 17:45:00;107.4807332;25.53709951;26.04828521;6.066477818
5447;2024-02-26 18:00:00;122.4791089;26.07883365;28.74498027;6.451991644
5448;2024-02-26 18:15:00;103.9366082;19.23514708;28.30196465;5.66424759
5449;2024-02-26 18:30:00;98.00295065;18.2450671;25.24244486;4.685026773
5450;2024-02-26 18:45:00;102.2615421;25.14609474;25.0330616;5.423895231
5451;2024-02-26 19:00:00;106.1795163;27.12277238;26.05513231;6.533608391
5452;2024-02-26 19:15:00;97.6203296;25.41111529;25.47498074;6.556896728
5453;2024-02-26 19:30:00;113.9623802;27.55376785;26.44783873;6.620689262
5454;2024-02-26 19:45:00;121.5437571;29.76042406;29.43826716;7.164273989
5455;2024-02-26 20:00:00;104.9349448;23.47795796;28.30983773;6.654797752
5456;2024-02-26 20:15:00;102.9525457;20.78443904;25.98593631;5.532799624
5457;2024-02-26 20:30:00;103.5287369;21.00846903;25.81016033;5.224113508
5458;2024-02-26 20:45:00;101.5773299;19.48380191;25.63825836;5.074394812
5459;2024-02-26 21:00:00;109.4797238;20.47048117;26.38213171;5.006782117
5460;2024-02-26 21:15:00;105.6301909;20.10420617;26.88873933;5.071835917
5461;2024-02-26 21:30:00;102.9460761;17.52033933;26.07203338;4.703068187
5462;2024-02-26 21:45:00;117.389431;29.85692132;27.54193838;5.922157581
5463;2024-02-26 22:00:00;113.1074333;28.7412461;28.81210804;7.324770928
5464;2024-02-26 22:15:00;108.1097518;27.19390955;27.65214814;6.991894457
5465;2024-02-26 22:30:00;102.1538741;25.44747516;26.28295324;6.58017309
5466;2024-02-26 22:45:00;109.1435486;25.91891693;26.41217784;6.420799011
5467;2024-02-26 23:00:00;107.5321139;24.34866432;27.08445781;6.281834292
5468;2024-02-26 23:15:00;105.8261183;27.21942921;26.66977903;6.445606877
5469;2024-02-26 23:30:00;95.34721342;22.31936554;25.14666646;6.192349345
5470;2024-02-26 23:45:00;91.57103039;19.95142946;23.36478048;5.283849375
5471;2024-02-27 00:00:00;105.946875;20.14313087;24.68973818;5.254920189
5472;2024-02-27 00:15:00;102.9816021;21.46442872;26.11605964;5.236354253
5473;2024-02-27 00:30:00;95.9652294;21.43690872;24.86835394;5.36266718
5474;2024-02-27 00:45:00;99.51666656;25.15878923;24.43523699;5.824462244
5475;2024-02-27 01:00:00;98.01713353;22.08335894;24.69172501;5.90526852
5476;2024-02-27 01:15:00;88.36405491;17.27517418;23.29764856;4.92159964
5477;2024-02-27 01:30:00;86.73297696;17.2300104;21.87568038;4.315644808
5478;2024-02-27 01:45:00;90.32519704;19.37365837;22.13227175;4.575458597
5479;2024-02-27 02:00:00;94.00470929;19.69162904;23.04123829;4.883160926
5480;2024-02-27 02:15:00;83.8536979;12.31608591;22.2323009;4.000964368
5481;2024-02-27 02:30:00;79.95381667;9.907625006;20.47593932;2.777963864
5482;2024-02-27 02:45:00;89.82459437;14.83908254;21.22230138;3.093338443
5483;2024-02-27 03:00:00;84.71137727;13.49163152;21.81699646;3.541339258
5484;2024-02-27 03:15:00;110.2782282;18.91299158;24.37370069;4.050577888
5485;2024-02-27 03:30:00;130.1395908;28.14900862;30.05222738;5.882750024
5486;2024-02-27 03:45:00;113.7024788;27.15773756;30.48025871;6.879692424
5487;2024-02-27 04:00:00;109.8326794;28.28864479;27.94189478;6.870473581
5488;2024-02-27 04:15:00;102.4655982;20.42673629;26.5372847;6.089422634
5489;2024-02-27 04:30:00;111.0817618;25.63795626;26.69342;5.814388893
5490;2024-02-27 04:45:00;120.2939501;26.81494954;28.92196399;6.589449927
5491;2024-02-27 05:00:00;111.1362593;22.56808945;28.92877619;6.172879874
5492;2024-02-27 05:15:00;105.6702589;23.55567196;27.10081478;5.719153347
5493;2024-02-27 05:30:00;113.2989904;28.24870605;27.37115617;6.38636871
5494;2024-02-27 05:45:00;117.5746566;25.43488201;28.85920588;6.76791631
5495;2024-02-27 06:00:00;122.6361528;24.64390199;30.02635117;6.413501165
5496;2024-02-27 06:15:00;127.5667116;25.46476126;31.27535805;6.285332552
5497;2024-02-27 06:30:00;164.5806145;33.98606861;36.51841577;7.431353734
5498;2024-02-27 06:45:00;173.4289206;41.89278028;42.23668802;9.484856112
5499;2024-02-27 07:00:00;217.3328396;40.1851469;48.84522002;10.26544049
5500;2024-02-27 07:15:00;227.4750689;38.32588005;55.60098857;10.20907185
5501;2024-02-27 07:30:00;231.4563107;37.07285929;57.36642246;9.9194937
5502;2024-02-27 07:45:00;236.9341702;41.91190385;58.54881012;9.853232982
5503;2024-02-27 08:00:00;246.4328957;43.69580607;60.42088324;10.72854218
5504;2024-02-27 08:15:00;251.5910665;44.76157915;62.25299527;11.05717315
5505;2024-02-27 08:30:00;274.3294021;49.74940294;65.74005858;11.82285708
5506;2024-02-27 08:45:00;281.128671;47.99966246;69.43225914;12.17400918
5507;2024-02-27 09:00:00;279.705271;50.7816903;70.10424275;12.33257957
5508;2024-02-27 09:15:00;279.6707455;52.65051782;69.92200205;12.77325051
5509;2024-02-27 09:30:00;261.0382803;48.06030633;67.58862822;12.49453173
5510;2024-02-27 09:45:00;229.4011352;41.75785659;61.30492694;11.22727036
5511;2024-02-27 10:00:00;260.8858366;46.92653548;61.28587147;11.08554901
5512;2024-02-27 10:15:00;306.8687769;51.02416632;70.96932668;12.24383772
5513;2024-02-27 10:30:00;305.5074606;50.39965425;76.54702969;12.67797757
5514;2024-02-27 10:45:00;334.0892518;53.1758605;79.94958905;12.94693934
5515;2024-02-27 11:00:00;272.8914529;50.75381901;75.87258809;12.99120994
5516;2024-02-27 11:15:00;253.6304366;41.64660529;65.81523619;11.55005304
5517;2024-02-27 11:30:00;268.4738608;48.08548208;65.26303718;11.88601458
5518;2024-02-27 11:45:00;291.1156678;48.53452339;69.94869108;12.18171734
5519;2024-02-27 12:00:00;300.3853719;46.7421843;73.93762997;11.89782753
5520;2024-02-27 12:15:00;250.9370867;39.18609112;68.91530733;10.74103443
5521;2024-02-27 12:30:00;243.553154;38.64035658;61.81128009;9.728305962
5522;2024-02-27 12:45:00;285.2287559;36.04177424;66.09773874;9.335266352
5523;2024-02-27 13:00:00;294.1492932;40.5524619;72.42225614;9.574279518
5524;2024-02-27 13:15:00;278.6391457;43.22736637;71.59855487;10.47045908
5525;2024-02-27 13:30:00;245.5486994;40.40091173;65.52348065;10.45428266
5526;2024-02-27 13:45:00;242.668359;38.48819962;61.02713231;9.861138918
5527;2024-02-27 14:00:00;227.5291315;37.37065655;58.77468632;9.475638561
5528;2024-02-27 14:15:00;206.234837;24.18527086;54.22049606;7.680164443
5529;2024-02-27 14:30:00;204.3919244;33.19452888;51.32834518;7.170688801
5530;2024-02-27 14:45:00;184.6283527;32.96886295;48.62753464;8.270423979
5531;2024-02-27 15:00:00;172.6057104;36.58919854;44.65425789;8.688478878
5532;2024-02-27 15:15:00;153.1148136;25.28763575;40.7150655;7.734604286
5533;2024-02-27 15:30:00;157.4603481;22.28022411;38.82189522;5.94439657
5534;2024-02-27 15:45:00;172.9475905;30.54561392;41.30099232;6.58892048
5535;2024-02-27 16:00:00;144.1486336;31.63233952;39.63702801;7.770224704
5536;2024-02-27 16:15:00;145.2455166;29.16483607;36.17426878;7.599646948
5537;2024-02-27 16:30:00;139.6112299;29.39543484;35.60709331;7.320033863
5538;2024-02-27 16:45:00;135.6123336;32.14448019;34.40294543;7.692489378
5539;2024-02-27 17:00:00;117.3861324;32.17510365;31.61318629;8.039947979
5540;2024-02-27 17:15:00;108.8918872;23.10436261;28.28475245;6.909933282
5541;2024-02-27 17:30:00;114.8068781;23.40001738;27.96234566;5.813047499
5542;2024-02-27 17:45:00;145.4417055;24.45858881;32.53107295;5.982325773
5543;2024-02-27 18:00:00;144.0387327;21.06598426;36.18505478;5.486286324
5544;2024-02-27 18:15:00;110.3320138;19.17557768;31.79634331;4.959623015
5545;2024-02-27 18:30:00;116.6457677;19.65731188;28.37222268;4.854111195
5546;2024-02-27 18:45:00;120.0670491;18.80279323;29.5891021;4.799680483
5547;2024-02-27 19:00:00;124.20536;24.73791567;30.53405114;5.383675643
5548;2024-02-27 19:15:00;114.0986559;26.23359856;29.78800199;6.358697602
5549;2024-02-27 19:30:00;111.0129722;24.21520833;28.13895351;6.306100861
5550;2024-02-27 19:45:00;113.8955405;25.69402919;28.11356409;6.238654689
5551;2024-02-27 20:00:00;111.7136673;24.51375748;28.20115098;6.275973333
5552;2024-02-27 20:15:00;100.2191036;21.76735048;26.49159637;5.785138495
5553;2024-02-27 20:30:00;95.62988148;17.77035963;24.48112314;4.942213764
5554;2024-02-27 20:45:00;108.4690289;23.12877357;25.5123638;5.11239165
5555;2024-02-27 21:00:00;112.5949112;27.37794961;27.63299252;6.313952631
5556;2024-02-27 21:15:00;119.1072392;30.48705222;28.96276881;7.241875697
5557;2024-02-27 21:30:00;111.2820244;28.10030392;28.79865795;7.323419518
5558;2024-02-27 21:45:00;111.9003532;29.20033426;27.8977972;7.162579772
5559;2024-02-27 22:00:00;123.1957561;32.3464983;29.38701366;7.693354069
5560;2024-02-27 22:15:00;99.33472047;24.72244483;27.81630957;7.133617891
5561;2024-02-27 22:30:00;98.90918531;22.06729662;24.78048822;5.846315278
5562;2024-02-27 22:45:00;121.1702955;30.50170882;27.5099351;6.573973713
5563;2024-02-27 23:00:00;117.0759414;32.41983124;29.78077961;7.88368301
5564;2024-02-27 23:15:00;125.8460813;31.59721795;30.36525285;7.993590152
5565;2024-02-27 23:30:00;110.04476;27.71254191;29.48635517;7.423000557
5566;2024-02-27 23:45:00;106.5774548;28.62385386;27.07777685;7.042049471
5567;2024-02-28 00:00:00;111.1172616;29.42603117;27.21183955;7.256235628
5568;2024-02-28 00:15:00;101.0924754;24.56640586;26.52621712;6.749054628
5569;2024-02-28 00:30:00;122.5350982;32.64785299;27.9534467;7.151782356
5570;2024-02-28 00:45:00;113.0634002;30.89828061;29.44981229;7.943266701
5571;2024-02-28 01:00:00;103.2724001;26.27479254;27.04197503;7.146634144
5572;2024-02-28 01:15:00;121.5372098;30.07613177;28.10120123;7.043865539
5573;2024-02-28 01:30:00;97.11413186;24.63646641;27.33141771;6.839074773
5574;2024-02-28 01:45:00;102.6462928;27.00760614;24.97005308;6.455509069
5575;2024-02-28 02:00:00;111.2312471;27.55762175;26.73469248;6.820653486
5576;2024-02-28 02:15:00;77.68581086;10.77661202;23.61463224;4.791779221
5577;2024-02-28 02:30:00;70.16657814;9.409364677;18.48154863;2.523247087
5578;2024-02-28 02:45:00;93.17945824;18.10897558;20.41825455;3.440809807
5579;2024-02-28 03:00:00;104.2633982;16.50226767;24.68035705;4.324258964
5580;2024-02-28 03:15:00;121.7482409;26.08985138;28.25145489;5.318403518
5581;2024-02-28 03:30:00;104.3532775;22.18016323;28.2626898;6.033751827
5582;2024-02-28 03:45:00;120.8092922;24.85892365;28.14532121;5.87988586
5583;2024-02-28 04:00:00;118.2681748;28.57239049;29.88468338;6.678914268
5584;2024-02-28 04:15:00;112.2236228;30.12286531;28.81147471;7.336906975
5585;2024-02-28 04:30:00;109.938143;29.39407862;27.77022073;7.439617991
5586;2024-02-28 04:45:00;114.9346279;30.58991467;28.10909637;7.497999161
5587;2024-02-28 05:00:00;119.0500298;30.24118703;29.24808222;7.603887711
5588;2024-02-28 05:15:00;139.6802538;28.82624758;32.34128545;7.383429326
5589;2024-02-28 05:30:00;136.9417209;26.36615619;34.57774684;6.899050472
5590;2024-02-28 05:45:00;140.3624467;26.96567709;34.66302095;6.665653011
5591;2024-02-28 06:00:00;191.5701825;25.23931498;41.49157864;6.584307787
5592;2024-02-28 06:15:00;181.1958013;34.2454971;46.59574798;7.437357821
5593;2024-02-28 06:30:00;187.3214477;38.9115083;46.06465613;9.144625675
5594;2024-02-28 06:45:00;192.0938554;46.58759308;47.32589533;10.68738767
5595;2024-02-28 07:00:00;255.0429822;54.46918578;55.8921047;12.63209736
5596;2024-02-28 07:15:00;271.8782978;61.68500739;65.86516;14.47942317
5597;2024-02-28 07:30:00;294.6362668;55.94957497;70.81432058;14.70279542
5598;2024-02-28 07:45:00;277.2666451;54.64378508;71.48786399;13.82417001
5599;2024-02-28 08:00:00;265.0319439;58.68867956;67.78732363;14.16655808
5600;2024-02-28 08:15:00;248.8482374;44.6952277;64.23502266;12.92298841
5601;2024-02-28 08:30:00;233.2556435;44.40675753;60.26298512;11.13774815
5602;2024-02-28 08:45:00;275.8961943;56.24365064;63.64397972;12.59487864
5603;2024-02-28 09:00:00;295.8776698;61.50990969;71.471733;14.56131376
5604;2024-02-28 09:15:00;283.9819285;55.61309342;72.48244978;14.64037539
5605;2024-02-28 09:30:00;290.1079365;54.33475177;71.76123312;13.73616049
5606;2024-02-28 09:45:00;273.0865349;59.85261773;70.39930892;14.27342119
5607;2024-02-28 10:00:00;284.5251264;55.60907156;69.70145766;14.43271116
5608;2024-02-28 10:15:00;267.4299615;52.34876861;68.99438599;13.49473002
5609;2024-02-28 10:30:00;264.0064718;53.2089207;66.42955417;13.19471116
5610;2024-02-28 10:45:00;271.7472772;54.78974718;66.96921863;13.49983349
5611;2024-02-28 11:00:00;260.7755051;50.03262784;66.56534779;13.09784145
5612;2024-02-28 11:15:00;261.4628734;54.49552017;65.27979731;13.48975496
5613;2024-02-28 11:30:00;272.1472799;58.62222262;66.70126916;14.15063693
5614;2024-02-28 11:45:00;297.7178544;56.80495903;71.23314179;14.47981673
5615;2024-02-28 12:00:00;274.9620265;58.51612365;71.58498512;14.44724972
5616;2024-02-28 12:15:00;241.7476857;60.76623134;64.58871403;14.91029437
5617;2024-02-28 12:30:00;232.73211;50.64963807;59.30997446;13.86905713
5618;2024-02-28 12:45:00;235.7230965;49.00596316;58.55690081;12.26991543
5619;2024-02-28 13:00:00;215.0936132;47.59549714;56.35208871;12.07518254
5620;2024-02-28 13:15:00;212.802098;47.28854022;53.4869639;11.86050467
5621;2024-02-28 13:30:00;227.1973914;50.6476606;54.99993618;12.2420251
5622;2024-02-28 13:45:00;242.5410896;54.23964082;58.71731012;13.11091268
5623;2024-02-28 14:00:00;255.1184071;58.38376963;62.20743708;14.07792631
5624;2024-02-28 14:15:00;249.7398551;56.16919675;63.10728278;14.3191208
5625;2024-02-28 14:30:00;238.9808285;52.26077313;61.09008546;13.55374624
5626;2024-02-28 14:45:00;244.8834435;54.84960438;60.48303401;13.38879719
5627;2024-02-28 15:00:00;228.1383598;52.95691025;59.12772542;13.47581433
5628;2024-02-28 15:15:00;182.7697062;39.02219405;51.36350825;11.49738804
5629;2024-02-28 15:30:00;156.5456708;29.97152223;42.41442212;8.624214535
5630;2024-02-28 15:45:00;145.5303761;33.17543696;37.75950587;7.893369899
5631;2024-02-28 16:00:00;164.7111954;34.00212998;38.78019645;8.397195868
5632;2024-02-28 16:15:00;150.8743464;36.0520279;39.44819272;8.756769736
5633;2024-02-28 16:30:00;118.5840131;33.48350376;33.68229493;8.691941458
5634;2024-02-28 16:45:00;123.3451173;37.25798694;30.23319402;8.844587282
5635;2024-02-28 17:00:00;135.0445039;36.92938877;32.29870266;9.273421964
5636;2024-02-28 17:15:00;132.8494926;33.83384823;33.48674956;8.845404626
5637;2024-02-28 17:30:00;132.1090525;32.28892939;33.11981814;8.265347202
5638;2024-02-28 17:45:00;149.7712801;42.02070065;35.23504158;9.288703754
5639;2024-02-28 18:00:00;136.1879108;40.21458563;35.74489886;10.27941079
5640;2024-02-28 18:15:00;107.7463638;34.46089602;30.49178433;9.334435206
5641;2024-02-28 18:30:00;117.0779647;32.81867294;28.10304107;8.409946119
5642;2024-02-28 18:45:00;135.3544904;37.13109988;31.55405689;8.743721602
5643;2024-02-28 19:00:00;145.5404737;41.07101823;35.11187052;9.775264764
5644;2024-02-28 19:15:00;149.1614084;39.29792352;36.83773526;10.04611772
5645;2024-02-28 19:30:00;128.9662941;30.42828087;34.76596281;8.715775549
5646;2024-02-28 19:45:00;136.703301;30.11164409;33.20869939;7.56749062
5647;2024-02-28 20:00:00;139.5269984;34.59383512;34.52878742;8.088184901
5648;2024-02-28 20:15:00;121.2704336;34.71821078;32.599679;8.664005738
5649;2024-02-28 20:30:00;115.5744519;30.11155973;29.60561069;8.103721314
5650;2024-02-28 20:45:00;134.2483515;38.30437056;31.22785043;8.551991286
5651;2024-02-28 21:00:00;128.8918583;38.78887791;32.89252623;9.636656059
5652;2024-02-28 21:15:00;134.2338739;40.78700067;32.89071653;9.946984822
5653;2024-02-28 21:30:00;124.6491333;38.44486252;32.3603759;9.903982898
5654;2024-02-28 21:45:00;132.6965218;38.9348573;32.16820688;9.672464978
5655;2024-02-28 22:00:00;140.0658763;39.75002306;34.09529975;9.874755252
5656;2024-02-28 22:15:00;103.9567503;26.32883522;30.50282832;8.267913267
5657;2024-02-28 22:30:00;105.3125873;27.23572765;26.1586672;6.695570358
5658;2024-02-28 22:45:00;120.6960259;28.57602342;28.25107666;6.976468884
5659;2024-02-28 23:00:00;110.4090062;25.48815466;28.88812901;6.75802226
5660;2024-02-28 23:15:00;109.204282;22.71381101;27.45166102;6.025245708
5661;2024-02-28 23:30:00;116.2720519;24.27886257;28.18454174;5.874084197
5662;2024-02-28 23:45:00;103.337325;22.45489782;27.45117211;5.841720048
5663;2024-02-29 00:00:00;120.1669611;25.98413253;27.93803576;6.054878794
5664;2024-02-29 00:15:00;115.133847;29.73708423;29.41260101;6.999493245
5665;2024-02-29 00:30:00;99.05494165;29.08287544;26.77359858;7.35757163
5666;2024-02-29 00:45:00;113.4359561;28.33895116;26.56136222;7.177728324
5667;2024-02-29 01:00:00;111.9275483;27.22084839;28.17043806;6.944974943
5668;2024-02-29 01:15:00;103.0351827;29.31133291;26.87034138;7.066522662
5669;2024-02-29 01:30:00;118.1987183;29.8445775;27.65423762;7.394488802
5670;2024-02-29 01:45:00;125.4000172;29.59138917;30.44984193;7.515583436
5671;2024-02-29 02:00:00;106.9766211;25.35371407;29.04707979;6.897973413
5672;2024-02-29 02:15:00;101.9377862;17.70269157;26.11430091;5.382050705
5673;2024-02-29 02:30:00;87.4212666;11.0286207;23.6698816;3.591414033
5674;2024-02-29 02:45:00;94.92592197;19.17948791;22.79339857;3.776013576
5675;2024-02-29 03:00:00;115.2483234;21.87522461;26.27178067;5.131839066
5676;2024-02-29 03:15:00;119.2246212;24.79161741;29.30911808;5.833355253
5677;2024-02-29 03:30:00;109.0693855;22.39860445;28.53675084;5.898777733
5678;2024-02-29 03:45:00;120.3829682;23.72132654;28.68154422;5.764991373
5679;2024-02-29 04:00:00;122.6668258;26.27919719;30.38122425;6.286096218
5680;2024-02-29 04:15:00;115.0985373;27.75775252;29.72067039;6.782179724
5681;2024-02-29 04:30:00;116.9493834;28.9454753;29.00599009;7.087903479
5682;2024-02-29 04:45:00;121.9353027;29.30507429;29.86058575;7.263669173
5683;2024-02-29 05:00:00;158.8820525;30.10742033;35.1021694;7.417636283
5684;2024-02-29 05:15:00;154.3368935;25.2743003;39.15236825;6.922715079
5685;2024-02-29 05:30:00;162.0786264;23.18159556;39.55193998;6.056986983
5686;2024-02-29 05:45:00;156.3199536;29.99199325;39.79982249;6.646698602
5687;2024-02-29 06:00:00;162.0079041;31.55739522;39.79098222;7.693673558
5688;2024-02-29 06:15:00;199.7132098;37.09372383;45.21513924;8.578999168
5689;2024-02-29 06:30:00;216.5886902;44.75716287;52.03517542;10.23136084
5690;2024-02-29 06:45:00;235.3157938;54.24201724;56.4880605;12.37489751
5691;2024-02-29 07:00:00;226.6217282;50.52326838;57.74219025;13.0956607
5692;2024-02-29 07:15:00;261.4431396;54.86442265;61.00810847;13.17346138
5693;2024-02-29 07:30:00;283.608219;56.40309141;68.13141982;13.90843926
5694;2024-02-29 07:45:00;282.4331574;55.96340306;70.75517204;14.06493199
5695;2024-02-29 08:00:00;282.5194088;57.18784238;70.61907077;14.39644938
5696;2024-02-29 08:15:00;308.3948939;61.16595837;73.86428784;14.89938868
5697;2024-02-29 08:30:00;309.5017958;64.28303944;77.23708622;15.69149214
5698;2024-02-29 08:45:00;293.552226;66.12292652;75.38175273;16.26825545
5699;2024-02-29 09:00:00;290.6609408;42.61640719;73.02664585;11.3841405
5700;2024-02-29 09:15:00;276.1339044;39.49866713;70.84935565;10.21502966
5701;2024-02-29 09:30:00;281.506749;40.62212965;69.70508167;9.913790585
5702;2024-02-29 09:45:00;268.9243623;61.28653661;68.80388891;10.22522208
5703;2024-02-29 10:00:00;253.306417;57.70621062;65.27884741;14.8740934
5704;2024-02-29 10:15:00;284.4248827;62.72332359;67.21641247;15.05369178
5705;2024-02-29 10:30:00;284.604781;58.95818169;71.12870796;15.21018816
5706;2024-02-29 10:45:00;289.1534893;65.72611199;71.71978379;15.58488534
