nv;Datetime;bystar2_P;bystar2_Q;bystar2_Ep;bystar2_Eq
0;2024-01-01 00:15:00;0;0.017931379;0;0
1;2024-01-01 00:30:00;0;0.017592506;4.93038E-06;0.004440486
2;2024-01-01 00:45:00;0;0.017441019;2.18021E-05;0.004379191
3;2024-01-01 01:00:00;0;0.017749307;5.3736E-05;0.004398791
4;2024-01-01 01:15:00;0;0.01807376;0.000103853;0.004477883
5;2024-01-01 01:30:00;0;0.017510351;0;0.004448014
6;2024-01-01 01:45:00;0;0.018607436;0;0.004514723
7;2024-01-01 02:00:00;0;0.01794275;0;0.004568773
8;2024-01-01 02:15:00;0;0.01819972;0;0.004517809
9;2024-01-01 02:30:00;0;0.01829903;0;0.004562344
10;2024-01-01 02:45:00;0;0.017157002;0;0.004432004
11;2024-01-01 03:00:00;0;0.017999029;0;0.004394504
12;2024-01-01 03:15:00;0;0.017179901;0;0.004397366
13;2024-01-01 03:30:00;0;0.017884314;0;0.004383027
14;2024-01-01 03:45:00;0;0.017253332;0;0.004392206
15;2024-01-01 04:00:00;0;0.017764694;0;0.004377253
16;2024-01-01 04:15:00;0;0.018148515;0;0.004489151
17;2024-01-01 04:30:00;0;0.018275311;0;0.004552978
18;2024-01-01 04:45:00;0;0.017722974;0;0.004499786
19;2024-01-01 05:00:00;0;0.017883512;0;0.004450811
20;2024-01-01 05:15:00;0;0.01770308;0;0.004448324
21;2024-01-01 05:30:00;0;0.017463916;0;0.004395874
22;2024-01-01 05:45:00;0;0.017632949;0;0.004387108
23;2024-01-01 06:00:00;0;0.017320583;0;0.004369192
24;2024-01-01 06:15:00;0;0.017137892;0;0.004307309
25;2024-01-01 06:30:00;0;0.017161429;0;0.004287415
26;2024-01-01 06:45:00;0;0.017083585;0;0.004280627
27;2024-01-01 07:00:00;0;0.017109199;0;0.004274098
28;2024-01-01 07:15:00;0;0.017577905;0;0.004335888
29;2024-01-01 07:30:00;0;0.017855103;0;0.004429126
30;2024-01-01 07:45:00;0;0.017490099;0;0.00441815
31;2024-01-01 08:00:00;0;0.018072572;0;0.004445334
32;2024-01-01 08:15:00;0;0.017833465;0;0.004488255
33;2024-01-01 08:30:00;0;0.017249375;0;0.004385355
34;2024-01-01 08:45:00;0;0.017990291;0;0.004404958
35;2024-01-01 09:00:00;0;0.016131478;0;0.004265221
36;2024-01-01 09:15:00;0;0.018414821;0;0.004318287
37;2024-01-01 09:30:00;0;0.017645524;0;0.004507543
38;2024-01-01 09:45:00;0;0.017323164;0;0.004371086
39;2024-01-01 10:00:00;0;0.017368395;0;0.004336445
40;2024-01-01 10:15:00;0;0.01823035;0;0.004449843
41;2024-01-01 10:30:00;0;0.018068416;0;0.004537346
42;2024-01-01 10:45:00;0;0.016540556;0;0.004326122
43;2024-01-01 11:00:00;0;0.017458981;0;0.004249942
44;2024-01-01 11:15:00;0;0.01728031;0;0.004342411
45;2024-01-01 11:30:00;0;0.017141279;0;0.004302699
46;2024-01-01 11:45:00;0;0.017344634;0;0.004310739
47;2024-01-01 12:00:00;0;0.017661923;0;0.00437582
48;2024-01-01 12:15:00;0;0.017846885;0;0.004438601
49;2024-01-01 12:30:00;0;0.017157911;0;0.004375599
50;2024-01-01 12:45:00;0;0.017527228;0;0.004335642
51;2024-01-01 13:00:00;0;0.016990891;0;0.004314765
52;2024-01-01 13:15:00;0;0.017528798;0;0.004314961
53;2024-01-01 13:30:00;0;0.01793915;0;0.004433494
54;2024-01-01 13:45:00;0;0.017096755;0;0.004379488
55;2024-01-01 14:00:00;0;0.017323772;0;0.004302566
56;2024-01-01 14:15:00;0;0.017199257;0;0.004315379
57;2024-01-01 14:30:00;0;0.017210526;0;0.004301223
58;2024-01-01 14:45:00;0;0.017686741;0;0.004362158
59;2024-01-01 15:00:00;0;0.017351382;0;0.004379765
60;2024-01-01 15:15:00;0;0.01765094;0;0.00437529
61;2024-01-01 15:30:00;0;0.017795312;0;0.004430782
62;2024-01-01 15:45:00;0;0.017452661;0;0.004405997
63;2024-01-01 16:00:00;0;0.017711015;0;0.00439546
64;2024-01-01 16:15:00;0;0.017964974;0;0.004459499
65;2024-01-01 16:30:00;0;0.017486361;0;0.004431417
66;2024-01-01 16:45:00;0;0.017476738;0;0.004370387
67;2024-01-01 17:00:00;0;0.018058993;0;0.004441966
68;2024-01-01 17:15:00;0;0.017194894;0;0.004406736
69;2024-01-01 17:30:00;0;0.017570317;0;0.004345651
70;2024-01-01 17:45:00;0;0.017386031;0;0.004369544
71;2024-01-01 18:00:00;0;0.017512829;0;0.004362357
72;2024-01-01 18:15:00;0;0.0171358;0;0.004331079
73;2024-01-01 18:30:00;0;0.017253789;0;0.004298699
74;2024-01-01 18:45:00;0;0.017126336;0;0.004297516
75;2024-01-01 19:00:00;0;0.017887233;0;0.004376696
76;2024-01-01 19:15:00;0;0.017247324;0;0.00439182
77;2024-01-01 19:30:00;0;0.017287546;0;0.004316859
78;2024-01-01 19:45:00;0;0.017513148;0;0.004350087
79;2024-01-01 20:00:00;0;0.016717721;0;0.004278859
80;2024-01-01 20:15:00;0;0.017391399;0;0.00426364
81;2024-01-01 20:30:00;0;0.017712355;0;0.004387969
82;2024-01-01 20:45:00;0;0.018041671;0;0.004469253
83;2024-01-01 21:00:00;0;0.017670146;0;0.004463977
84;2024-01-01 21:15:00;0;0.017554143;0;0.004403036
85;2024-01-01 21:30:00;0;0.017581558;0;0.004391963
86;2024-01-01 21:45:00;0;0.017450899;0;0.004379057
87;2024-01-01 22:00:00;0;0.018033203;0;0.004435513
88;2024-01-01 22:15:00;0;0.016986156;0;0.00437742
89;2024-01-01 22:30:00;0;0.018205136;0;0.004398912
90;2024-01-01 22:45:00;0;0.017880672;0;0.004510726
91;2024-01-01 23:00:00;0;0.017941049;0;0.004477715
92;2024-01-01 23:15:00;0;0.015899562;0;0.004230076
93;2024-01-01 23:30:00;0;0.017372604;0;0.004159021
94;2024-01-01 23:45:00;0;0.017960723;0;0.004416666
95;2024-01-02 00:00:00;0;0.017480247;0;0.004430121
96;2024-01-02 00:15:00;0;0.017489493;0;0.004371217
97;2024-01-02 00:30:00;0;0.018231516;0;0.004465126
98;2024-01-02 00:45:00;0;0.017928694;0;0.004520026
99;2024-01-02 01:00:00;0;0.017640684;0;0.004446172
100;2024-01-02 01:15:00;0;0.017920734;0;0.004445177
101;2024-01-02 01:30:00;0;0.018005039;0;0.004490722
102;2024-01-02 01:45:00;0;0.017410278;0;0.004426915
103;2024-01-02 02:00:00;0;0.01778454;0;0.004399352
104;2024-01-02 02:15:00;0;0.017690708;0;0.004434406
105;2024-01-02 02:30:00;0;0.0177262;0;0.004427113
106;2024-01-02 02:45:00;0;0.017729773;0;0.004431997
107;2024-01-02 03:00:00;0;0.018297426;0;0.0045034
108;2024-01-02 03:15:00;0;0.017594372;0;0.004486475
109;2024-01-02 03:30:00;0;0.018111902;0;0.004463284
110;2024-01-02 03:45:00;0;0.01771542;0;0.004478415
111;2024-01-02 04:00:00;0;0.017522962;0;0.004404798
112;2024-01-02 04:15:00;0;0.01742372;0;0.004368335
113;2024-01-02 04:30:00;0;0.017894495;0;0.004414777
114;2024-01-02 04:45:00;0;0.017645917;0;0.004442552
115;2024-01-02 05:00:00;0;0.017522773;0;0.004396086
116;2024-01-02 05:15:00;0;0.017559033;0;0.004385226
117;2024-01-02 05:30:00;0;0.017582611;0;0.004392706
118;2024-01-02 05:45:00;0;0.015755054;0;0.004167208
119;2024-01-02 06:00:00;0;0.017364583;0;0.004139955
120;2024-01-02 06:15:00;0.295707595;-1.195358439;0;-0.002108413
121;2024-01-02 06:30:00;7.592611076;-3.081624215;0.986039834;-0.534622832
122;2024-01-02 06:45:00;9.492922612;-4.592283282;2.135691711;-0.959238437
123;2024-01-02 07:00:00;7.84016566;-4.124721731;2.166636034;-1.089625627
124;2024-01-02 07:15:00;3.640411846;-1.551297499;1.435072188;-0.709502404
125;2024-01-02 07:30:00;2.626177778;-1.969941722;0.783323703;-0.440154903
126;2024-01-02 07:45:00;6.414395776;-1.817571187;1.130071694;-0.473439114
127;2024-01-02 08:00:00;6.140693292;-2.568472782;1.569386134;-0.548255496
128;2024-01-02 08:15:00;5.750658692;-2.014049476;1.486418998;-0.572815282
129;2024-01-02 08:30:00;6.283474021;-2.188782287;1.504266589;-0.52535397
130;2024-01-02 08:45:00;6.094338687;-1.886144193;1.547226589;-0.50936581
131;2024-01-02 09:00:00;4.999770556;-2.662816469;1.386763655;-0.568620083
132;2024-01-02 09:15:00;6.155385778;-2.684060682;1.394394542;-0.668359644
133;2024-01-02 09:30:00;5.761663049;-2.338355141;1.489631103;-0.627801978
134;2024-01-02 09:45:00;6.579395597;-2.827379715;1.542632331;-0.645716857
135;2024-01-02 10:00:00;4.797461924;-2.74651407;1.42210719;-0.696736723
136;2024-01-02 10:15:00;4.217429146;-3.041382163;1.126861384;-0.723487029
137;2024-01-02 10:30:00;0.67805269;-1.79738311;0.61193523;-0.604845659
138;2024-01-02 10:45:00;0.671222383;-1.781097783;0.168659384;-0.447310112
139;2024-01-02 11:00:00;2.641320691;-2.225714587;0.414067884;-0.500851546
140;2024-01-02 11:15:00;6.875948793;-2.698510657;1.189658686;-0.615528155
141;2024-01-02 11:30:00;3.549176496;-2.708372428;1.303140661;-0.675860386
142;2024-01-02 11:45:00;4.426949478;-1.507542601;0.997015747;-0.526989379
143;2024-01-02 12:00:00;5.766992311;-2.43897036;1.274242724;-0.49331412
144;2024-01-02 12:15:00;5.713068006;-2.11851352;1.43500754;-0.569685485
145;2024-01-02 12:30:00;6.665161751;-2.320568147;1.54727872;-0.554885208
146;2024-01-02 12:45:00;6.197600073;-3.081918533;1.607845228;-0.675310835
147;2024-01-02 13:00:00;7.126388965;-2.462150599;1.66549863;-0.693008641
148;2024-01-02 13:15:00;5.479402298;-2.798119924;1.575723908;-0.657533815
149;2024-01-02 13:30:00;4.485333248;-2.757529789;1.245591943;-0.694456214
150;2024-01-02 13:45:00;4.017159071;-1.676161148;1.06281154;-0.554211367
151;2024-01-02 14:00:00;6.171792175;-3.008458544;1.273618906;-0.585577462
152;2024-01-02 14:15:00;5.069164976;-2.447896934;1.405119644;-0.682044435
153;2024-01-02 14:30:00;4.755778266;-2.093295838;1.228117905;-0.567649096
154;2024-01-02 14:45:00;0.674421631;-1.823381348;0.678774987;-0.489584648
155;2024-01-02 15:00:00;2.322047675;-2.000947375;0.374558663;-0.47804109
156;2024-01-02 15:15:00;1.788332494;-1.533031556;0.513797521;-0.441747366
157;2024-01-02 15:30:00;0.683116528;-1.456058455;0.308931128;-0.373636251
158;2024-01-02 15:45:00;3.852540339;-1.197919314;0.566957108;-0.331747221
159;2024-01-02 16:00:00;7.432126059;-1.375857711;1.4105833;-0.321722128
160;2024-01-02 16:15:00;9.336665336;-1.79523582;2.096098924;-0.396386691
161;2024-01-02 16:30:00;0.743201208;-1.604678033;1.259983318;-0.424989232
162;2024-01-02 16:45:00;3.837664345;-2.244789622;0.572608194;-0.481183457
163;2024-01-02 17:00:00;7.65714895;-2.122930694;1.436851662;-0.54596504
164;2024-01-02 17:15:00;0.753740474;-1.480482037;1.051361178;-0.450426591
165;2024-01-02 17:30:00;3.907935951;-1.786925353;0.582709553;-0.408425924
166;2024-01-02 17:45:00;5.249223344;-4.620529156;1.144644912;-0.800931814
167;2024-01-02 18:00:00;5.222182392;-3.933454492;1.308925717;-1.069247956
168;2024-01-02 18:15:00;5.134908048;-4.336001016;1.294636305;-1.033681938
169;2024-01-02 18:30:00;5.017150849;-4.615550053;1.269007362;-1.118943884
170;2024-01-02 18:45:00;5.143372433;-4.468198188;1.27006541;-1.13546853
171;2024-01-02 19:00:00;0.848207723;-1.452209365;0.748947519;-0.740050944
172;2024-01-02 19:15:00;2.368536055;-1.922372321;0.402092972;-0.421822711
173;2024-01-02 19:30:00;2.699298003;-2.410598699;0.633479257;-0.541621378
174;2024-01-02 19:45:00;9.378934947;-5.141470869;1.509779119;-0.944008696
175;2024-01-02 20:00:00;1.952311898;-1.781641445;1.416405856;-0.865389039
176;2024-01-02 20:15:00;0.802588519;-1.186026745;0.344362552;-0.370958524
177;2024-01-02 20:30:00;2.591235671;-2.421388965;0.424228024;-0.450926964
178;2024-01-02 20:45:00;5.026397725;-3.442615724;0.952204175;-0.733000586
179;2024-01-02 21:00:00;9.611750139;-5.521765396;1.829768483;-1.12054764
180;2024-01-02 21:15:00;9.608876823;-5.561348513;2.40257837;-1.385389239
181;2024-01-02 21:30:00;9.728137714;-5.414066839;2.417126817;-1.371926919
182;2024-01-02 21:45:00;2.66252171;-2.047600563;1.548832428;-0.932708425
183;2024-01-02 22:00:00;8.033274495;-4.801156372;1.336974526;-0.856094617
184;2024-01-02 22:15:00;9.716001021;-5.734974219;2.21865944;-1.317016324
185;2024-01-02 22:30:00;9.679956246;-5.672321273;2.424494658;-1.425911936
186;2024-01-02 22:45:00;9.61200293;-5.650419234;2.411494897;-1.415342563
187;2024-01-02 23:00:00;2.552258124;-2.358392507;1.520532632;-1.001101468
188;2024-01-02 23:15:00;9.356548543;-5.479615194;1.488600833;-0.979750963
189;2024-01-02 23:30:00;9.664507731;-5.514288676;2.377632034;-1.374237984
190;2024-01-02 23:45:00;9.516566759;-5.446031945;2.397634311;-1.370040078
191;2024-01-03 00:00:00;2.363605054;-2.32188143;1.485021477;-0.970989172
192;2024-01-03 00:15:00;5.449229639;-1.979598943;0.976604337;-0.537685047
193;2024-01-03 00:30:00;5.56406469;-1.471349764;1.376661791;-0.431368588
194;2024-01-03 00:45:00;8.894409016;-4.700412145;1.807309213;-0.771470239
195;2024-01-03 01:00:00;7.178790281;-3.798615966;2.009149912;-1.062378514
196;2024-01-03 01:15:00;9.022123574;-4.567791139;2.025114232;-1.045800888
197;2024-01-03 01:30:00;7.434407457;-4.244315514;2.057066379;-1.101513332
198;2024-01-03 01:45:00;2.763996494;-2.754975649;1.274800494;-0.874911395
199;2024-01-03 02:00:00;1.576776121;-1.741475959;0.542596577;-0.562056451
200;2024-01-03 02:15:00;2.856795351;-2.640179826;0.554196434;-0.547706973
201;2024-01-03 02:30:00;8.086183949;-4.818059638;1.367872412;-0.932279933
202;2024-01-03 02:45:00;8.739603033;-4.948066798;2.103223373;-1.220765804
203;2024-01-03 03:00:00;4.632969;-3.338895377;1.671571504;-1.035870272
204;2024-01-03 03:15:00;0.904342459;-1.644121287;0.692163932;-0.622877083
205;2024-01-03 03:30:00;0.896415511;-1.813680313;0.225094746;-0.4322252
206;2024-01-03 03:45:00;4.343783788;-2.396333496;0.655024912;-0.526251726
207;2024-01-03 04:00:00;6.021273901;-2.802391557;1.295632211;-0.649840632
208;2024-01-03 04:15:00;3.543148778;-1.456789966;1.195552835;-0.53239769
209;2024-01-03 04:30:00;2.230042434;-2.062102048;0.721648901;-0.439861502
210;2024-01-03 04:45:00;2.69428624;-2.320595206;0.615541084;-0.547837157
211;2024-01-03 05:00:00;5.267568444;-2.322171821;0.995231836;-0.580345878
212;2024-01-03 05:15:00;2.879381623;-1.344342896;1.018368758;-0.45831434
213;2024-01-03 05:30:00;4.497311363;-2.461726946;0.922086623;-0.47575873
214;2024-01-03 05:45:00;0.843109239;-1.954460764;0.667552575;-0.552023464
215;2024-01-03 06:00:00;5.127223693;-3.383872747;0.746291616;-0.667291689
216;2024-01-03 06:15:00;6.442450571;-3.935702637;1.446209283;-0.914946923
217;2024-01-03 06:30:00;5.835622622;-3.382663436;1.534759149;-0.914795759
218;2024-01-03 06:45:00;8.02962008;-4.324353078;1.733155338;-0.963377064
219;2024-01-03 07:00:00;4.475236603;-1.378864628;1.563107085;-0.712902213
220;2024-01-03 07:15:00;4.656617675;-0.984868459;1.141481785;-0.295466636
221;2024-01-03 07:30:00;7.820160962;-4.199331957;1.55959733;-0.648025052
222;2024-01-03 07:45:00;3.833335588;-2.49203419;1.456687069;-0.836420768
223;2024-01-03 08:00:00;4.653253316;-1.094373624;1.060823613;-0.448300977
224;2024-01-03 08:15:00;3.431583101;-2.201953526;1.010604552;-0.412040894
225;2024-01-03 08:30:00;5.907453424;-0.49777635;1.167379566;-0.337466235
226;2024-01-03 08:45:00;0.888820493;-1.65616203;0.84953424;-0.269242298
227;2024-01-03 09:00:00;7.141280883;-3.735586485;1.003762672;-0.673968564
228;2024-01-03 09:15:00;9.430017414;-4.490733994;2.071412287;-1.02829006
229;2024-01-03 09:30:00;6.322829634;-3.190479524;1.969105881;-0.96015169
230;2024-01-03 09:45:00;4.014627374;-2.385845472;1.292182126;-0.697040625
231;2024-01-03 10:00:00;3.673062037;-2.545049602;0.960961176;-0.616361884
232;2024-01-03 10:15:00;2.952757275;-2.233673843;0.828227414;-0.597340431
233;2024-01-03 10:30:00;1.44332114;-1.553440813;0.549509802;-0.473389332
234;2024-01-03 10:45:00;4.33526768;-2.661516215;0.722323602;-0.526869628
235;2024-01-03 11:00:00;2.89158169;-1.912571121;0.903356171;-0.571760917
236;2024-01-03 11:15:00;3.256551642;-2.055226471;0.768516666;-0.495974699
237;2024-01-03 11:30:00;9.047486421;-1.809495675;1.538004758;-0.483090268
238;2024-01-03 11:45:00;2.574951091;-1.464883508;1.452804689;-0.409297398
239;2024-01-03 12:00:00;4.600797545;-1.356372601;0.89696858;-0.352657014
240;2024-01-03 12:15:00;5.509711902;-1.413775007;1.263813681;-0.346268451
241;2024-01-03 12:30:00;6.052606024;-1.826234693;1.445289741;-0.405001212
242;2024-01-03 12:45:00;3.771664485;-1.488541543;1.228033814;-0.414347029
243;2024-01-03 13:00:00;2.043426218;-1.081356471;0.726886338;-0.321237252
244;2024-01-03 13:15:00;20.13975894;-3.618458489;2.772898145;-0.58747687
245;2024-01-03 13:30:00;15.1364514;-7.754251566;4.409526293;-1.421588757
246;2024-01-03 13:45:00;28.76756763;-7.605499945;5.488002379;-1.57727835
247;2024-01-03 14:00:00;27.76497542;-7.306831857;7.066567882;-1.681798395
248;2024-01-03 14:15:00;2.693746257;-7.079627468;3.80734021;-1.740549774
249;2024-01-03 14:30:00;2.653086455;-6.9918395;0.668354089;-1.758933371
250;2024-01-03 14:45:00;2.661741256;-7.025045093;0.664353464;-1.752110574
251;2024-01-03 15:00:00;21.81104801;-7.37849501;3.059098658;-1.769636319
252;2024-01-03 15:15:00;29.28767114;-8.087089346;6.387339893;-1.81142848
253;2024-01-03 15:30:00;27.55463763;-8.78241532;7.105288596;-1.861309445
254;2024-01-03 15:45:00;22.15130072;-9.096060151;6.213242294;-1.903101606
255;2024-01-03 16:00:00;3.624148928;-6.268958655;3.221931206;-1.920627351
256;2024-01-03 16:15:00;17.27139462;-4.704194187;2.611942944;-1.371644105
257;2024-01-03 16:30:00;4.702975644;-7.662403894;2.746796284;-1.54582476
258;2024-01-03 16:45:00;2.714072948;-7.11854767;0.927131074;-1.847618946
259;2024-01-03 17:00:00;24.04906682;-7.752928045;3.34539247;-1.84441288
260;2024-01-03 17:15:00;32.83717466;-8.931063026;7.110780184;-1.833067271
261;2024-01-03 17:30:00;30.75382065;-9.565443401;7.948874414;-1.810991
262;2024-01-03 17:45:00;7.679289576;-4.63930016;4.804138779;-1.775592945
263;2024-01-03 18:00:00;7.520063556;-5.135442516;1.899919142;-1.221842835
264;2024-01-03 18:15:00;7.533097568;-5.091386229;1.881645141;-1.278353593
265;2024-01-03 18:30:00;7.540553222;-5.012413748;1.884206349;-1.262974997
266;2024-01-03 18:45:00;7.522679691;-5.083284723;1.882904114;-1.261962309
267;2024-01-03 19:00:00;29.28258699;-6.990342536;4.600658335;-1.509203407
268;2024-01-03 19:15:00;41.85244448;-4.219923933;8.891878934;-1.401283309
269;2024-01-03 19:30:00;29.43200616;-4.225753652;8.910556331;-1.405701539
270;2024-01-03 19:45:00;8.27059825;-4.246394199;4.712825552;-1.421122328
271;2024-01-03 20:00:00;16.17150442;-7.359964332;3.055262834;-1.450794816
272;2024-01-03 20:15:00;18.38154293;-8.298963085;4.319130919;-1.957365927
273;2024-01-03 20:30:00;7.64489668;-4.313164113;3.253304951;-1.5765159
274;2024-01-03 20:45:00;9.385625588;-3.237089265;2.128815284;-0.943781672
275;2024-01-03 21:00:00;10.46109002;-2.889815741;2.480839452;-0.765863126
276;2024-01-03 21:15:00;26.65069208;-5.764055007;4.638972763;-0.929214282
277;2024-01-03 21:30:00;22.06818224;-8.638294272;6.08985929;-1.256309115
278;2024-01-03 21:45:00;9.675569507;-3.38338307;3.967968968;-1.502709668
279;2024-01-03 22:00:00;24.96540736;-9.375415766;4.330122109;-1.594849855
280;2024-01-03 22:15:00;8.73070103;-4.877294871;4.212013549;-1.78158883
281;2024-01-03 22:30:00;28.87669461;-4.417085139;4.700924456;-1.775905461
282;2024-01-03 22:45:00;26.76127206;-4.168987058;6.954745834;-1.757394302
283;2024-01-03 23:00:00;7.865408175;-4.094780957;4.328335029;-1.723863775
284;2024-01-03 23:15:00;30.87876389;-6.474950977;4.843021508;-1.673122299
285;2024-01-03 23:30:00;24.12233628;-8.855120996;6.875137521;0
286;2024-01-03 23:45:00;13.20500469;-3.234800502;4.665917622;-1.511240187
287;2024-01-04 00:00:00;7.734233558;-4.825740026;2.617404781;-1.007567566
288;2024-01-04 00:15:00;22.57875178;-9.039735047;3.789123168;-1.733184384
289;2024-01-04 00:30:00;16.00182767;-4.227027233;4.822572431;-1.658345285
290;2024-01-04 00:45:00;16.24826313;-4.837944729;4.031261349;-1.133121495
291;2024-01-04 01:00:00;20.59117083;-4.291467108;4.604929244;-1.14117648
292;2024-01-04 01:15:00;25.08878518;-7.19732777;5.709994501;-1.43609936
293;2024-01-04 01:30:00;3.531445241;-9.756356092;3.577528802;-2.119210483
294;2024-01-04 01:45:00;10.4855405;-9.655221723;1.752123217;-2.426447227
295;2024-01-04 02:00:00;3.578267966;-9.687099845;1.757976058;-2.417790196
296;2024-01-04 02:15:00;3.851155222;-8.5650777;0.928677899;-2.281522193
297;2024-01-04 02:30:00;20.83734123;-8.850742495;3.086062057;-2.176977524
298;2024-01-04 02:45:00;3.53863985;-9.701999809;3.046997635;-2.319092788
299;2024-01-04 03:00:00;3.880100005;-8.54951215;0.927342482;-2.281438995
300;2024-01-04 03:15:00;23.42217775;-8.550387736;3.412784719;-2.281554561
301;2024-01-04 03:30:00;23.82265272;-8.552976836;5.905603808;-2.281893219
302;2024-01-04 03:45:00;22.45253147;-8.557222964;5.784398023;-2.282442911
303;2024-01-04 04:00:00;30.41324455;-8.563069632;6.608222002;-2.283191577
304;2024-01-04 04:15:00;22.62405005;0;6.629661825;0
305;2024-01-04 04:30:00;25.34515544;0;5.996150686;0
306;2024-01-04 04:45:00;26.15502816;0;6.43752295;0
307;2024-01-04 05:00:00;10.3816205;0;4.567081083;0
308;2024-01-04 05:15:00;31.50535565;0;5.235872019;0
309;2024-01-04 05:30:00;24.55929285;0;7.008081062;0
310;2024-01-04 05:45:00;25.60525847;0;6.270568914;0
311;2024-01-04 06:00:00;19.40889137;0;5.62676873;0
312;2024-01-04 06:15:00;26.7844612;0;5.774169072;0
313;2024-01-04 06:30:00;26.44710426;0;6.653945683;0
314;2024-01-04 06:45:00;21.93184838;0;6.047369079;0
315;2024-01-04 07:00:00;28.25976109;0;6.273951184;0
316;2024-01-04 07:15:00;22.41754348;0;6.334663072;0
317;2024-01-04 07:30:00;29.34646267;0;6.470500769;0
318;2024-01-04 07:45:00;33.3954028;0;7.842733184;0
319;2024-01-04 08:00:00;27.1503342;0;7.568217125;0
320;2024-01-04 08:15:00;29.32169413;0;7.05900354;0
321;2024-01-04 08:30:00;28.28725874;0;7.201119108;0
322;2024-01-04 08:45:00;27.63839807;0;6.990707101;0
323;2024-01-04 09:00:00;30.39616198;0;7.254320006;0
324;2024-01-04 09:15:00;26.22222044;0;7.077297802;0
325;2024-01-04 09:30:00;30.09662601;0;7.039855806;0
326;2024-01-04 09:45:00;35.6982746;0;8.224362577;0
327;2024-01-04 10:00:00;24.78476127;0;7.560379484;0
328;2024-01-04 10:15:00;26.57444223;0;6.419900438;0
329;2024-01-04 10:30:00;31.66434769;0;7.27984874;0
330;2024-01-04 10:45:00;33.57022063;0;8.15432104;0
331;2024-01-04 11:00:00;5.812179216;-9.147259359;4.92279998;0
332;2024-01-04 11:15:00;13.40668301;-9.184213212;2.402357778;0
333;2024-01-04 11:30:00;21.71535887;-9.233864718;4.390255235;0
334;2024-01-04 11:45:00;29.28231286;-9.287555152;6.374708966;0
335;2024-01-04 12:00:00;32.48081758;-9.336625789;7.720391306;0
336;2024-01-04 12:15:00;25.59345443;0;7.259284001;0
337;2024-01-04 12:30:00;3.495134193;-9.386272768;3.636073578;0
338;2024-01-04 12:45:00;3.548709525;-9.34212647;0.880480465;-2.341049905
339;2024-01-04 13:00:00;3.588553158;-9.006247269;0.892157835;-2.293546717
340;2024-01-04 13:15:00;3.681888095;-9.030641472;0.908805157;-2.254611093
341;2024-01-04 13:30:00;39.5977635;-1.366047772;5.40995645;-1.299586155
342;2024-01-04 13:45:00;39.47170472;-0.122492647;9.883683528;-0.186067552
343;2024-01-04 14:00:00;34.67084051;-4.495097931;9.267818154;-0.577198822
344;2024-01-04 14:15:00;9.116822722;-8.858946308;5.473457904;-1.66925553
345;2024-01-04 14:30:00;3.602694035;-9.055001608;1.589939595;-2.23924349
346;2024-01-04 14:45:00;12.85299264;-8.385362212;2.056960834;-2.180045477
347;2024-01-04 15:00:00;22.98881987;-5.438242781;4.480226563;-1.727950624
348;2024-01-04 15:15:00;3.09548165;-7.694624596;3.26053769;-1.641608422
349;2024-01-04 15:30:00;3.098274735;-7.730677048;0.774219548;-1.928162705
350;2024-01-04 15:45:00;3.096788123;-7.791104005;0.774382857;-1.940222632
351;2024-01-04 16:00:00;3.095528383;-7.741388772;0.774039563;-1.941561597
352;2024-01-04 16:15:00;3.647340966;-9.019514298;0.842858669;-2.095112884
353;2024-01-04 16:30:00;3.468407667;-9.532209359;0.889468579;-2.318965457
354;2024-01-04 16:45:00;3.484104036;-9.567662546;0.869063963;-2.387483988
355;2024-01-04 17:00:00;3.480556799;-9.597109968;0.870582604;-2.395596564
356;2024-01-04 17:15:00;14.03094629;-7.614306943;2.188937886;-2.151427114
357;2024-01-04 17:30:00;22.76679964;-7.369053277;4.599718241;-1.872920028
358;2024-01-04 17:45:00;3.509457227;-9.614316912;3.284532108;-2.122921274
359;2024-01-04 18:00:00;3.507449013;-9.584083041;0.87711328;-2.399799994
360;2024-01-04 18:15:00;3.504444983;-9.605493262;0.876486749;-2.398697038
361;2024-01-04 18:30:00;3.503632801;-9.729048242;0.876009723;-2.416817688
362;2024-01-04 18:45:00;3.508047976;-9.642531691;0.876460097;-2.421447492
363;2024-01-04 19:00:00;3.43406045;-9.541079843;0.867763553;-2.397951442
364;2024-01-04 19:15:00;3.665593309;-9.014947255;0.88745672;-2.319503387
365;2024-01-04 19:30:00;8.221158668;-8.16764838;1.485843997;-2.321382259
366;2024-01-04 19:45:00;5.044084383;-7.615978062;1.658155381;-2.32661263
367;2024-01-04 20:00:00;20.96781504;-7.621399698;3.251487428;-2.334585138
368;2024-01-04 20:15:00;28.13033749;-7.637621412;6.137269067;-2.344690419
369;2024-01-04 20:30:00;27.5071961;-7.66457841;6.954691699;0
370;2024-01-04 20:45:00;27.87386662;-7.702205896;6.92263284;0
371;2024-01-04 21:00:00;25.79863398;0;6.709062575;0
372;2024-01-04 21:15:00;3.924260951;-7.809213156;3.715361866;0
373;2024-01-04 21:30:00;26.14793547;-8.125286499;3.759024552;0
374;2024-01-04 21:45:00;18.3271099;-8.745477996;5.559380671;0
375;2024-01-04 22:00:00;10.92043105;-9.369813645;3.655942618;0
376;2024-01-04 22:15:00;6.978633699;-9.698319446;2.237383093;0
377;2024-01-04 22:30:00;6.31796293;-9.750222305;1.662074579;-2.431067719
