;Datetime;sg4_P;sg4_Q
427;2024-01-05 11:00:00;34.78905427;-0.123787426
428;2024-01-05 11:15:00;34.68021354;0.001173003
429;2024-01-05 11:30:00;36.80833654;0.170028076
430;2024-01-05 11:45:00;49.48321953;0.022515663
431;2024-01-05 12:00:00;79.32426435;0.746061096
432;2024-01-05 12:15:00;100.6854201;2.175339253
433;2024-01-05 12:30:00;94.06964493;3.76778284
434;2024-01-05 12:45:00;84.05289854;3.319182102
435;2024-01-05 13:00:00;69.48284398;2.801435651
436;2024-01-05 13:15:00;75.40260684;4.052820545
437;2024-01-05 13:30:00;76.59906666;7.94751197
438;2024-01-05 13:45:00;71.66930038;2.067756051
439;2024-01-05 14:00:00;92.29354207;0.746020202
440;2024-01-05 14:15:00;72.13982983;1.463743428
441;2024-01-05 14:30:00;84.40882856;0.352916754
442;2024-01-05 14:45:00;86.36155328;0.130139087
443;2024-01-05 15:00:00;77.00803667;0.611790953
444;2024-01-05 15:15:00;63.83309495;0.841013717
445;2024-01-05 15:30:00;58.00802364;-0.17788083
446;2024-01-05 15:45:00;45.08906838;0.047079844
447;2024-01-05 16:00:00;45.59635827;0.031015101
448;2024-01-05 16:15:00;20.40073127;-0.119946368
449;2024-01-05 16:30:00;19.00266375;-0.047223253
450;2024-01-05 16:45:00;20.93193335;2.279933459
451;2024-01-05 17:00:00;20.35568434;1.109629938
452;2024-01-05 17:15:00;5.4408458;-0.528089705
453;2024-01-05 17:30:00;8.464215066;-0.605808342
454;2024-01-05 17:45:00;14.18547331;-0.286507195
455;2024-01-05 18:00:00;13.55788188;-0.51304711
456;2024-01-05 18:15:00;14.3872162;-0.264136631
457;2024-01-05 18:30:00;13.90254179;-0.513007278
458;2024-01-05 18:45:00;15.80840189;-0.346694139
459;2024-01-05 19:00:00;16.01488328;-1.267513662
460;2024-01-05 19:15:00;18.92421859;-0.208167572
461;2024-01-05 19:30:00;45.75009973;-0.187563489
462;2024-01-05 19:45:00;48.0193202;-0.164678062
463;2024-01-05 20:00:00;48.15862394;-0.154434585
464;2024-01-05 20:15:00;48.83755082;-0.175779305
465;2024-01-05 20:30:00;43.69256292;-0.030566288
466;2024-01-05 20:45:00;28.08931008;-0.132979623
467;2024-01-05 21:00:00;11.52726706;-0.844994068
468;2024-01-05 21:15:00;6.553746154;-0.676587001
469;2024-01-05 21:30:00;4.057108485;-1.005194853
470;2024-01-05 21:45:00;14.60115249;-0.064561674
471;2024-01-05 22:00:00;2.712308817;-0.666211132
472;2024-01-05 22:15:00;11.39213228;-0.108852495
473;2024-01-05 22:30:00;12.20472255;-0.269904022
474;2024-01-05 22:45:00;19.98934318;-0.054500472
475;2024-01-05 23:00:00;16.63404704;-0.190756604
476;2024-01-05 23:15:00;16.63464184;0.199871447
477;2024-01-05 23:30:00;16.14771676;-0.032776076
478;2024-01-05 23:45:00;16.34015463;-0.014277793
479;2024-01-06 00:00:00;2.609517733;-0.354637578
480;2024-01-06 00:15:00;2.716502162;-0.55192704
481;2024-01-06 00:30:00;6.077348996;-0.190158893
482;2024-01-06 00:45:00;16.01638565;-0.058508086
483;2024-01-06 01:00:00;15.59195243;0.022310164
484;2024-01-06 01:15:00;14.4863107;0.032832982
485;2024-01-06 01:30:00;1.945558306;-0.512834129
486;2024-01-06 01:45:00;2.328094167;-0.221235874
487;2024-01-06 02:00:00;12.94052863;-0.08700936
488;2024-01-06 02:15:00;15.75709749;0.053981424
489;2024-01-06 02:30:00;15.94809239;-0.02952404
490;2024-01-06 02:45:00;15.62452167;0.030548906
491;2024-01-06 03:00:00;8.653475489;-0.231793178
492;2024-01-06 03:15:00;3.103889735;-0.183733563
493;2024-01-06 03:30:00;9.687072472;-0.088410365
494;2024-01-06 03:45:00;15.91824333;0.03844157
495;2024-01-06 04:00:00;16.08803324;0.021129505
496;2024-01-06 04:15:00;15.93477977;-0.055888576
497;2024-01-06 04:30:00;5.084764693;-0.270569448
498;2024-01-06 04:45:00;2.403897737;-0.350509521
499;2024-01-06 05:00:00;4.75607664;-0.463404986
500;2024-01-06 05:15:00;15.68590941;-0.007948944
501;2024-01-06 05:30:00;16.07159944;-0.048332196
502;2024-01-06 05:45:00;16.39134885;0.048568262
503;2024-01-06 06:00:00;16.38930081;-0.040022593
504;2024-01-06 06:15:00;16.77361201;0.03991628
505;2024-01-06 06:30:00;12.80865495;-0.084849989
506;2024-01-06 06:45:00;2.838998656;-0.238882558
507;2024-01-06 07:00:00;3.422621746;-0.576021178
508;2024-01-06 07:15:00;3.108933122;0.07626659
509;2024-01-06 07:30:00;11.35978001;-0.017364654
510;2024-01-06 07:45:00;16.12362027;0.073620507
511;2024-01-06 08:00:00;16.01748863;0.038212988
512;2024-01-06 08:15:00;16.29120177;-0.003814534
513;2024-01-06 08:30:00;18.4130305;-0.018116364
514;2024-01-06 08:45:00;18.61879599;0.057167075
515;2024-01-06 09:00:00;17.98976431;0.00845566
516;2024-01-06 09:15:00;16.56948111;0.028831034
517;2024-01-06 09:30:00;4.990521846;-0.357576374
518;2024-01-06 09:45:00;2.489321886;-0.510862001
519;2024-01-06 10:00:00;4.006458516;-0.368354057
520;2024-01-06 10:15:00;5.341918868;-0.442633182
521;2024-01-06 10:30:00;15.91417301;0.032054493
522;2024-01-06 10:45:00;15.96129864;0.0211067
523;2024-01-06 11:00:00;16.36462601;-0.008397029
524;2024-01-06 11:15:00;4.875474059;-0.120147825
