nv;Datetime;sg1prim_P;sg1prim_Q;sg1prim_Ep;sg1prim_Eq
4043;2024-02-12 03:00:00;6.411183754;-0.602974629;1.590352983;-0.145801662
4044;2024-02-12 03:15:00;10.32671616;-0.083420555;2.092237489;-0.084903597
4045;2024-02-12 03:30:00;6.690149961;-2.511299808;2.127108265;-0.324340045
4046;2024-02-12 03:45:00;5.907938571;-2.611908883;1.574761067;-0.640401086
4047;2024-02-12 04:00:00;8.899075836;-0.347428617;1.850876801;-0.369917188
4048;2024-02-12 04:15:00;24.6915219;12.38475219;4.198824717;0.032365216
4049;2024-02-12 04:30:00;25.72642767;14.35887055;6.302243696;3.344404881
4050;2024-02-12 04:45:00;19.33475482;12.58531665;5.632647811;3.367840518
4051;2024-02-12 05:00:00;22.05018446;13.364441;5.17311741;3.243719706
4052;2024-02-12 05:15:00;23.32307212;13.34790957;5.671657072;3.33904382
4053;2024-02-12 05:30:00;21.66007591;11.08816555;5.622893503;3.054509389
4054;2024-02-12 05:45:00;21.48249839;10.00817269;5.392821787;3.144756768
4055;2024-02-12 06:00:00;27.61301883;9.538426076;6.136939653;3.433083056
4056;2024-02-12 06:15:00;75.1318995;21.97271747;12.84311479;3.938892943
4057;2024-02-12 06:30:00;107.1267097;36.38567403;22.78232615;7.294980836
4058;2024-02-12 06:45:00;103.9935173;33.98182046;26.39002837;8.795936811
4059;2024-02-12 07:00:00;99.02759984;29.95798076;25.37763964;7.9925296
4060;2024-02-12 07:15:00;110.0054346;30.21977162;26.1291293;7.522219047
4061;2024-02-12 07:30:00;115.8636854;39.17862365;28.23363999;8.674799408
4062;2024-02-12 07:45:00;110.007869;34.6472936;28.23394429;9.228239656
4063;2024-02-12 08:00:00;133.7339389;38.34899894;30.46772599;9.124536568
4064;2024-02-12 08:15:00;103.7584538;34.47704742;29.68654909;9.103255796
4065;2024-02-12 08:30:00;98.66409508;31.26879255;25.30281861;8.22406193
4066;2024-02-12 08:45:00;89.32385731;31.93819586;23.49849405;7.900704952
4067;2024-02-12 09:00:00;89.12776733;31.27670292;22.30645308;7.90168483
4068;2024-02-12 09:15:00;107.2257644;42.21953704;24.54419147;9.184901553
4069;2024-02-12 09:30:00;107.1513979;42.80747566;26.79714528;10.62837659
4070;2024-02-12 09:45:00;102.4932098;42.62891688;26.20557595;10.67954907
4071;2024-02-12 10:00:00;100.4090394;42.489177;25.36278115;10.63976173
4072;2024-02-12 10:15:00;105.6375312;41.07746639;25.75582133;10.44583042
4073;2024-02-12 10:30:00;97.83941736;41.68406703;25.43461857;10.34519168
4074;2024-02-12 10:45:00;113.5716379;41.68060959;26.4263819;10.2528628
4075;2024-02-12 11:00:00;100.2748742;41.66831837;26.73081401;10.1516279
4076;2024-02-12 11:15:00;94.92521539;38.16816381;24.4000112;9.979560273
4077;2024-02-12 11:30:00;92.09924531;36.8313643;23.37805759;9.374941013
4078;2024-02-12 11:45:00;106.5229831;43.38122027;24.82777855;10.02657307
4079;2024-02-12 12:00:00;97.45678668;39.56784861;25.49747122;10.36863361
4080;2024-02-12 12:15:00;90.81278254;37.51739659;23.53369615;9.63565565
4081;2024-02-12 12:30:00;92.74012002;35.8983068;22.94411282;9.176962924
4082;2024-02-12 12:45:00;94.06268088;37.98482983;23.35035011;9.235392079
4083;2024-02-12 13:00:00;104.6772295;40.59530917;24.8424888;9.822517375
4084;2024-02-12 13:15:00;103.8812156;40.33144773;26.06980564;10.11584461
4085;2024-02-12 13:30:00;108.7326523;40.8649894;26.57673348;10.14955464
4086;2024-02-12 13:45:00;111.3670238;35.76545163;27.51245951;9.579167124
4087;2024-02-12 14:00:00;116.9329363;38.50464394;28.53749501;9.283761946
4088;2024-02-12 14:15:00;110.7956363;40.67961408;28.46607157;9.897602163
4089;2024-02-12 14:30:00;90.49861616;34.86881008;25.16178155;9.443553019
4090;2024-02-12 14:45:00;97.90299055;35.46282244;23.55020084;8.791454064
4091;2024-02-12 15:00:00;94.57683889;34.65239565;24.05997868;8.76440226
4092;2024-02-12 15:15:00;81.94082939;34.21649655;22.06470853;8.608611525
4093;2024-02-12 15:30:00;82.62931894;35.61828679;20.57126854;8.729347918
4094;2024-02-12 15:45:00;80.83239771;33.83021247;20.43271458;8.681062407
4095;2024-02-12 16:00:00;81.02003321;35.09555303;20.23155387;8.615720688
4096;2024-02-12 16:15:00;73.13258279;34.9657421;19.269077;8.758177621
4097;2024-02-12 16:30:00;84.14203369;34.65092913;19.65932706;8.702083903
4098;2024-02-12 16:45:00;87.1369472;39.58414627;21.40987261;9.279384425
4099;2024-02-12 17:00:00;77.70181842;36.10957173;20.6048457;9.46171475
4100;2024-02-12 17:15:00;84.66388238;37.57216515;20.2957126;9.21021711
4101;2024-02-12 17:30:00;91.5028035;36.70086727;22.02083574;9.284129053
4102;2024-02-12 17:45:00;96.12786864;40.74752633;23.45383402;9.6810492
4103;2024-02-12 18:00:00;60.94922441;24.38575479;19.63463663;8.141923123
4104;2024-02-12 18:15:00;68.28590773;29.98204861;16.15439152;6.800441693
4105;2024-02-12 18:30:00;80.86228926;30.46320547;18.64352462;7.555656761
4106;2024-02-12 18:45:00;77.43147694;29.85290609;19.78672077;7.539513945
4107;2024-02-12 19:00:00;70.16708177;26.34415541;18.44981984;7.024632687
4108;2024-02-12 19:15:00;77.07415268;26.94950115;18.40515431;6.66170707
4109;2024-02-12 19:30:00;72.85029904;25.92015757;18.74055647;6.60870734
4110;2024-02-12 19:45:00;73.54519646;28.88137835;18.29943694;6.85019199
4111;2024-02-12 20:00:00;75.24667725;27.0770848;18.59898421;6.99432227
4112;2024-02-12 20:15:00;78.75737466;29.71372366;19.25050649;7.098851058
4113;2024-02-12 20:30:00;64.01926189;25.50762366;17.84707957;6.902668416
4114;2024-02-12 20:45:00;64.44545716;24.95711221;16.05808988;6.308091984
4115;2024-02-12 21:00:00;73.90300866;28.79633582;17.29355823;6.719181004
4116;2024-02-12 21:15:00;50.98175555;21.53000258;15.61059553;6.2907923
4117;2024-02-12 21:30:00;58.83014815;25.18177479;13.72648796;5.83967748
4118;2024-02-12 21:45:00;60.18887118;24.52504961;14.87737742;6.21335305
4119;2024-02-12 22:00:00;51.19593608;24.11729385;13.92310091;6.080640463
4120;2024-02-12 22:15:00;37.18658851;21.94227695;11.04781557;5.757573088
4121;2024-02-12 22:30:00;33.07100556;18.99018761;8.782199259;5.116907479
4122;2024-02-12 22:45:00;32.86169369;16.26619347;8.241587406;4.406787851
4123;2024-02-12 23:00:00;31.3107536;14.00189622;8.021555911;3.783511212
4124;2024-02-12 23:15:00;31.54558195;15.36014139;7.857041944;3.670254701
4125;2024-02-12 23:30:00;31.49878375;9.676865162;7.880545713;3.129625819
4126;2024-02-12 23:45:00;35.61458967;14.44122381;8.389171677;3.014761122
4127;2024-02-13 00:00:00;21.69973654;6.410781765;7.164290776;2.606500697
4128;2024-02-13 00:15:00;27.48561435;9.44705911;6.148168862;2.470130007
4129;2024-02-13 00:30:00;27.36636935;12.62496256;6.856497963;2.391635962
4130;2024-02-13 00:45:00;19.28542927;6.103173116;5.831474827;2.34091893
4131;2024-02-13 01:00:00;19.67382087;6.194979167;4.869906267;2.274256642
4132;2024-02-13 01:15:00;21.67501933;6.531817069;5.168605025;2.216331691
4133;2024-02-13 01:30:00;35.98850966;10.98901994;7.207941123;2.190104626
4134;2024-02-13 01:45:00;27.97684699;7.028367438;7.995669582;2.252173422
4135;2024-02-13 02:00:00;31.03366968;8.999190559;7.376314584;2.00344475
4136;2024-02-13 02:15:00;18.60844058;-5.841922875;6.205263782;0.394658461
4137;2024-02-13 02:30:00;19.64271108;6.468086711;4.781393958;0.079800075
4138;2024-02-13 02:45:00;20.31658999;6.33904195;4.994912634;1.600891083
4139;2024-02-13 03:00:00;33.78162014;10.18677995;6.762276266;2.065512776
4140;2024-02-13 03:15:00;33.72977114;12.46987103;8.438923911;2.832081373
4141;2024-02-13 03:30:00;47.87825046;18.17943;10.2010027;3.831162628
4142;2024-02-13 03:45:00;21.21721073;7.415374308;8.636932648;3.199350538
4143;2024-02-13 04:00:00;20.5955383;3.665919858;5.226593628;1.385161771
4144;2024-02-13 04:15:00;25.63590953;11.06499325;5.778930979;1.841364139
4145;2024-02-13 04:30:00;28.08355496;13.3419306;6.714933062;3.050865482
4146;2024-02-13 04:45:00;21.63876416;11.44237049;6.21528989;3.098037636
4147;2024-02-13 05:00:00;26.48915306;14.0917974;6.015989652;3.19219785
4148;2024-02-13 05:15:00;34.02321047;20.29646054;7.564045441;4.298532242
4149;2024-02-13 05:30:00;49.02090932;22.31464612;10.38051497;5.326388332
4150;2024-02-13 05:45:00;52.76918276;21.30398649;12.72376151;5.452329076
4151;2024-02-13 06:00:00;61.98674403;19.86477577;14.34449085;5.146095283
4152;2024-02-13 06:15:00;86.0311569;22.95140951;18.50223762;5.352023161
4153;2024-02-13 06:30:00;116.7354225;38.39075869;25.34582242;7.667911359
4154;2024-02-13 06:45:00;111.1929058;34.51760316;28.49104103;9.115998251
4155;2024-02-13 07:00:00;85.09738204;28.72030888;24.53628598;7.904510568
4156;2024-02-13 07:15:00;107.5056476;35.50622176;24.0753787;8.028343407
4157;2024-02-13 07:30:00;109.5019139;40.00382766;27.12594518;9.438756178
4158;2024-02-13 07:45:00;107.1218761;37.41629095;27.07797374;9.677514826
4159;2024-02-13 08:00:00;110.9549364;37.72375973;27.25960156;9.392506334
4160;2024-02-13 08:15:00;125.5896105;45.1946645;29.56806837;10.36480303
4161;2024-02-13 08:30:00;120.5440363;43.68524337;30.76670584;11.10998848
4162;2024-02-13 08:45:00;102.2681711;36.14596664;27.85152591;9.978901251
4163;2024-02-13 09:00:00;104.3701104;34.78016978;25.82978518;8.86643276
4164;2024-02-13 09:15:00;139.1919794;45.6137705;30.44526123;10.04924254
4165;2024-02-13 09:30:00;102.9576625;33.65862086;30.26870525;9.90904892
4166;2024-02-13 09:45:00;106.6102424;38.35184533;26.19598812;9.001308273
4167;2024-02-13 10:00:00;110.663195;39.21372887;27.15917968;9.695696776
4168;2024-02-13 10:15:00;113.3138831;38.49364344;27.99713477;9.71342154
4169;2024-02-13 10:30:00;100.9861057;38.58458902;26.78749861;9.635891469
4170;2024-02-13 10:45:00;86.45216267;31.98460933;23.42978355;8.822240768
4171;2024-02-13 11:00:00;80.71932925;30.29341173;20.89643649;7.785147801
4172;2024-02-13 11:15:00;89.17167094;31.08706054;21.23637502;7.672559034
4173;2024-02-13 11:30:00;107.8432868;38.2618702;24.62686972;8.668616343
4174;2024-02-13 11:45:00;107.6967079;36.51991795;26.94249934;8.733310563
4175;2024-02-13 12:00:00;102.4258375;34.77796569;26.26531817;8.757912278
4176;2024-02-13 12:15:00;101.9549336;35.66035707;25.54759638;8.804790346
4177;2024-02-13 12:30:00;100.5720592;37.33767581;25.31587409;9.124754111
4178;2024-02-13 12:45:00;105.2293405;36.50939274;25.72517496;9.230387053
4179;2024-02-13 13:00:00;106.6035967;42.59753578;26.47911714;9.888256078
4180;2024-02-13 13:15:00;106.0901558;38.46141386;26.58671906;10.13277171
4181;2024-02-13 13:30:00;105.1410858;38.37846814;26.40390519;9.60498525
4182;2024-02-13 13:45:00;107.5400007;40.57477775;26.5851358;9.869155736
4183;2024-02-13 14:00:00;105.0750426;39.46089027;26.57688041;10.0044585
4184;2024-02-13 14:15:00;103.3710977;40.01248089;26.05576754;9.934171394
4185;2024-02-13 14:30:00;81.97469357;30.81063192;23.16822391;8.854037541
4186;2024-02-13 14:45:00;107.9354538;38.78448891;23.73876842;8.700154005
4187;2024-02-13 15:00:00;101.0948997;39.75278344;26.12879419;9.817525423
4188;2024-02-13 15:15:00;83.07936194;34.38661903;23.02178271;9.268157602
4189;2024-02-13 15:30:00;63.65588477;27.43558579;18.34190584;7.727775603
4190;2024-02-13 15:45:00;69.84641776;27.58189521;16.68778782;6.877185125
4191;2024-02-13 16:00:00;60.22216844;31.84413296;16.25857327;7.288184058
4192;2024-02-13 16:15:00;91.94051768;35.89912863;19.02033577;8.041575878
4193;2024-02-13 16:30:00;78.44329555;31.67761384;21.29797665;8.447092809
4194;2024-02-13 16:45:00;81.50038969;33.45269906;19.99296065;8.142223121
4195;2024-02-13 17:00:00;90.38765594;33.71258417;21.4860057;8.395660404
4196;2024-02-13 17:15:00;80.01081946;32.7430544;21.29980943;8.306284004
4197;2024-02-13 17:30:00;83.65703013;35.24389424;20.4584812;8.498368581
4198;2024-02-13 17:45:00;74.24399485;32.56742349;19.73762812;8.476414716
4199;2024-02-13 18:00:00;58.99942904;25.48475328;16.65542799;7.256522096
4200;2024-02-13 18:15:00;41.70104249;17.95585701;12.58755894;5.430076286
4201;2024-02-13 18:30:00;52.61314779;22.70185217;11.78927379;5.082213648
4202;2024-02-13 18:45:00;48.19231011;20.42528518;12.60068224;5.39089217
4203;2024-02-13 19:00:00;39.64660758;16.61235717;10.97986471;4.630074371
4204;2024-02-13 19:15:00;58.59397877;23.67760663;12.28007329;5.037856087
4205;2024-02-13 19:30:00;62.35945824;24.8012964;15.11917963;6.059862879
4206;2024-02-13 19:45:00;64.43429454;25.26289271;15.8492191;6.25802364
4207;2024-02-13 20:00:00;63.875106;25.41422756;16.03867507;6.334640034
4208;2024-02-13 20:15:00;52.63517199;21.33150792;14.56378475;5.843216934
4209;2024-02-13 20:30:00;71.49956707;28.19815589;15.51684238;6.191207975
4210;2024-02-13 20:45:00;49.27583658;20.94307315;15.09692546;6.143553439
4211;2024-02-13 21:00:00;50.8233258;22.13220201;12.5123953;5.384409395
4212;2024-02-13 21:15:00;44.55585071;19.15058681;11.92239706;5.160348602
4213;2024-02-13 21:30:00;68.13554661;27.41282216;14.08642467;5.820426121
4214;2024-02-13 21:45:00;58.52230166;23.30493782;15.83223103;6.339719997
4215;2024-02-13 22:00:00;69.51779959;26.99347065;16.00501266;6.28730106
4216;2024-02-13 22:15:00;61.92529471;21.76150447;16.43038679;6.094371891
4217;2024-02-13 22:30:00;70.4239357;26.27800787;16.5436538;6.005019027
4218;2024-02-13 22:45:00;72.98868296;27.68792505;17.92657733;6.745741615
4219;2024-02-13 23:00:00;72.93738863;28.20911403;18.24075895;6.986832622
4220;2024-02-13 23:15:00;71.20806235;27.57478875;18.01818137;6.972987848
4221;2024-02-13 23:30:00;45.79573093;19.77584348;14.62547416;5.91882903
4222;2024-02-13 23:45:00;50.45336937;21.33695115;12.03113754;5.13909933
4223;2024-02-14 00:00:00;49.5421125;22.52471891;12.49943523;5.482708758
4224;2024-02-14 00:15:00;43.75149065;18.74692381;11.66170039;5.158955341
4225;2024-02-14 00:30:00;43.77739041;19.9815516;10.94111013;4.841059427
4226;2024-02-14 00:45:00;47.97053805;21.11842783;11.46849106;5.134714501
4227;2024-02-14 01:00:00;49.97581367;21.69869663;12.24329397;5.352140558
4228;2024-02-14 01:15:00;61.474788;26.92696083;13.93132521;6.078207182
4229;2024-02-14 01:30:00;43.95004002;18.56724393;13.1781035;5.686775595
4230;2024-02-14 01:45:00;52.53364074;21.59108912;12.0604601;5.019791631
4231;2024-02-14 02:00:00;42.08812984;14.75195709;11.82772132;4.542880776
4232;2024-02-14 02:15:00;19.98277973;5.22820077;7.758863695;2.497519733
4233;2024-02-14 02:30:00;20.83010354;6.562280213;5.101610408;1.47383943
4234;2024-02-14 02:45:00;21.71027458;8.511423236;5.317547265;1.884212931
4235;2024-02-14 03:00:00;26.30883296;12.96958552;6.002388442;2.685126094
4236;2024-02-14 03:15:00;28.01345236;12.6968998;6.790285665;3.208310665
4237;2024-02-14 03:30:00;37.77844028;12.89265341;8.22398658;3.177628877
4238;2024-02-14 03:45:00;29.21338062;13.11519486;8.373977613;3.109195675
4239;2024-02-14 04:00:00;26.6392384;11.17539361;6.981577378;3.036323559
4240;2024-02-14 04:15:00;27.54173856;12.32843466;6.772622119;2.937978534
4241;2024-02-14 04:30:00;25.34035442;12.61138858;6.610261621;3.118808496
4242;2024-02-14 04:45:00;35.62482077;11.69624471;7.620646899;3.038232116
4243;2024-02-14 05:00:00;22.13656671;8.619512669;7.220173435;2.539075363
4244;2024-02-14 05:15:00;23.77067328;9.769457116;5.738404998;2.298621223
4245;2024-02-14 05:30:00;24.08929023;8.647063149;5.982495439;2.302065033
4246;2024-02-14 05:45:00;30.48388155;7.439961161;6.821646473;2.010878039
4247;2024-02-14 06:00:00;40.48775879;10.03615817;8.871455043;2.184514917
4248;2024-02-14 06:15:00;79.52538984;24.06251271;15.00164358;4.262333861
4249;2024-02-14 06:30:00;80.87453545;30.00195172;20.04999066;6.760026385
4250;2024-02-14 06:45:00;94.56941665;32.10951251;21.93049401;7.763933028
4251;2024-02-14 07:00:00;87.71001535;31.66152609;22.784929;7.971511666
4252;2024-02-14 07:15:00;81.62504694;25.80314635;21.16688279;7.183536399
4253;2024-02-14 07:30:00;108.5684824;40.69190171;23.77419117;8.311881007
4254;2024-02-14 07:45:00;83.05087927;35.2518351;23.95242021;9.492967102
4255;2024-02-14 08:00:00;93.98381831;34.31071631;22.1293372;8.695318927
4256;2024-02-14 08:15:00;86.00597467;27.28417618;22.49872412;7.699361562
4257;2024-02-14 08:30:00;88.94020122;28.53856903;21.86827199;6.977843151
4258;2024-02-14 08:45:00;90.60162147;34.59445066;22.44272784;7.891627462
4259;2024-02-14 09:00:00;80.28897248;34.58383181;21.36132424;8.647285309
4260;2024-02-14 09:15:00;91.89094702;36.63877271;21.52248994;8.90285014
4261;2024-02-14 09:30:00;80.29668384;33.2939423;21.52345386;8.741589377
4262;2024-02-14 09:45:00;84.04730182;32.96229922;20.54299821;8.28203019
4263;2024-02-14 10:00:00;85.73306022;29.7748068;21.22254525;7.842138253
4264;2024-02-14 10:15:00;72.97355756;23.42827529;19.83832722;6.650385262
4265;2024-02-14 10:30:00;71.96127406;28.60772984;18.11685395;6.506192594
4266;2024-02-14 10:45:00;74.47803633;29.23780172;18.3049138;7.230691446
4267;2024-02-14 11:00:00;58.91453341;24.21972751;16.67407122;6.682197711
4268;2024-02-14 11:15:00;61.00701686;22.74116663;14.99019378;5.870111768
4269;2024-02-14 11:30:00;54.91587037;20.1334468;14.4903609;5.359326678
4270;2024-02-14 11:45:00;60.98463236;25.18657097;14.48756284;5.665002222
4271;2024-02-14 12:00:00;61.75514251;23.54428058;15.34247186;6.091356444
4272;2024-02-14 12:15:00;90.9360981;27.24258055;19.08640508;6.348357641
4273;2024-02-14 12:30:00;100.8817266;36.12534359;23.97722809;7.923086939
4274;2024-02-14 12:45:00;93.41000144;35.28109315;24.286466;8.925804593
4275;2024-02-14 13:00:00;97.07028143;33.45401657;23.81003536;8.59364448
4276;2024-02-14 13:15:00;85.40685887;30.76591745;22.80964254;8.027799961
4277;2024-02-14 13:30:00;73.51151751;27.21067699;19.86479705;7.247074305
4278;2024-02-14 13:45:00;93.29242878;31.75129633;20.85049329;7.370246665
4279;2024-02-14 14:00:00;101.3487995;33.70269674;24.33015353;8.181749134
4280;2024-02-14 14:15:00;106.2486361;33.93054461;25.94967945;8.454155169
4281;2024-02-14 14:30:00;88.61310383;28.33101037;24.3577175;7.782694372
4282;2024-02-14 14:45:00;95.91871572;29.80996001;23.06647744;7.267418855
4283;2024-02-14 15:00:00;93.5743767;31.53410654;23.68663655;7.668008319
4284;2024-02-14 15:15:00;75.02520397;26.6475031;21.07494758;7.272701206
4285;2024-02-14 15:30:00;73.9078376;28.40108589;18.6166302;6.881073623
4286;2024-02-14 15:45:00;56.08206331;21.40288384;16.24873761;6.225496215
4287;2024-02-14 16:00:00;50.62005624;19.64518578;13.33776494;5.131008702
4288;2024-02-14 16:15:00;62.79570701;26.32238861;14.17697041;5.745946799
4289;2024-02-14 16:30:00;57.7172914;24.8270506;15.0641248;6.393679901
4290;2024-02-14 16:45:00;68.20274322;29.35360042;15.74000433;6.772183494
4291;2024-02-14 17:00:00;80.73721721;31.25392948;18.61749505;7.57563948
4292;2024-02-14 17:15:00;68.52670999;22.93771523;18.6579909;6.773955589
4293;2024-02-14 17:30:00;63.71555341;20.99852635;16.53028293;5.492030198
4294;2024-02-14 17:45:00;61.8888804;21.93119457;15.70055423;5.366215115
4295;2024-02-14 18:00:00;78.42785709;25.91449746;17.53959219;5.980711505
4296;2024-02-14 18:15:00;73.49416846;26.87458499;18.99025319;6.598635307
4297;2024-02-14 18:30:00;49.85991447;18.91574953;15.41926037;5.723791816
4298;2024-02-14 18:45:00;47.26256247;18.35463316;12.14030962;4.658981423
4299;2024-02-14 19:00:00;42.74734062;16.83314536;11.25123789;4.398377062
4300;2024-02-14 19:15:00;80.68809754;26.72416949;15.42942977;5.44343142
4301;2024-02-14 19:30:00;97.74071027;30.83201157;22.30360098;7.194522632
4302;2024-02-14 19:45:00;81.03089639;29.57932992;22.34645083;7.552625874
4303;2024-02-14 20:00:00;74.05012141;27.14634551;19.38512722;7.090709429
4304;2024-02-14 20:15:00;53.41705602;21.80058256;15.93339718;6.118366009
4305;2024-02-14 20:30:00;61.61704173;23.79470883;14.37926222;5.698236399
4306;2024-02-14 20:45:00;69.54326206;25.77518828;16.39503797;6.196287851
4307;2024-02-14 21:00:00;81.96906358;27.13895367;18.9390407;6.614267744
4308;2024-02-14 21:15:00;79.53177293;28.26964529;20.18760456;6.92607487
4309;2024-02-14 21:30:00;74.87565579;27.34948917;19.30092859;6.952391808
4310;2024-02-14 21:45:00;79.32447648;29.46640414;19.27501653;7.101986664
4311;2024-02-14 22:00:00;58.72829298;24.22519685;17.25659618;6.711450124
4312;2024-02-14 22:15:00;23.22564718;7.930329778;10.24424252;4.019440828
4313;2024-02-14 22:30:00;29.67192462;11.29516534;6.612196475;2.40142455
4314;2024-02-14 22:45:00;29.82779398;13.52895049;7.437464825;3.103014478
4315;2024-02-14 23:00:00;27.21634935;12.791982;7.130517916;3.29011656
4316;2024-02-14 23:15:00;25.51242596;11.80014868;6.591096913;3.074016335
4317;2024-02-14 23:30:00;24.0697095;10.96418563;6.197766933;2.845446071
4318;2024-02-14 23:45:00;28.20413856;12.39808637;6.534231008;2.920298045
4319;2024-02-15 00:00:00;34.35416992;14.96838007;7.81978856;3.420808305
4320;2024-02-15 00:15:00;29.52624106;12.34584466;7.985051373;3.414278092
4321;2024-02-15 00:30:00;27.41309568;11.29665503;7.117417092;2.955312461
4322;2024-02-15 00:45:00;32.90102414;13.84749372;7.539264977;3.143822308
4323;2024-02-15 01:00:00;22.36384411;8.694863298;6.908108532;2.816752159
4324;2024-02-15 01:15:00;22.28065869;6.422335831;5.58056285;1.889649891
4325;2024-02-15 01:30:00;31.2920345;13.88265647;6.696586649;2.538124037
4326;2024-02-15 01:45:00;31.82317173;12.50582866;7.889400779;3.298560641
4327;2024-02-15 02:00:00;31.44258723;14.1032135;7.90821987;3.326130271
4328;2024-02-15 02:15:00;23.69033671;8.512531134;6.891615492;2.82696808
4329;2024-02-15 02:30:00;21.95438515;6.153078061;5.705590232;1.833201149
4330;2024-02-15 02:45:00;22.15400905;6.855115354;5.513549275;1.626658261
4331;2024-02-15 03:00:00;25.77330744;11.74418034;5.99091456;2.324911961
4332;2024-02-15 03:15:00;30.70431588;12.15553682;7.059702914;2.801725551
4333;2024-02-15 03:30:00;27.60220932;12.52598951;7.28831565;3.187705755
4334;2024-02-15 03:45:00;33.96387075;15.11499829;7.695760009;3.455123475
4335;2024-02-15 04:00:00;34.59572208;14.71625128;8.569949104;3.654857213
4336;2024-02-15 04:15:00;34.3945529;14.31044181;8.623784372;3.813186903
4337;2024-02-15 04:30:00;38.77829286;16.71022183;9.146605721;3.877582955
4338;2024-02-15 04:45:00;39.73470432;16.35171913;9.814124649;3.788369981
4339;2024-02-15 05:00:00;39.71180676;15.36629933;9.930813886;3.557187486
4340;2024-02-15 05:15:00;24.6196333;10.51311301;8.041430008;3.234926542
4341;2024-02-15 05:30:00;27.94235457;10.18702335;6.570248484;2.587517044
4342;2024-02-15 05:45:00;27.22173081;9.505541739;6.895510672;2.461424301
4343;2024-02-15 06:00:00;40.72759419;11.93860067;8.493665624;2.680517801
4344;2024-02-15 06:15:00;66.78784286;18.48230986;13.43942963;3.802613815
4345;2024-02-15 06:30:00;80.71975652;27.46674716;18.43844992;5.743632126
4346;2024-02-15 06:45:00;90.42164372;29.084621;21.39267503;7.068921019
4347;2024-02-15 07:00:00;92.33836229;26.48299897;22.84500075;6.945952496
4348;2024-02-15 07:15:00;92.15892269;28.91948009;23.06216062;6.925309882
4349;2024-02-15 07:30:00;92.51999904;24.82116569;23.08486522;6.717580723
4350;2024-02-15 07:45:00;103.5950737;32.063203;24.51438409;7.110546087
4351;2024-02-15 08:00:00;97.80757904;33.67570466;25.17533159;8.217363458
4352;2024-02-15 08:15:00;107.0427796;37.11193669;25.60629484;8.84845517
4353;2024-02-15 08:30:00;97.87296904;33.29004736;25.61446859;8.800248006
4354;2024-02-15 08:45:00;99.21378515;38.0463265;24.63584427;8.917046732
4355;2024-02-15 09:00:00;97.65114936;37.22667941;24.60811681;9.409125738
4356;2024-02-15 09:15:00;101.6513504;38.25563882;24.91281247;9.435289778
4357;2024-02-15 09:30:00;100.5569875;38.65094181;25.27604223;9.613322578
4358;2024-02-15 09:45:00;95.7947992;32.91560641;24.54397333;8.945818527
4359;2024-02-15 10:00:00;86.20879111;28.61897121;22.75044879;7.691822203
4360;2024-02-15 10:15:00;85.85176198;30.91540315;21.50756914;7.441796796
4361;2024-02-15 10:30:00;104.688108;37.17252513;23.81748374;8.510991035
4362;2024-02-15 10:45:00;110.9755688;40.94318737;26.95795959;9.764464063
4363;2024-02-15 11:00:00;97.92776789;37.12888588;26.11291709;9.759009157
4364;2024-02-15 11:15:00;81.96515205;33.39833705;22.48661499;8.815902867
4365;2024-02-15 11:30:00;79.14093043;30.28393966;20.13826031;7.960284589
4366;2024-02-15 11:45:00;91.9720765;37.41954233;21.38912587;8.462935249
4367;2024-02-15 12:00:00;85.63952157;35.66266315;22.20144976;9.135275685
4368;2024-02-15 12:15:00;92.51200824;40.50454862;22.26894123;9.520901471
4369;2024-02-15 12:30:00;86.5314854;33.41720229;22.3804367;9.240218864
4370;2024-02-15 12:45:00;83.49363734;27.25229736;21.25314034;7.583687456
4371;2024-02-15 13:00:00;93.76626638;37.54552776;22.15748797;8.09972814
4372;2024-02-15 13:15:00;90.80485938;39.06022678;23.07139072;9.575719318
4373;2024-02-15 13:30:00;90.8844914;38.71946448;22.71116885;9.722461408
4374;2024-02-15 13:45:00;83.685226;36.35506914;21.82121467;9.384316703
4375;2024-02-15 14:00:00;83.74057581;32.42443895;20.92822523;8.781784432
4376;2024-02-15 14:15:00;81.25807807;29.84005099;20.62483174;8.083623407
4377;2024-02-15 14:30:00;70.9606907;32.15107253;19.0273461;7.74889044
4378;2024-02-15 14:45:00;67.34435637;31.85892292;17.28813088;8.001249431
4379;2024-02-15 15:00:00;71.1830404;31.11712263;17.3159246;7.872005693
4380;2024-02-15 15:15:00;78.39756406;33.16946921;18.69757556;8.03582398
4381;2024-02-15 15:30:00;80.63702971;34.27913786;19.87932422;8.431075884
4382;2024-02-15 15:45:00;58.73098875;29.66802128;17.42100231;7.993394892
4383;2024-02-15 16:00:00;57.18754149;29.27277916;14.48981628;7.367600055
4384;2024-02-15 16:15:00;50.07044884;27.11734758;13.40724879;7.048765843
4385;2024-02-15 16:30:00;70.34727508;31.76064283;15.05221549;7.359748801
4386;2024-02-15 16:45:00;53.60510327;29.60679541;15.49404729;7.67092978
4387;2024-02-15 17:00:00;57.08814942;30.29244995;13.83665659;7.48740567
4388;2024-02-15 17:15:00;70.01954981;33.66354203;15.8884624;7.994498997
4389;2024-02-15 17:30:00;65.62112208;30.80132881;16.95508399;8.058108855
4390;2024-02-15 17:45:00;65.24499409;30.50232442;16.35826452;7.662956654
