nv;Datetime;mazak_P;mazak_Q;mazak_Ep;mazak_Eq
3232;2024-02-03 16:15:00;0;0.015048515;0;0.003682031
3233;2024-02-03 16:30:00;0;0.014360664;0;0.003676147
3234;2024-02-03 16:45:00;0;0.014440695;0;0.00360017
3235;2024-02-03 17:00:00;0;0.014708026;0;0.00364359
3236;2024-02-03 17:15:00;0;0.014639917;0;0.003668493
3237;2024-02-03 17:30:00;0;0.014433781;0;0.003634212
3238;2024-02-03 17:45:00;0;0.014291844;0;0.003590703
3239;2024-02-03 18:00:00;0;0.014911902;0;0.003650468
3240;2024-02-03 18:15:00;0;0.014416418;0;0.00366604
3241;2024-02-03 18:30:00;0;-0.207252907;0;-0.001567657
3242;2024-02-03 18:45:00;0;0.015068296;0;-0.022394861
3243;2024-02-03 19:00:00;0;0.002728549;0;0.002224606
3244;2024-02-03 19:15:00;0;0.014068757;0;0.002099663
3245;2024-02-03 19:30:00;0;-0.196091871;0;-0.001523144
3246;2024-02-03 19:45:00;0;0.014089109;0;-0.021225316
3247;2024-02-03 20:00:00;0;-0.121617903;0;-0.001395456
3248;2024-02-03 20:15:00;0;0.014477468;0;-0.01196789
3249;2024-02-03 20:30:00;0;-0.19016961;0;-0.001553637
3250;2024-02-03 20:45:00;0;-0.190115842;0;-0.047535682
3251;2024-02-03 21:00:00;0;0.014468807;0;-0.020403097
3252;2024-02-03 21:15:00;0;0.014235476;0;0.003588035
3253;2024-02-03 21:30:00;0;-0.18519855;0;-0.001525405
3254;2024-02-03 21:45:00;0;0.014461669;0;-0.019796271
3255;2024-02-03 22:00:00;0;0.014203564;0;0.003583154
3256;2024-02-03 22:15:00;0;0.014697525;0;0.003612636
3257;2024-02-03 22:30:00;0;0.014603465;0;0.003662624
3258;2024-02-03 22:45:00;0;0.01468031;0;0.003660472
3259;2024-02-03 23:00:00;0;0.015194852;0;0.003734395
3260;2024-02-03 23:15:00;0;0.014766448;0;0.003745162
3261;2024-02-03 23:30:00;0;0.014998953;0;0.003720675
3262;2024-02-03 23:45:00;0;0.014278751;0;0.003659713
3263;2024-02-04 00:00:00;0;0.014992648;0;0.003658925
3264;2024-02-04 00:15:00;0;0.013742107;0;0.003591844
3265;2024-02-04 00:30:00;0;0.014452077;0;0.003524273
3266;2024-02-04 00:45:00;0;0.014434984;0;0.003610883
3267;2024-02-04 01:00:00;0;0.014641713;0;0.003634587
3268;2024-02-04 01:15:00;0;0.015074074;0;0.003714473
3269;2024-02-04 01:30:00;0;0.014483734;0;0.003694726
3270;2024-02-04 01:45:00;0;0.013933144;0;0.00355211
3271;2024-02-04 02:00:00;0;0.014272121;0;0.003525658
3272;2024-02-04 02:15:00;0;0.014060288;0;0.003541551
3273;2024-02-04 02:30:00;0;0.013587309;0;0.00345595
3274;2024-02-04 02:45:00;0;0.013634431;0;0.003402718
3275;2024-02-04 03:00:00;0;0.014016696;0;0.003456391
3276;2024-02-04 03:15:00;0;0.014077574;0;0.003511784
3277;2024-02-04 03:30:00;0;0.0146523;0;0.003591234
3278;2024-02-04 03:45:00;0;0.014226849;0;0.003609894
3279;2024-02-04 04:00:00;0;0.014190545;0;0.003552174
3280;2024-02-04 04:15:00;0;0.014343423;0;0.003566746
3281;2024-02-04 04:30:00;0;0.013908701;0;0.003531515
3282;2024-02-04 04:45:00;0;0.014762168;0;0.003583859
3283;2024-02-04 05:00:00;0;0.013537197;0;0.003537421
3284;2024-02-04 05:15:00;0;0.014727533;0;0.003533091
3285;2024-02-04 05:30:00;0;0.014966832;0;0.003711796
3286;2024-02-04 05:45:00;0;0.014219181;0;0.003648252
3287;2024-02-04 06:00:00;0;0.014480097;0;0.00358741
3288;2024-02-04 06:15:00;0;0.013606389;0;0.003510811
3289;2024-02-04 06:30:00;0;0.013771689;0;0.00342226
3290;2024-02-04 06:45:00;0;0.014536712;0;0.00353855
3291;2024-02-04 07:00:00;0;0.01453728;0;0.003634249
3292;2024-02-04 07:15:00;0;0.014663183;0;0.003650058
3293;2024-02-04 07:30:00;0;0.01383837;0;0.003562694
3294;2024-02-04 07:45:00;0;0.014932871;0;0.003596405
3295;2024-02-04 08:00:00;0;0.014126355;0;0.003632403
3296;2024-02-04 08:15:00;0;0.014598515;0;0.003590609
3297;2024-02-04 08:30:00;0;0.01407099;0;0.003583688
3298;2024-02-04 08:45:00;0;0.014352996;0;0.003552998
3299;2024-02-04 09:00:00;0;0.014041659;0;0.003549332
3300;2024-02-04 09:15:00;0;0.014033159;0;0.003509352
3301;2024-02-04 09:30:00;0;0.014197334;0;0.003528812
3302;2024-02-04 09:45:00;0;0.013619544;0;0.00347711
3303;2024-02-04 10:00:00;0;0.014212596;0;0.003479017
3304;2024-02-04 10:15:00;0;0.013991528;0;0.003525515
3305;2024-02-04 10:30:00;0;0.014045655;0;0.003504648
3306;2024-02-04 10:45:00;0;0.014389342;0;0.003554375
3307;2024-02-04 11:00:00;0;0.014019088;0;0.003551054
3308;2024-02-04 11:15:00;0;0.014061141;0;0.003510029
3309;2024-02-04 11:30:00;0;0.014227812;0;0.003536119
3310;2024-02-04 11:45:00;0;0.013620335;0;0.003481018
3311;2024-02-04 12:00:00;0;0.014235957;0;0.003482037
3312;2024-02-04 12:15:00;0;0.001386345;0;0.001952788
3313;2024-02-04 12:30:00;0;0.001964626;0;0.000418871
3314;2024-02-04 12:45:00;0;-0.153534267;0;-0.000239373
3315;2024-02-04 13:00:00;0;0.014423847;0;-0.015895493
3316;2024-02-04 13:15:00;0;-0.195972363;0;-0.001555772
3317;2024-02-04 13:30:00;0;-0.1960408;0;-0.049001645
3318;2024-02-04 13:45:00;0;0.014145631;0;-0.021206694
3319;2024-02-04 14:00:00;0;0.014436256;0;0.003572736
3320;2024-02-04 14:15:00;0;-0.207281995;0;-0.001569543
3321;2024-02-04 14:30:00;0;-0.178828746;0;-0.048263843
3322;2024-02-04 14:45:00;0;-0.174504232;0;-0.044166622
3323;2024-02-04 15:00:00;0;-0.141240314;0;-0.039468068
3324;2024-02-04 15:15:00;0;0.014021683;0;-0.014466192
3325;2024-02-04 15:30:00;0;0.012912708;0;0.003366799
3326;2024-02-04 15:45:00;0;0.013916692;0;0.003353675
3327;2024-02-04 16:00:00;0;0.014444968;0;0.003545207
3328;2024-02-04 16:15:00;0;0.013775384;0;0.003527544
3329;2024-02-04 16:30:00;0;0.014798333;0;0.003571715
3330;2024-02-04 16:45:00;0;0.014801788;0;0.003700015
3331;2024-02-04 17:00:00;0;0.014791579;0;0.003699171
3332;2024-02-04 17:15:00;0;0.013967579;0;0.003594895
3333;2024-02-04 17:30:00;0;0.014223844;0;0.003523928
3334;2024-02-04 17:45:00;0;0.014343046;0;0.003570861
3335;2024-02-04 18:00:00;0;0.013888834;0;0.003528985
3336;2024-02-04 18:15:00;0;0.013992599;0;0.003485179
3337;2024-02-04 18:30:00;0;0.013644653;0;0.003454657
3338;2024-02-04 18:45:00;0;0.013988923;0;0.003454197
3339;2024-02-04 19:00:00;0;0.014592847;0;0.003572721
3340;2024-02-04 19:15:00;0;0.013622705;0;0.003526944
3341;2024-02-04 19:30:00;0;0.014329052;0;0.00349397
3342;2024-02-04 19:45:00;0;0.014227722;0;0.003569597
3343;2024-02-04 20:00:00;0;0.013824003;0;0.003506466
3344;2024-02-04 20:15:00;0;0.014564454;0;0.003548557
3345;2024-02-04 20:30:00;0;0.01350268;0;0.003508392
3346;2024-02-04 20:45:00;0;0.013589445;0;0.003386516
3347;2024-02-04 21:00:00;0;0.014273324;0;0.003482846
3348;2024-02-04 21:15:00;0;0.014230369;0;0.003562962
3349;2024-02-04 21:30:00;0;0.014140182;0;0.003546319
3350;2024-02-04 21:45:00;0;0.013908892;0;0.003506134
3351;2024-02-04 22:00:00;0;0.014255503;0;0.003520549
3352;2024-02-04 22:15:00;0;0.013636519;0;0.003486503
3353;2024-02-04 22:30:00;0;0.014006071;0;0.003455324
3354;2024-02-04 22:45:00;0;0.013747834;0;0.003469238
3355;2024-02-04 23:00:00;0;0.014647114;0;0.003549368
3356;2024-02-04 23:15:00;0;0.013828566;0;0.00355946
3357;2024-02-04 23:30:00;0;0.014336634;0;0.00352065
3358;2024-02-04 23:45:00;0;0.014334815;0;0.003583931
3359;2024-02-05 00:00:00;0;0.014487697;0;0.003602814
3360;2024-02-05 00:15:00;0;0.013994216;0;0.003560239
3361;2024-02-05 00:30:00;0;0.013888317;0;0.003485317
3362;2024-02-05 00:45:00;0;0.014285462;0;0.003521722
3363;2024-02-05 01:00:00;0;0.014186566;0;0.003559004
3364;2024-02-05 01:15:00;0;0.014789096;0;0.003621958
3365;2024-02-05 01:30:00;0;0.014565956;0;0.003669382
3366;2024-02-05 01:45:00;0;0.014493366;0;0.003632415
3367;2024-02-05 02:00:00;0;0.014057935;0;0.003568913
3368;2024-02-05 02:15:00;0;0.013649487;0;0.003463428
3369;2024-02-05 02:30:00;0;0.013947378;0;0.003449608
3370;2024-02-05 02:45:00;0;0.014509221;0;0.003557075
3371;2024-02-05 03:00:00;0;0.014657608;0;0.003645854
3372;2024-02-05 03:15:00;0;0.014642664;0;0.003662534
3373;2024-02-05 03:30:00;0;0.01410031;0;0.003592872
3374;2024-02-05 03:45:00;0;0.014133154;0;0.003529183
3375;2024-02-05 04:00:00;0;0.014562396;0;0.003586944
3376;2024-02-05 04:15:00;0;0.014353102;0;0.003614437
3377;2024-02-05 04:30:00;0;0.014340517;0;0.003586702
3378;2024-02-05 04:45:00;0;0.003571641;0;0.00223902
3379;2024-02-05 05:00:00;0;0.002890059;0;0.000807712
3380;2024-02-05 05:15:00;0;0.003926293;0;0.000852044
3381;2024-02-05 05:30:00;0;0.005968393;0;0.001236836
3382;2024-02-05 05:45:00;0;0.00254929;0;0.00106471
3383;2024-02-05 06:00:00;1.28232517;0.268649739;0;0.033899879
3384;2024-02-05 06:15:00;6.329278567;4.317546062;0.951450467;0.573274475
3385;2024-02-05 06:30:00;6.5129077;5.369421081;1.605273283;1.210870893
3386;2024-02-05 06:45:00;6.826893269;5.152844607;1.667475121;1.315283211
3387;2024-02-05 07:00:00;7.304702209;4.899153715;1.766449435;1.25649979
3388;2024-02-05 07:15:00;7.051645444;5.133228956;1.794543457;1.254047834
3389;2024-02-05 07:30:00;6.680673898;5.47075345;1.716539918;1.325497801
3390;2024-02-05 07:45:00;3.613988431;3.312127087;1.286832791;1.097860067
3391;2024-02-05 08:00:00;5.675393155;4.679229405;1.161172698;0.998919561
3392;2024-02-05 08:15:00;7.155455138;6.051772108;1.603856037;1.341375189
3393;2024-02-05 08:30:00;6.926838806;5.508687688;1.760286743;1.445057475
3394;2024-02-05 08:45:00;3.62405117;3.353811217;1.318861247;1.107812363
3395;2024-02-05 09:00:00;4.068378138;4.179019464;0.961553663;0.941603835
3396;2024-02-05 09:15:00;5.59727669;5.933433592;1.208206853;1.264056632
3397;2024-02-05 09:30:00;5.003952062;5.098377486;1.325153594;1.378976385
3398;2024-02-05 09:45:00;5.874536286;6.206847474;1.359811043;1.41315312
3399;2024-02-05 10:00:00;4.071615722;4.048274609;1.243269001;1.28189026
3400;2024-02-05 10:15:00;3.814112858;3.852444601;0.985716072;0.987589901
3401;2024-02-05 10:30:00;4.604672998;4.739511096;1.052348232;1.073994462
3402;2024-02-05 10:45:00;5.874569037;5.915946257;1.309905254;1.331932169
3403;2024-02-05 11:00:00;5.803003408;5.952892562;1.459696556;1.483604852
3404;2024-02-05 11:15:00;6.010451784;6.264022169;1.476681899;1.527114341
3405;2024-02-05 11:30:00;5.946465066;6.23861127;1.494614606;1.56282918
3406;2024-02-05 11:45:00;4.84649783;4.895737384;1.349120362;1.391793582
3407;2024-02-05 12:00:00;4.290241197;3.960657564;1.142092378;1.107049369
3408;2024-02-05 12:15:00;3.631850062;3.703523668;0.990261407;0.958022654
3409;2024-02-05 12:30:00;3.509570963;3.812820872;0.892677628;0.939543067
3410;2024-02-05 12:45:00;0.064963067;0.120763502;0.446816754;0.491698047
3411;2024-02-05 13:00:00;0.025628546;0.046159195;0.011323952;0.020865337
3412;2024-02-05 13:15:00;0.026664379;0.04862545;0.006536616;0.011848081
3413;2024-02-05 13:30:00;0.02665569;0.04879842;0.006665009;0.012177984
3414;2024-02-05 13:45:00;0.026572477;0.049338746;0.006653521;0.012267146
3415;2024-02-05 14:00:00;0.02670484;0.04940253;0.006659665;0.01234266
3416;2024-02-05 14:15:00;0.027232062;0.048875737;0.006742113;0.012284783
3417;2024-02-05 14:30:00;0.026985649;0.049193459;0.006777214;0.01225865
3418;2024-02-05 14:45:00;0.027064412;0.049005228;0.006756258;0.012274836
3419;2024-02-05 15:00:00;0.027107354;0.049189342;0.006771471;0.012274321
3420;2024-02-05 15:15:00;0.026829125;0.049143954;0.00674206;0.012291662
3421;2024-02-05 15:30:00;0.026942707;0.048774168;0.006721479;0.012239765
3422;2024-02-05 15:45:00;0.027006674;0.035173213;0.006743673;0.010493423
3423;2024-02-05 16:00:00;0.026740571;0.048844254;0.006718406;0.010502183
3424;2024-02-05 16:15:00;0.02669681;0.034800475;0.006679673;0.010455591
3425;2024-02-05 16:30:00;0.026763711;0.034574366;0.006682565;0.008671855
3426;2024-02-05 16:45:00;0.026899655;-0.137231228;0.006707921;-0.002582349
3427;2024-02-05 17:00:00;0.027313828;0.047792858;0.006776685;-0.008291986
3428;2024-02-05 17:15:00;0.027677717;0.047911115;0.006873943;0.011962997
3429;2024-02-05 17:30:00;0.027211703;0.048337302;0.006861178;0.012031052
3430;2024-02-05 17:45:00;0.027662031;0.047881856;0.006859217;0.012027395
3431;2024-02-05 18:00:00;0.027836356;0.047720547;0.006937298;0.0119503
3432;2024-02-05 18:15:00;0.027704528;0.047948048;0.006942611;0.011958574
3433;2024-02-05 18:30:00;0.027685918;0.047869307;0.006923806;0.011977169
3434;2024-02-05 18:45:00;0.027580932;0.048154634;0.006908356;0.012002993
3435;2024-02-05 19:00:00;0.027591056;0.048334186;0.006896499;0.012061102
3436;2024-02-05 19:15:00;0.027706642;0.048226277;0.006912212;0.012070058
3437;2024-02-05 19:30:00;0.027462232;0.048017689;0.006896109;0.012030496
3438;2024-02-05 19:45:00;0.027696407;0.048180776;0.00689483;0.012024808
3439;2024-02-05 20:00:00;0.027753477;0.047671598;0.006931236;0.011981547
3440;2024-02-05 20:15:00;0.027740239;0.047901102;0.006936714;0.011946588
3441;2024-02-05 20:30:00;0.027864946;0.04825153;0.006950648;0.012019079
3442;2024-02-05 20:45:00;0.027681078;0.048168867;0.006943253;0.01205255
3443;2024-02-05 21:00:00;0.027447992;0.047700634;0.006891134;0.011983688
3444;2024-02-05 21:15:00;0.027703304;0.047834576;0.006893912;0.011941901
3445;2024-02-05 21:30:00;0.027684281;0.047738791;0.006923448;0.011946671
3446;2024-02-05 21:45:00;0.027573478;0.047817332;0.00690722;0.011944515
3447;2024-02-05 22:00:00;0.027611302;0.047944711;0.006898098;0.011970255
3448;2024-02-05 22:15:00;0.027824786;0.047871843;0.006929511;0.011977069
3449;2024-02-05 22:30:00;0.027815886;0.047894983;0.006955084;0.011970853
3450;2024-02-05 22:45:00;0.027787519;0.04726766;0.006950426;0.01189533
3451;2024-02-05 23:00:00;0.027839471;0.047372789;0.006953374;0.011830056
3452;2024-02-05 23:15:00;0.027676348;0.048171728;0.006939477;0.011943065
3453;2024-02-05 23:30:00;0.027729781;0.047308043;0.006925766;0.011934971
3454;2024-02-05 23:45:00;0.027641562;0.047568361;0.006921418;0.01185955
3455;2024-02-06 00:00:00;0.027566137;0.047906553;0.006900962;0.011934364
3456;2024-02-06 00:15:00;0.027676271;0.047546001;0.006905301;0.011931569
3457;2024-02-06 00:30:00;0.027305373;0.047388141;0.006872706;0.011866768
3458;2024-02-06 00:45:00;0.027643898;0.048225831;0.006868659;0.011951747
3459;2024-02-06 01:00:00;0.027814996;0.047646234;0.006932362;0.011984008
3460;2024-02-06 01:15:00;0.014984731;0.038608367;0.005349966;0.010781825
3461;2024-02-06 01:30:00;0.015388536;0.014506618;0.00626866;0.006639373
3462;2024-02-06 01:45:00;0.0169026;0.013901669;0.009182725;0.003551036
3463;2024-02-06 02:00:00;0.019980897;0.014582044;0.014329137;0.003560464
3464;2024-02-06 02:15:00;0.025077399;0.014135248;0.021944872;0.003589661
3465;2024-02-06 02:30:00;0;0.014955921;0;0.003636396
3466;2024-02-06 02:45:00;0;0.01460862;0;0.003695568
3467;2024-02-06 03:00:00;0;0.014549458;0;0.00364476
3468;2024-02-06 03:15:00;0;0.014564252;0;0.003639214
3469;2024-02-06 03:30:00;0;0.013492935;0;0.003507148
3470;2024-02-06 03:45:00;0;0.014897303;0;0.00354878
3471;2024-02-06 04:00:00;0;0.014246225;0;0.003642941
3472;2024-02-06 04:15:00;0;0.00128363;0;0.001941232
3473;2024-02-06 04:30:00;0;0.001774009;0;0.000382205
3474;2024-02-06 04:45:00;0;0.014714362;0;0.002061046
3475;2024-02-06 05:00:00;0;0.014172351;0;0.003610839
3476;2024-02-06 05:15:00;0;-0.142931663;0;-0.001451922
3477;2024-02-06 05:30:00;0;-0.053289761;0;-0.024527678
3478;2024-02-06 05:45:00;0;-0.035603674;0;-0.011111679
3479;2024-02-06 06:00:00;0.652411165;0.075698229;0;0.0016032
3480;2024-02-06 06:15:00;4.731562593;3.231088899;0.67299672;0.413348391
3481;2024-02-06 06:30:00;3.805590192;3.620610686;1.067144098;0.856462448
3482;2024-02-06 06:45:00;3.867767575;3.634886743;0.959169721;0.906937179
3483;2024-02-06 07:00:00;3.608354566;3.500242388;0.934515268;0.891891141
3484;2024-02-06 07:15:00;4.077659807;3.750920322;0.960751797;0.906395339
3485;2024-02-06 07:30:00;5.224525615;4.66062802;1.162773178;1.051443543
3486;2024-02-06 07:45:00;6.4024023;5.53907208;1.453365989;1.274962513
3487;2024-02-06 08:00:00;6.08885132;5.371970167;1.561406703;1.363880281
3488;2024-02-06 08:15:00;6.483134353;5.517809836;1.571498209;1.3612225
3489;2024-02-06 08:30:00;6.286845133;5.355268877;1.596247436;1.359134839
3490;2024-02-06 08:45:00;5.60947336;4.999236014;1.487039812;1.294313111
3491;2024-02-06 09:00:00;3.566967479;3.368655581;1.147055105;1.045986449
3492;2024-02-06 09:15:00;3.726854657;3.270016133;0.911727767;0.829833964
3493;2024-02-06 09:30:00;5.202308163;3.850411042;1.116145352;0.890053397
3494;2024-02-06 09:45:00;3.810069835;3.331311955;1.12654725;0.897715375
3495;2024-02-06 10:00:00;3.625778641;3.40107819;0.92948106;0.841548768
3496;2024-02-06 10:15:00;3.212552858;3.752576707;0.854791437;0.894206862
3497;2024-02-06 10:30:00;3.469278097;3.722249627;0.835228869;0.934353292
3498;2024-02-06 10:45:00;3.041686696;3.664368616;0.813870599;0.92332728
3499;2024-02-06 11:00:00;2.832311934;3.441212276;0.734249829;0.888197612
3500;2024-02-06 11:15:00;3.118516046;3.641983832;0.743853498;0.885399514
3501;2024-02-06 11:30:00;3.398313245;3.707516156;0.814603661;0.918687499
3502;2024-02-06 11:45:00;3.431820588;3.667849619;0.853766729;0.921920722
3503;2024-02-06 12:00:00;3.38751751;3.484293302;0.852417262;0.894017865
3504;2024-02-06 12:15:00;4.179916602;4.058258346;0.945929264;0.942818956
3505;2024-02-06 12:30:00;6.210123555;5.347620889;1.29875502;1.175734904
3506;2024-02-06 12:45:00;4.838084244;4.345610867;1.381025975;1.21165397
3507;2024-02-06 13:00:00;5.247785701;4.320621996;1.260733743;1.083279108
3508;2024-02-06 13:15:00;6.877794211;5.469605315;1.515697489;1.223778414
3509;2024-02-06 13:30:00;4.371304865;3.757155704;1.406137384;1.153345127
3510;2024-02-06 13:45:00;5.121830546;4.061381835;1.186641926;0.977317192
3511;2024-02-06 14:00:00;5.5184271;4.376805911;1.330032206;1.054773468
3512;2024-02-06 14:15:00;5.253981503;4.093140785;1.346551075;1.058743337
3513;2024-02-06 14:30:00;4.995561139;3.965557994;1.28119283;1.007337347
3514;2024-02-06 14:45:00;5.241168809;4.13124238;1.279591243;1.012100047
3515;2024-02-06 15:00:00;4.868419409;3.797290958;1.263698527;0.991066667
3516;2024-02-06 15:15:00;5.396477454;4.247689627;1.283112108;1.005622573
3517;2024-02-06 15:30:00;5.107919342;3.556135032;1.313049599;0.975478082
3518;2024-02-06 15:45:00;5.090684635;4.033512407;1.274825497;0.94870593
3519;2024-02-06 16:00:00;5.20437163;3.601300726;1.286882033;0.954351642
3520;2024-02-06 16:15:00;5.21823281;4.310660878;1.302825555;0.988995201
3521;2024-02-06 16:30:00;5.182373985;4.095203452;1.300075849;1.050733041
3522;2024-02-06 16:45:00;5.208018559;4.445578347;1.298799068;1.067597725
3523;2024-02-06 17:00:00;4.995457311;4.101525405;1.275434484;1.068387969
3524;2024-02-06 17:15:00;5.514408375;4.34590718;1.313733211;1.055929073
3525;2024-02-06 17:30:00;5.283419582;4.191447113;1.349728495;1.067169287
3526;2024-02-06 17:45:00;4.96665499;4.399204707;1.281259322;1.073831478
3527;2024-02-06 18:00:00;0.263919104;0.346974088;0.653821762;0.593272349
3528;2024-02-06 18:15:00;0.26394417;0.006456541;0.653823856;0.044178829
3529;2024-02-06 18:30:00;0.264039234;0.005989147;0.653831918;0.001555711
3530;2024-02-06 18:45:00;0.264234096;0.006218959;0.653848616;0.001526013
3531;2024-02-06 19:00:00;0.264558556;0.005377467;0.65387662;0.001449553
3532;2024-02-06 19:15:00;0;0.005899953;0;0.001409678
3533;2024-02-06 19:30:00;0;0.003250737;0;0.001143836
3534;2024-02-06 19:45:00;0;0.005827263;0;0.00113475
3535;2024-02-06 20:00:00;0;0.004687996;0;0.001314407
3536;2024-02-06 20:15:00;0;0.003976819;0;0.001083102
3537;2024-02-06 20:30:00;0;0.003471727;0;0.000931068
3538;2024-02-06 20:45:00;0;0.004911923;0;0.001047956
3539;2024-02-06 21:00:00;0;0.003964827;0;0.001109594
3540;2024-02-06 21:15:00;0;0.003799541;0;0.000970546
3541;2024-02-06 21:30:00;0;0.00384058;0;0.000955015
3542;2024-02-06 21:45:00;0;0.003872122;0;0.000964088
3543;2024-02-06 22:00:00;0;0.003492266;0;0.000920549
3544;2024-02-06 22:15:00;0;0.004066672;0;0.000944867
3545;2024-02-06 22:30:00;0;0.004058707;0;0.001015672
3546;2024-02-06 22:45:00;0;0.004192857;0;0.001031445
3547;2024-02-06 23:00:00;0;0.003468529;0;0.000957673
3548;2024-02-06 23:15:00;0;0.004261782;0;0.000966289
3549;2024-02-06 23:30:00;0;0.003881031;0;0.001017852
3550;2024-02-06 23:45:00;0;0.003293083;0;0.000896764
3551;2024-02-07 00:00:00;0;0.003310583;0;0.000825458
3552;2024-02-07 00:15:00;0;0.003689975;0;0.00087507
3553;2024-02-07 00:30:00;0;0.002934672;0;0.000828081
3554;2024-02-07 00:45:00;0;0.004266408;0;0.000900135
3555;2024-02-07 01:00:00;0;0.004518443;0;0.001098106
3556;2024-02-07 01:15:00;0;0.0044255;0;0.001117993
3557;2024-02-07 01:30:00;0;0.004271407;0;0.001087113
3558;2024-02-07 01:45:00;0;0.00414346;0;0.001051858
3559;2024-02-07 02:00:00;0;0.00403866;0;0.001022765
3560;2024-02-07 02:15:00;0;0.005095202;0;0.001141733
3561;2024-02-07 02:30:00;0;0.004492148;0;0.001198419
3562;2024-02-07 02:45:00;0;0.003462654;0;0.00099435
3563;2024-02-07 03:00:00;0;0.003971914;0;0.000929321
3564;2024-02-07 03:15:00;0;0.004500996;0;0.001059114
3565;2024-02-07 03:30:00;0;0.003704831;0;0.001025728
3566;2024-02-07 03:45:00;0;0.003412387;0;0.000889652
3567;2024-02-07 04:00:00;0;0.004192773;0;0.000950645
3568;2024-02-07 04:15:00;0;0.005447296;0;0.001205009
3569;2024-02-07 04:30:00;0;0.003797498;0;0.001155599
3570;2024-02-07 04:45:00;0;0.00411744;0;0.000989367
3571;2024-02-07 05:00:00;0;0.00370452;0;0.000977745
3572;2024-02-07 05:15:00;0;0.004924721;0;0.001078655
3573;2024-02-07 05:30:00;0;0.004128357;0;0.001131635
3574;2024-02-07 05:45:00;0;0.003848733;0;0.000997136
3575;2024-02-07 06:00:00;0.85949558;0.417744651;0;0.052699173
3576;2024-02-07 06:15:00;4.821436451;4.248564662;0.710116504;0.583288664
3577;2024-02-07 06:30:00;5.396930277;4.547523989;1.277295841;1.099511081
3578;2024-02-07 06:45:00;4.18073093;3.678101207;1.197207651;1.02820315
3579;2024-02-07 07:00:00;5.303966329;4.411318461;1.185587157;1.011177459
3580;2024-02-07 07:15:00;5.211131619;4.380269106;1.314387244;1.098948446
3581;2024-02-07 07:30:00;3.504253416;3.548763654;1.089423129;0.991129095
3582;2024-02-07 07:45:00;4.736630087;4.006448367;1.030110438;0.944401503
3583;2024-02-07 08:00:00;4.785028396;3.824522524;1.19020731;0.978871361
3584;2024-02-07 08:15:00;5.309857717;3.414805435;1.261860764;0.904915995
3585;2024-02-07 08:30:00;6.001763423;4.154875978;1.413952643;0.946210177
3586;2024-02-07 08:45:00;4.262977999;4.040674713;1.283092678;1.024443836
3587;2024-02-07 09:00:00;6.085088287;4.602485318;1.293508286;1.080395004
3588;2024-02-07 09:15:00;8.884260297;5.756730861;1.871168573;1.294902022
3589;2024-02-07 09:30:00;8.73674643;5.796829673;2.202625841;1.444195067
3590;2024-02-07 09:45:00;9.010084432;5.920883238;2.218353858;1.464714114
3591;2024-02-07 10:00:00;7.414816517;5.153969974;2.053112619;1.384356652
3592;2024-02-07 10:15:00;4.371063375;4.01756802;1.473234986;1.146442249
3593;2024-02-07 10:30:00;5.413673052;4.683111728;1.223092053;1.087584969
3594;2024-02-07 10:45:00;4.144511482;3.919465089;1.194773067;1.075322102
3595;2024-02-07 11:00:00;4.964341325;4.249654081;1.138606601;1.021139896
3596;2024-02-07 11:15:00;5.177181434;4.320308701;1.267690345;1.071245348
3597;2024-02-07 11:30:00;4.783275805;4.098224792;1.245057155;1.052316687
3598;2024-02-07 11:45:00;4.763595652;3.863190471;1.193358932;0.995176908
3599;2024-02-07 12:00:00;4.082180233;3.775873874;1.105721986;0.954883043
3600;2024-02-07 12:15:00;4.229074314;3.868488791;1.038906818;0.955545333
3601;2024-02-07 12:30:00;4.18032063;3.856591966;1.051174368;0.965635095
3602;2024-02-07 12:45:00;4.685240206;3.990377768;1.108195104;0.980871217
3603;2024-02-07 13:00:00;3.885710999;3.885794444;1.071368901;0.984521526
3604;2024-02-07 13:15:00;4.560561112;4.136812337;1.055784014;1.002825848
3605;2024-02-07 13:30:00;4.57980485;3.90070658;1.142545745;1.004689865
3606;2024-02-07 13:45:00;5.163933833;4.473581841;1.217967335;1.046786053
3607;2024-02-07 14:00:00;3.845286685;3.947396257;1.126152565;1.052622262
3608;2024-02-07 14:15:00;3.252228352;3.809992205;0.88718938;0.969673558
3609;2024-02-07 14:30:00;4.74531829;4.667313104;0.99969333;1.059663164
3610;2024-02-07 14:45:00;7.400283077;6.292070099;1.518200171;1.3699229
3611;2024-02-07 15:00:00;7.454321336;6.697204875;1.856825552;1.623659372
3612;2024-02-07 15:15:00;6.002866588;5.774671686;1.682148491;1.55898457
3613;2024-02-07 15:30:00;5.613353732;5.524835897;1.45202754;1.412438448
3614;2024-02-07 15:45:00;3.94751127;4.110994621;1.195108125;1.204478815
3615;2024-02-07 16:00:00;4.5833745;4.156022077;1.066360721;1.033377087
3616;2024-02-07 16:15:00;5.074036251;4.162559954;1.207176344;1.039822754
3617;2024-02-07 16:30:00;5.244955468;4.278227664;1.289873965;1.055098452
3618;2024-02-07 16:45:00;5.139294112;4.287623082;1.298031198;1.070731343
3619;2024-02-07 17:00:00;4.617206879;4.218730115;1.219562624;1.06329415
3620;2024-02-07 17:15:00;4.79604425;4.251903401;1.176656391;1.05882919
